Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	as	as	as	a	a	a	a	a	a	a
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	īsbus	iesbus	ibus	ibus	ibus	ibus	aebus	ae	ae	ae
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	e	a	is	i	ē	ae	ae	ae	ae	ae
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	aerum	ieru	ē	ē	ē	ae	ae	ae	ae	ae
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ae	ae	ae	aes	aes	aes	aes	aes	aes	aes
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	am	am	am	am	am	am	am	am	am	am
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	īsbus	iesbus	aebus	ibus	ibus	ie	ae	ae	ae	ae
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	us	us	us	us	us	us	um	um	um
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	ubus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	ū	uo	uo	ō	ō	ō	ō	uo	ō	ō
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	ues	aes	aes	aes	aes	aes	aes	aes	aes	aes
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	ūs	ūs	us	uos	uos	uos	uos	uos	uos	uo
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	i	i	i	i	ie	ie	ibus	ibus	ibus	ibus
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	ū	uo	uo	uo	uo	uo	uo	ō	ō	ō
aditus:Nom.Pl	4	m	Nom.Pl	107	aditūs	ūs	īs	ies	ies	aes	aes	aes	aes	aes	aes	aes
aditus:Acc.Sg	4	m	Acc.Sg	107	aditum	um	um	um	um	um	um	um	um	um	um	um
aditus:Dat.Pl	4	m	Dat.Pl	107	aditibus	ibus	ubus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
adulter:Nom.Sg	2	m	Nom.Sg	55	adulter		us	ut	um	um	um	um	um	um	um	um
adulter:Abl.Pl	2	m	Abl.Pl	55	adulterīs	īs	ies	ies	ies	aes	aes	ae	ae	ae	ē	ē
adulter:Dat.Sg	2	m	Dat.Sg	55	adulterō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
adulter:Acc.Pl	2	m	Acc.Pl	55	adulterōs	ōs	es	aes	aes	aes	aes	aes	aes	aes	aes	aes
adulter:Gen.Sg	2	m	Gen.Sg	55	adulterī	ī	ū	uo	uo	uo	uo	ō	ō	ō	ō	ō
adulter:Gen.Pl	2	m	Gen.Pl	55	adulterōrum	ōrum	ōrum	ē	ē	ē	ē	ae	ae	ae	ae	ē
adulter:Abl.Sg	2	m	Abl.Sg	55	adulterō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
adulter:Nom.Pl	2	m	Nom.Pl	55	adulterī	ī	ae	ae	ae	ae	ae	aes	aes	aes	aes	aes
adulter:Acc.Sg	2	m	Acc.Sg	55	adulterum	um	um	um	um	um	um	um	um	um	um	um
adulter:Dat.Pl	2	m	Dat.Pl	55	adulterīs	īs	ies	ies	aes	aes	aes	ae	ae	ae	ē	ē
adventus:Nom.Sg	4	m	Nom.Sg	112	adventus	us	us	us	us	us	us	us	us	um	um	um
adventus:Abl.Pl	4	m	Abl.Pl	112	adventibus	ibus	ubus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
adventus:Dat.Sg	4	m	Dat.Sg	112	adventuī	uī	ū	uo	uo	ō	ō	ō	ō	uo	ō	ō
adventus:Acc.Pl	4	m	Acc.Pl	112	adventūs	ūs	ies	aes	aes	aes	aes	aes	aes	aes	aes	aes
adventus:Gen.Sg	4	m	Gen.Sg	112	adventūs	ūs	ūs	ūs	us	uos	uos	uos	uos	uos	uos	uo
adventus:Gen.Pl	4	m	Gen.Pl	112	adventuum	uum	i	i	i	i	ie	i	ibus	ibus	ibus	ibus
