Word	Declension	Gender	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
facinus:Acc.Pl	3	n	191	facinora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
facinus:Gen.Sg	3	n	191	facinoris	is	is	is	īs	a	a	a	a	a	a	a	a	a	a	a	a
facinus:Gen.Pl	3	n	191	facinorum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
facinus:Abl.Sg	3	n	191	facinore	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
facinus:Nom.Pl	3	n	191	facinora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
facinus:Acc.Sg	3	n	191	facinus																
facinus:Dat.Pl	3	n	191	facinoribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
factum:Nom.Sg	2	n	188	factum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
factum:Abl.Pl	2	n	188	factīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
factum:Dat.Sg	2	n	188	factō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
factum:Acc.Pl	2	n	188	facta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
factum:Gen.Sg	2	n	188	factī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
factum:Gen.Pl	2	n	188	factōrum	ōrum	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
factum:Abl.Sg	2	n	188	factō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
factum:Nom.Pl	2	n	188	facta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
factum:Acc.Sg	2	n	188	factum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
factum:Dat.Pl	2	n	188	factīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fama:Nom.Sg	1	f	425	fāma	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fama:Abl.Pl	1	f	425	fāmīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fama:Dat.Sg	1	f	425	fāmae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fama:Acc.Pl	1	f	425	fāmās	ās	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
fama:Gen.Sg	1	f	425	fāmae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fama:Gen.Pl	1	f	425	fāmārum	ārum	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
fama:Abl.Sg	1	f	425	fāmā	ā	ārum	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fama:Nom.Pl	1	f	425	fāmae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fama:Acc.Sg	1	f	425	fāmam	am	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
fama:Dat.Pl	1	f	425	fāmīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fames:Nom.Sg	3	f	127	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Abl.Pl	3	f	127	famibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fames:Dat.Sg	3	f	127	famī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū
fames:Acc.Pl	3	f	127	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Gen.Sg	3	f	127	famis	is	is	is	is	a	a	a	a	a	a	a	a	a	a	a	a
fames:Gen.Pl	3	f	127	famum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fames:Abl.Sg	3	f	127	fame	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
fames:Nom.Pl	3	f	127	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Acc.Sg	3	f	127	famem	em	em	em	em	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fames:Dat.Pl	3	f	127	famibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fastigium:Nom.Sg	2	n	93	fastīgium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fastigium:Abl.Pl	2	n	93	fastīgiīs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Dat.Sg	2	n	93	fastīgiō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fastigium:Acc.Pl	2	n	93	fastīgia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Gen.Sg	2	n	93	fastīgiī	ī	ī	ī	ī	ī	ī	ī	a	a	a	a	a	a	a	a	a
fastigium:Gen.Pl	2	n	93	fastīgiōrum	ōrum	ōrum	ēs	īs	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Abl.Sg	2	n	93	fastīgiō	ō	ō	ō	ō	ō	ō	ō	ōrum	ō	ō	ō	ō	ō	ō	ō	ō
fastigium:Nom.Pl	2	n	93	fastīgia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Acc.Sg	2	n	93	fastīgium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fastigium:Dat.Pl	2	n	93	fastīgiīs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a	a	a
fatum:Nom.Sg	2	n	424	fātum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fatum:Abl.Pl	2	n	424	fātīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fatum:Dat.Sg	2	n	424	fātō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fatum:Acc.Pl	2	n	424	fāta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fatum:Gen.Sg	2	n	424	fātī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fatum:Gen.Pl	2	n	424	fātōrum	ōrum	ōrum	ēs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fatum:Abl.Sg	2	n	424	fātō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fatum:Nom.Pl	2	n	424	fāta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fatum:Acc.Sg	2	n	424	fātum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fatum:Dat.Pl	2	n	424	fātīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
favor:Nom.Sg	3	m	56	favor																
favor:Abl.Pl	3	m	56	favōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
favor:Dat.Sg	3	m	56	favōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū
favor:Acc.Pl	3	m	56	favōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
favor:Gen.Sg	3	m	56	favōris	is	is	is	īs	a	a	a	a	a	a	a	a	a	a	a	a
favor:Gen.Pl	3	m	56	favōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
favor:Abl.Sg	3	m	56	favōre	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
favor:Nom.Pl	3	m	56	favōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
favor:Acc.Sg	3	m	56	favōrem	em	em	em	em	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
favor:Dat.Pl	3	m	56	favōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fax:Nom.Sg	3	f	147	fax																
fax:Abl.Pl	3	f	147	facibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fax:Dat.Sg	3	f	147	facī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū
fax:Acc.Pl	3	f	147	facēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fax:Gen.Sg	3	f	147	facis	is	is	is	is	a	a	a	a	a	a	a	a	a	a	a	a
fax:Gen.Pl	3	f	147	facum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fax:Abl.Sg	3	f	147	face	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
fax:Nom.Pl	3	f	147	facēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fax:Acc.Sg	3	f	147	facem	em	em	em	em	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fax:Dat.Pl	3	f	147	facibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
femina:Nom.Sg	1	f	238	fēmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
femina:Abl.Pl	1	f	238	fēminīs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a	a	a
femina:Dat.Sg	1	f	238	fēminae	ae	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
femina:Acc.Pl	1	f	238	fēminās	ās	ās	ō	ō	ō	ō	ō	ō	e	e	ō	ō	ō	ō	ō	ō
femina:Gen.Sg	1	f	238	fēminae	ae	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
femina:Gen.Pl	1	f	238	fēminārum	ārum	am	am	am	am	am	am	am	am	am	am	ōrum	ō	ō	ō	ō
femina:Abl.Sg	1	f	238	fēminā	ā	am	am	am	am	am	am	am	am	am	am	ōrum	ō	ō	ō	ō
femina:Nom.Pl	1	f	238	fēminae	ae	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
femina:Acc.Sg	1	f	238	fēminam	am	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
femina:Dat.Pl	1	f	238	fēminīs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a	a	a
fera:Nom.Sg	1	f	218	fera	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fera:Abl.Pl	1	f	218	ferīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fera:Dat.Sg	1	f	218	ferae	ae	ium	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
fera:Acc.Pl	1	f	218	ferās	ās	ās	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fera:Gen.Sg	1	f	218	ferae	ae	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
fera:Gen.Pl	1	f	218	ferārum	ārum	am	am	am	am	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fera:Abl.Sg	1	f	218	ferā	ā	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
fera:Nom.Pl	1	f	218	ferae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fera:Acc.Sg	1	f	218	feram	am	am	am	am	am	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fera:Dat.Pl	1	f	218	ferīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
ferrum:Nom.Sg	2	n	352	ferrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
ferrum:Abl.Pl	2	n	352	ferrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
ferrum:Dat.Sg	2	n	352	ferrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
ferrum:Acc.Pl	2	n	352	ferra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
ferrum:Gen.Sg	2	n	352	ferrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ū
ferrum:Gen.Pl	2	n	352	ferrōrum	ōrum	ōrum	ōrum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
ferrum:Abl.Sg	2	n	352	ferrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
ferrum:Nom.Pl	2	n	352	ferra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
ferrum:Acc.Sg	2	n	352	ferrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
ferrum:Dat.Pl	2	n	352	ferrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fetus:Nom.Sg	4	m	57	fētus	us	us	us	us	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fetus:Abl.Pl	4	m	57	fētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fetus:Dat.Sg	4	m	57	fētuī	uī	uī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ū
fetus:Acc.Pl	4	m	57	fētūs	ūs	us	us	us	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fetus:Gen.Sg	4	m	57	fētūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ū
fetus:Gen.Pl	4	m	57	fētuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fetus:Abl.Sg	4	m	57	fētū	ū	ū	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ū
fetus:Nom.Pl	4	m	57	fētūs	ūs	us	us	us	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fetus:Acc.Sg	4	m	57	fētum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fetus:Dat.Pl	4	m	57	fētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fides:Nom.Sg	5	f	581	fidēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fides:Abl.Pl	5	f	581	fidēbus	ēbus	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
fides:Dat.Sg	5	f	581	fideī	eī	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fides:Acc.Pl	5	f	581	fidēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fides:Gen.Sg	5	f	581	fideī	eī	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
fides:Gen.Pl	5	f	581	fidērum	ērum	ōrum	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fides:Abl.Sg	5	f	581	fidē	ē	em	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fides:Nom.Pl	5	f	581	fidēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fides:Acc.Sg	5	f	581	fidem	em	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
fides:Dat.Pl	5	f	581	fidēbus	ēbus	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
filia:Nom.Sg	1	f	129	fīlia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
filia:Abl.Pl	1	f	129	fīliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
filia:Dat.Sg	1	f	129	fīliae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
filia:Acc.Pl	1	f	129	fīliās	ās	ās	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
filia:Gen.Sg	1	f	129	fīliae	ae	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō
filia:Gen.Pl	1	f	129	fīliārum	ārum	am	am	am	am	am	am	am	am	am	um	um	um	um	um	um
filia:Abl.Sg	1	f	129	fīliā	ā	am	am	am	am	am	am	am	am	am	um	um	um	um	um	um
filia:Nom.Pl	1	f	129	fīliae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
filia:Acc.Sg	1	f	129	fīliam	am	am	am	am	am	am	am	um	um	um	um	um	um	um	um	um
filia:Dat.Pl	1	f	129	fīliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
filius:Nom.Sg	2	m	446	fīlius	us	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	
filius:Abl.Pl	2	m	446	fīliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
filius:Dat.Sg	2	m	446	fīliō	ō	ō	e	e	e	e	e	e	e	e	e	e	a	a	a	a
filius:Acc.Pl	2	m	446	fīliōs	ōs	em	ēs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
filius:Gen.Sg	2	m	446	fīliī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	
filius:Gen.Pl	2	m	446	fīliōrum	ōrum	ōrum	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
filius:Abl.Sg	2	m	446	fīliō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
filius:Nom.Pl	2	m	446	fīliī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	
filius:Acc.Sg	2	m	446	fīlium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
filius:Dat.Pl	2	m	446	fīliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
finis:Nom.Sg	3	m	529	fīnis	is	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
finis:Abl.Pl	3	m	529	fīnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
finis:Dat.Sg	3	m	529	fīnī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	a	a
finis:Acc.Pl	3	m	529	fīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
finis:Gen.Sg	3	m	529	fīnis	is	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	a	a
finis:Gen.Pl	3	m	529	fīnium	ium	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
finis:Abl.Sg	3	m	529	fīne	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
finis:Nom.Pl	3	m	529	fīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
finis:Acc.Sg	3	m	529	fīnem	em	em	em	em	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
finis:Dat.Pl	3	m	529	fīnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
flamma:Nom.Sg	1	f	237	flamma	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
flamma:Abl.Pl	1	f	237	flammīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
flamma:Dat.Sg	1	f	237	flammae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
flamma:Acc.Pl	1	f	237	flammās	ās	ās	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
flamma:Gen.Sg	1	f	237	flammae	ae	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
flamma:Gen.Pl	1	f	237	flammārum	ārum	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
flamma:Abl.Sg	1	f	237	flammā	ā	ārum	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	ēs	ēs
flamma:Nom.Pl	1	f	237	flammae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
flamma:Acc.Sg	1	f	237	flammam	am	am	am	am	am	am	am	am	am	am	am	um	um	um	um	um
flamma:Dat.Pl	1	f	237	flammīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fletus:Nom.Sg	4	m	83	flētus	us	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	um
fletus:Abl.Pl	4	m	83	flētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fletus:Dat.Sg	4	m	83	flētuī	uī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fletus:Acc.Pl	4	m	83	flētūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	um
fletus:Gen.Sg	4	m	83	flētūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	um
fletus:Gen.Pl	4	m	83	flētuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fletus:Abl.Sg	4	m	83	flētū	ū	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	um
fletus:Nom.Pl	4	m	83	flētūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	um
fletus:Acc.Sg	4	m	83	flētum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fletus:Dat.Pl	4	m	83	flētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
flos:Nom.Sg	3	m	91	flōs																
flos:Abl.Pl	3	m	91	flōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
flos:Dat.Sg	3	m	91	flōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī	uī
flos:Acc.Pl	3	m	91	flōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
flos:Gen.Sg	3	m	91	flōris	is	is	is	īs	a	a	a	a	a	a	a	a	a	a	a	a
flos:Gen.Pl	3	m	91	flōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
flos:Abl.Sg	3	m	91	flōre	e	e	e	e	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
flos:Nom.Pl	3	m	91	flōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
flos:Acc.Sg	3	m	91	flōrem	em	ō	ō	ō	e	e	e	e	e	e	ō	ō	ō	ō	ō	ō
flos:Dat.Pl	3	m	91	flōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fluctus:Nom.Sg	4	m	167	fluctus	us	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Abl.Pl	4	m	167	fluctibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fluctus:Dat.Sg	4	m	167	fluctuī	uī	uī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Acc.Pl	4	m	167	fluctūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Gen.Sg	4	m	167	fluctūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Gen.Pl	4	m	167	fluctuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fluctus:Abl.Sg	4	m	167	fluctū	ū	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Nom.Pl	4	m	167	fluctūs	ūs	us	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	um	um
fluctus:Acc.Sg	4	m	167	fluctum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fluctus:Dat.Pl	4	m	167	fluctibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
flumen:Nom.Sg	3	n	380	flūmen																
flumen:Abl.Pl	3	n	380	flūminibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
flumen:Dat.Sg	3	n	380	flūminī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	a	a
flumen:Acc.Pl	3	n	380	flūmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
flumen:Gen.Sg	3	n	380	flūminis	is	is	is	īs	a	a	a	a	a	a	a	a	a	a	a	a
flumen:Gen.Pl	3	n	380	flūminum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
flumen:Abl.Sg	3	n	380	flūmine	e	e	e	e	e	e	e	e	e	e	ae	a	a	a	a	a
flumen:Nom.Pl	3	n	380	flūmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
flumen:Acc.Sg	3	n	380	flūmen																
flumen:Dat.Pl	3	n	380	flūminibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
focus:Nom.Sg	2	m	65	focus	us	us	us	us	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
focus:Abl.Pl	2	m	65	focīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
focus:Dat.Sg	2	m	65	focō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
focus:Acc.Pl	2	m	65	focōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
focus:Gen.Sg	2	m	65	focī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
