Word	Declension	Gender	TotFreq	Declined	0	1
acies:Nom.Sg	5	f	328	aciēs	ees	
acies:Abl.Pl	5	f	328	aciēbus	eebus	
acies:Dat.Sg	5	f	328	aciēī	eeii	
acies:Acc.Pl	5	f	328	aciēs	ees	
acies:Gen.Sg	5	f	328	aciēī	eeii	
acies:Gen.Pl	5	f	328	aciērum	eerum	
acies:Abl.Sg	5	f	328	aciē	ee	
acies:Nom.Pl	5	f	328	aciēs	ees	
acies:Acc.Sg	5	f	328	aciem	em	
acies:Dat.Pl	5	f	328	aciēbus	eebus	
aditus:Nom.Sg	4	m	107	aditus	us	
aditus:Abl.Pl	4	m	107	aditibus	ibus	
aditus:Dat.Sg	4	m	107	adituī	uii	
aditus:Acc.Pl	4	m	107	aditūs	uus	
aditus:Gen.Sg	4	m	107	aditūs	uus	
aditus:Gen.Pl	4	m	107	adituum	uum	
aditus:Abl.Sg	4	m	107	aditū	uu	
aditus:Nom.Pl	4	m	107	aditūs	uus	
aditus:Acc.Sg	4	m	107	aditum	um	
aditus:Dat.Pl	4	m	107	aditibus	ibus	
adulter:Nom.Sg	2	m	55	adulter		
adulter:Abl.Pl	2	m	55	adulterīs	iis	
adulter:Dat.Sg	2	m	55	adulterō	oo	
adulter:Acc.Pl	2	m	55	adulterōs	oos	
adulter:Gen.Sg	2	m	55	adulterī	ii	
adulter:Gen.Pl	2	m	55	adulterōrum	oorum	
adulter:Abl.Sg	2	m	55	adulterō	oo	
adulter:Nom.Pl	2	m	55	adulterī	ii	
adulter:Acc.Sg	2	m	55	adulterum	um	
adulter:Dat.Pl	2	m	55	adulterīs	iis	
adventus:Nom.Sg	4	m	112	adventus	us	
adventus:Abl.Pl	4	m	112	adventibus	ibus	
adventus:Dat.Sg	4	m	112	adventuī	uii	
adventus:Acc.Pl	4	m	112	adventūs	uus	
adventus:Gen.Sg	4	m	112	adventūs	uus	
adventus:Gen.Pl	4	m	112	adventuum	uum	
adventus:Abl.Sg	4	m	112	adventū	uu	
adventus:Nom.Pl	4	m	112	adventūs	uus	
adventus:Acc.Sg	4	m	112	adventum	um	
adventus:Dat.Pl	4	m	112	adventibus	ibus	
aedes:Nom.Sg	3	f	68	aedēs	ees	
aedes:Abl.Pl	3	f	68	aedibus	ibus	
aedes:Dat.Sg	3	f	68	aedī	ii	
aedes:Acc.Pl	3	f	68	aedēs	ees	
aedes:Gen.Sg	3	f	68	aedis	is	
aedes:Gen.Pl	3	f	68	aedium	jum	
aedes:Abl.Sg	3	f	68	aede	e	
aedes:Nom.Pl	3	f	68	aedēs	ees	
aedes:Acc.Sg	3	f	68	aedem	em	
aedes:Dat.Pl	3	f	68	aedibus	ibus	
aer:Nom.Sg	3	m	78	āēr		
aer:Abl.Pl	3	m	78	āeribus	ibus	
aer:Dat.Sg	3	m	78	āerī	ii	
aer:Acc.Pl	3	m	78	āerēs	ees	
aer:Gen.Sg	3	m	78	āeris	is	
aer:Gen.Pl	3	m	78	āerum	um	
aer:Abl.Sg	3	m	78	āere	e	
aer:Nom.Pl	3	m	78	āerēs	ees	
aer:Acc.Sg	3	m	78	āera	a	
aer:Dat.Pl	3	m	78	āeribus	ibus	
aes:Nom.Sg	3	n	141	aes		
aes:Abl.Pl	3	n	141	aeribus	ibus	
aes:Dat.Sg	3	n	141	aerī	ii	
aes:Acc.Pl	3	n	141	aera	a	
aes:Gen.Sg	3	n	141	aeris	is	
aes:Gen.Pl	3	n	141	aerum	um	
aes:Abl.Sg	3	n	141	aere	e	
aes:Nom.Pl	3	n	141	aera	a	
aes:Acc.Sg	3	n	141	aes		
aes:Dat.Pl	3	n	141	aeribus	ibus	
aestas:Nom.Sg	3	f	89	aestās		
aestas:Abl.Pl	3	f	89	aestātibus	ibus	
aestas:Dat.Sg	3	f	89	aestātī	ii	
aestas:Acc.Pl	3	f	89	aestātēs	ees	
aestas:Gen.Sg	3	f	89	aestātis	is	
aestas:Gen.Pl	3	f	89	aestātum	um	
aestas:Abl.Sg	3	f	89	aestāte	e	
