Word	Declined	0	1	2	3	4	5	6	7	8	9	10
agmen:Acc.Sg	agmen	NULL	NULL	NULL	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
agmen:Dat.Pl	agminibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ā	ā	ā	ā
ala:Nom.Sg	āla	a	a	a	a	a	a	a	a	a	a	a
ala:Abl.Pl	ālīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ala:Dat.Sg	ālae	ae	ae	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ala:Acc.Pl	ālās	ās	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ala:Gen.Sg	ālae	ae	ae	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ala:Gen.Pl	ālārum	ārum	ārum	ārum	ā	ā	ā	ā	ā	ā	ā	ā
ala:Abl.Sg	ālā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ala:Nom.Pl	ālae	ae	a	a	a	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ala:Acc.Sg	ālam	am	am	am	am	am	am	am	am	am	um	um
ala:Dat.Pl	ālīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
altum:Nom.Sg	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Abl.Pl	altīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
altum:Dat.Sg	altō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
altum:Acc.Pl	alta	a	a	a	a	a	a	a	a	a	a	a
altum:Gen.Sg	altī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs
altum:Gen.Pl	altōrum	ōrum	am	ōrum	ō	ō	ō	ō	ō	ō	ō	ō
altum:Abl.Sg	altō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
altum:Nom.Pl	alta	a	a	a	a	a	a	a	a	a	a	a
altum:Acc.Sg	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Dat.Pl	altīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amica:Nom.Sg	amīca	a	a	a	a	a	a	a	a	a	a	a
amica:Abl.Pl	amīcīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amica:Dat.Sg	amīcae	ae	ūs	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amica:Acc.Pl	amīcās	ās	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amica:Gen.Sg	amīcae	ae	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amica:Gen.Pl	amīcārum	ārum	ārum	ā	ā	ā	ā	ā	ā	ā	ā	ā
amica:Abl.Sg	amīcā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amica:Nom.Pl	amīcae	ae	ūs	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amica:Acc.Sg	amīcam	am	am	am	am	am	am	am	am	am	am	um
amica:Dat.Pl	amīcīs	īs	ārum	ā	ā	ā	ā	ā	ā	ā	ā	ā
amicus:Nom.Sg	amīcus	us	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amicus:Abl.Pl	amīcīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amicus:Dat.Sg	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
amicus:Acc.Pl	amīcōs	ōs	ūs	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs
amicus:Gen.Sg	amīcī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amicus:Gen.Pl	amīcōrum	ōrum	am	ō	ō	ō	ō	ō	ō	ō	ō	ō
amicus:Abl.Sg	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
amicus:Nom.Pl	amīcī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amicus:Acc.Sg	amīcum	um	um	um	um	um	um	um	um	um	um	um
amicus:Dat.Pl	amīcīs	īs	ārum	ā	ā	ā	ā	ā	ā	ā	ā	ā
amnis:Nom.Sg	amnis	is	is	is	ā	ā	ā	ā	ā	ā	ā	ā
amnis:Abl.Pl	amnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ā	ā	ā	ā
amnis:Dat.Sg	amnī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amnis:Acc.Pl	amnēs	ēs	ēs	ēs	em	em	em	em	em	em	em	em
amnis:Gen.Sg	amnis	is	is	ā	ā	ā	ā	ā	ā	ā	ā	ā
amnis:Gen.Pl	amnium	ium	ī	us	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amnis:Abl.Sg	amne	e	ae	ae	ūs	ūs	ūs	ūs	ūs	ūs	ōs	ūs
amnis:Nom.Pl	amnēs	ēs	ēs	ēs	em	em	em	em	em	em	em	em
amnis:Acc.Sg	amnem	em	em	em	em	em	em	em	em	em	em	em
amnis:Dat.Pl	amnibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ā	ā	ā	ā
amor:Nom.Sg	amor	NULL	NULL	NULL	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amor:Abl.Pl	amōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ā	ā	ā	ā
amor:Dat.Sg	amōrī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
amor:Acc.Pl	amōrēs	ēs	ēs	ēs	em	em	em	em	em	em	em	em
amor:Gen.Sg	amōris	is	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
amor:Gen.Pl	amōrum	um	um	um	um	um	um	um	um	um	um	um
amor:Abl.Sg	amōre	e	ae	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs
amor:Nom.Pl	amōrēs	ēs	ēs	ēs	em	em	em	em	em	em	em	em
amor:Acc.Sg	amōrem	em	em	em	em	em	em	em	em	em	em	em
amor:Dat.Pl	amōribus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ā	ā	ā	ā
anima:Nom.Sg	anima	a	a	a	a	a	a	a	a	a	a	a
anima:Abl.Pl	animīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
anima:Dat.Sg	animae	ae	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
anima:Acc.Pl	animās	ās	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
anima:Gen.Sg	animae	ae	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
anima:Gen.Pl	animārum	ārum	ārum	ārum	ā	ā	ā	ā	ā	ā	ā	ā
anima:Abl.Sg	animā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
anima:Nom.Pl	animae	ae	us	ae	ae	ae	ōs	ōs	ōs	ōs	ōs	ōs
anima:Acc.Sg	animam	am	am	am	am	am	am	am	am	am	um	um
anima:Dat.Pl	animīs	īs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā
animal:Nom.Sg	animal	NULL	NULL	NULL	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Abl.Pl	animālibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ā	ā	ā	ā
animal:Dat.Sg	animālī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Acc.Pl	animālia	ia	ī	us	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Gen.Sg	animālis	is	is	ā	ā	ā	ā	ā	ā	ā	ā	ā
animal:Gen.Pl	animālium	ium	ium	N/A	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Abl.Sg	animālī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Nom.Pl	animālia	ia	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Acc.Sg	animal	NULL	NULL	NULL	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animal:Dat.Pl	animālibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ā	ā	ā	ā
animus:Nom.Sg	animus	us	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animus:Abl.Pl	animīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
animus:Dat.Sg	animō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
animus:Acc.Pl	animōs	ōs	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animus:Gen.Sg	animī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animus:Gen.Pl	animōrum	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
animus:Abl.Sg	animō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
animus:Nom.Pl	animī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs
animus:Acc.Sg	animum	um	um	um	um	um	um	um	um	um	um	um
animus:Dat.Pl	animīs	īs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā
annus:Nom.Sg	annus	us	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
annus:Abl.Pl	annīs	īs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā
annus:Dat.Sg	annō	ō	ō	ō	ō	ō	ō	ō	is	ō	ō	ō
annus:Acc.Pl	annōs	ōs	ūs	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs
annus:Gen.Sg	annī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
annus:Gen.Pl	annōrum	ōrum	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
annus:Abl.Sg	annō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
annus:Nom.Pl	annī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	ōs	ōs	ōs
annus:Acc.Sg	annum	um	um	um	um	um	um	um	um	um	um	um
annus:Dat.Pl	annīs	īs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā
aqua:Nom.Sg	aqua	a	a	a	a	a	a	a	īs	a	a	a
aqua:Abl.Pl	aquīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
aqua:Dat.Sg	aquae	ae	ūs	ae	ūs	ōs	ōs	ōs	ā	ōs	ōs	ōs
aqua:Acc.Pl	aquās	ās	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
aqua:Gen.Sg	aquae	ae	ūs	ūs	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
aqua:Gen.Pl	aquārum	ārum	ārum	ā	ā	ā	ā	ā	ā	ā	ā	ā
aqua:Abl.Sg	aquā	ā	ā	ā	ā	is	ā	ā	ā	ā	ā	ā
aqua:Nom.Pl	aquae	ae	ūs	ae	ūs	ōs	ōs	ōs	ā	ōs	ōs	ōs
aqua:Acc.Sg	aquam	am	am	am	ōrum	am	am	am	um	am	um	um
aqua:Dat.Pl	aquīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ara:Nom.Sg	āra	a	a	a	a	a	a	a	a	a	a	a
ara:Abl.Pl	ārīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ara:Dat.Sg	ārae	ae	ae	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ara:Acc.Pl	ārās	ās	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ara:Gen.Sg	ārae	ae	ae	ae	ūs	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ara:Gen.Pl	ārārum	ārum	ārum	ārum	ā	ā	ā	ā	ā	ā	ā	ā
ara:Abl.Sg	ārā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
ara:Nom.Pl	ārae	ae	a	ae	a	ōs	ōs	ōs	ōs	ōs	ōs	ōs
ara:Acc.Sg	āram	am	am	am	am	am	am	am	am	am	am	um
ara:Dat.Pl	ārīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
arbiter:Nom.Sg	arbiter	NULL	ērum	ūs	ūs	ōs	ōs	ōs	a	ā	ōs	uum
arbiter:Abl.Pl	arbitrīs	īs	ā	ā	ā	ā	ā	ā	ā	ā	ā	ā
arbiter:Dat.Sg	arbitrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
