Word	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum
acies:Abl.Pl	aciēbus	ēbus	ēbus	ēī	ōrum	īs	is	uī	uī	ibus	uum	ibus
acies:Dat.Sg	aciēī	ēī	ēbus	us	īs	ōrum	īs	īs	īs	ōrum	a	a
acies:Acc.Pl	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum
acies:Gen.Sg	aciēī	ēī	ēbus	us	īs	ōrum	īs	īs	īs	a	a	a
acies:Gen.Pl	aciērum	ērum	ōrum	īs	īs	īs	īs	īs	īs	a	a	a
acies:Abl.Sg	aciē	ē	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
acies:Nom.Pl	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum
acies:Acc.Sg	aciem	em	ō	ō	ō	ō	ō	ōrum	ō	ōrum	ōrum	ō
acies:Dat.Pl	aciēbus	ēbus	ēbus	us	īs	īs	īs	uī	uī	ibus	ibus	uī
aditus:Nom.Sg	aditus	us	us	ūs	ūs	ūs	ae	ae	a	a	a	a
aditus:Abl.Pl	aditibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
aditus:Dat.Sg	adituī	uī	ū	ī	ī	ī	ī	ī	ae	ae	a	a
aditus:Acc.Pl	aditūs	ūs	ūs	ae	ūs	ūs	a	a	īs	īs	īs	īs
aditus:Gen.Sg	aditūs	ūs	ūs	ūs	ūs	ūs	ūs	ae	ae	ae	ae	ae
aditus:Gen.Pl	adituum	uum	ēbus	N/A	a	a	a	a	a	a	a	a
aditus:Abl.Sg	aditū	ū	ēbus	ī	ī	ī	ōs	ōs	ōs	NULL	NULL	NULL
aditus:Nom.Pl	aditūs	ūs	ūs	ae	ūs	ūs	a	a	īs	a	a	a
aditus:Acc.Sg	aditum	um	um	um	um	um	um	um	um	um	um	um
aditus:Dat.Pl	aditibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
adulter:Nom.Sg	adulter	NULL	NULL	NULL	ū	NULL	NULL	NULL	ū	NULL	ōs	ōs
adulter:Abl.Pl	adulterīs	īs	īs	īs	īs	īs	īs	īs	īs	ōrum	a	a
adulter:Dat.Sg	adulterō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
adulter:Acc.Pl	adulterōs	ōs	ūs	a	īs	īs	īs	īs	īs	ōrum	ōrum	ōrum
adulter:Gen.Sg	adulterī	ī	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī
adulter:Gen.Pl	adulterōrum	ōrum	ōrum	īs	īs	īs	īs	īs	īs	ōrum	a	a
adulter:Abl.Sg	adulterō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
adulter:Nom.Pl	adulterī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
adulter:Acc.Sg	adulterum	um	um	um	um	um	um	um	um	um	um	um
adulter:Dat.Pl	adulterīs	īs	īs	ārum	īs	īs	īs	īs	īs	īs	a	a
adventus:Nom.Sg	adventus	us	ūs	ūs	ūs	ūs	a	ae	ae	a	ae	ae
adventus:Abl.Pl	adventibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
adventus:Dat.Sg	adventuī	uī	ū	ī	ī	ī	ī	ī	es	ōs	ae	ae
adventus:Acc.Pl	adventūs	ūs	ūs	ae	ūs	ūs	a	a	īs	ōrum	ōrum	ōrum
adventus:Gen.Sg	adventūs	ūs	ae	ūs	ūs	ūs	ōs	ae	is	ae	ae	ae
adventus:Gen.Pl	adventuum	uum	ium	N/A	ī	N/A	a	a	a	a	a	a
adventus:Abl.Sg	adventū	ū	ū	ū	ī	ī	ōs	ōs	ōs	NULL	NULL	NULL
adventus:Nom.Pl	adventūs	ūs	ūs	ae	ūs	ūs	us	a	īs	īs	a	a
adventus:Acc.Sg	adventum	um	um	um	um	um	um	um	um	um	um	um
adventus:Dat.Pl	adventibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
aedes:Nom.Sg	aedēs	ēs	ēs	ēs	ēs	em	ēs	ēs	ōrum	ō	ō	ō
aedes:Abl.Pl	aedibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
aedes:Dat.Sg	aedī	ī	ī	ī	ī	ī	ōs	ōs	ōs	ōs	NULL	NULL
