Word	Declined	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
metus:Gen.Pl	metuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um
metus:Abl.Sg	metū	ū	ū	ī	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
metus:Nom.Pl	metūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
metus:Acc.Sg	metum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
metus:Dat.Pl	metibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
miles:Nom.Sg	mīles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
miles:Abl.Pl	mīlitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
miles:Dat.Sg	mīlitī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ī	ī	ī	ī	ī	ī
miles:Acc.Pl	mīlitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
miles:Gen.Sg	mīlitis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
miles:Gen.Pl	mīlitum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
miles:Abl.Sg	mīlite	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
miles:Nom.Pl	mīlitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
miles:Acc.Sg	mīlitem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	um	uum	uum	uum	uum
miles:Dat.Pl	mīlitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
militia:Nom.Sg	mīlitia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
militia:Abl.Pl	mīlitiīs	īs	īs	ōrum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
militia:Dat.Sg	mīlitiae	ae	ae	a	ae	ae	ae	ae	ae	ae	ae	a	e	e	e	e
militia:Acc.Pl	mīlitiās	ās	uum	ās	ās	ās	ās	ās	is	is	ō	ō	ō	ō	ō	ā
militia:Gen.Sg	mīlitiae	ae	ae	ae	ae	ae	a	ae	ae	ae	ae	a	e	e	e	e
militia:Gen.Pl	mīlitiārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	īs	īs	īs	uī	ārum	ārum	ārum	ārum
militia:Abl.Sg	mīlitiā	ā	ā	ā	ā	ā	ā	ā	is	ae	ae	a	ae	a	es	es
militia:Nom.Pl	mīlitiae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
militia:Acc.Sg	mīlitiam	am	am	um	um	um	um	um	um	um	um	um	um	um	um	um
militia:Dat.Pl	mīlitiīs	īs	īs	ōrum	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
minae:Nom.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	ū	NULL	NULL	NULL	NULL
minae:Abl.Pl	minīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
minae:Dat.Sg	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	NULL	NULL	NULL	NULL	NULL
minae:Acc.Pl	minās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās
minae:Gen.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ī	ū	ū	NULL	NULL	NULL	NULL	NULL
minae:Gen.Pl	minārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
minae:Abl.Sg	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL
minae:Nom.Pl	minae	ae	ae	a	N/A	a	a	a	a	a	a	a	a	a	a	a
minae:Acc.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	ū	NULL	NULL	NULL	NULL
minae:Dat.Pl	minīs	īs	īs	īs	īs	is	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
minister:Nom.Sg	minister	NULL	ō	ōrum	ōrum	is	ō	ō	ō	ō	ō	ō	ō	e	a	īs
minister:Abl.Pl	ministrīs	īs	īs	a	a	a	us	a	ēbus	ēbus	us	us	us	us	ī	ī
minister:Dat.Sg	ministrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
minister:Acc.Pl	ministrōs	ōs	is	e	e	e	e	ae	ēbus	ēbus	ēbus	ē	e	e	e	e
minister:Gen.Sg	ministrī	ī	ī	ī	ū	ū	us	ē	ū	ēbus	ū	ī	ī	ī	ī	ū
minister:Gen.Pl	ministrōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
minister:Abl.Sg	ministrō	ō	ō	e	e	e	e	e	e	ium	e	e	e	e	e	e
minister:Nom.Pl	ministrī	ī	ī	ī	ēbus	ī	us	a	ēbus	ēbus	ū	ū	ī	ī	ī	ī
minister:Acc.Sg	ministrum	um	um	um	um	um	um	um	um	ēs	um	um	um	um	um	um
minister:Dat.Pl	ministrīs	īs	īs	a	ū	us	us	us	ēbus	ēbus	ū	ū	ī	us	ī	ī
modus:Nom.Sg	modus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
modus:Abl.Pl	modīs	īs	īs	a	us	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
modus:Dat.Sg	modō	ō	ō	e	e	e	e	e	ē	e	e	e	e	e	e	e
modus:Acc.Pl	modōs	ōs	ōs	ōs	ūs	ūs	us	us	us	us	us	us	us	us	us	us
modus:Gen.Sg	modī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
modus:Gen.Pl	modōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
modus:Abl.Sg	modō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
modus:Nom.Pl	modī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
modus:Acc.Sg	modum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
modus:Dat.Pl	modīs	īs	īs	a	us	us	īs	īs	ēī	īs	īs	īs	īs	īs	īs	īs
moenia:Nom.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL	NULL
moenia:Abl.Pl	moenibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
moenia:Dat.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	NULL	ū	NULL	NULL	NULL	NULL	NULL	NULL
moenia:Acc.Pl	moenia	ia	ū	um	um	um	um	um	um	um	um	um	uī	ī	ī	ī
moenia:Gen.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	NULL	ū	NULL	NULL	NULL	NULL	NULL	NULL
moenia:Gen.Pl	moenium	ium	ōrum	um	um	um	um	um	um	um	um	um	um	um	um	um
moenia:Abl.Sg	N/AN/A	N/A	ū	NULL	ī	ū	ī	ōs	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
moenia:Nom.Pl	moenia	ia	ū	um	um	um	um	um	um	um	um	um	uī	ī	ī	ī
moenia:Acc.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL	NULL
moenia:Dat.Pl	moenibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
moles:Nom.Sg	mōlēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs
moles:Abl.Pl	mōlibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
moles:Dat.Sg	mōlī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
moles:Acc.Pl	mōlēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
moles:Gen.Sg	mōlis	is	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō
moles:Gen.Pl	mōlium	ium	ium	am	um	um	um	um	um	um	um	um	um	um	um	um
moles:Abl.Sg	mōle	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
moles:Nom.Pl	mōlēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
moles:Acc.Sg	mōlem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
moles:Dat.Pl	mōlibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mons:Nom.Sg	mōns	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
mons:Abl.Pl	montibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mons:Dat.Sg	montī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
mons:Acc.Pl	montēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mons:Gen.Sg	montis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
mons:Gen.Pl	montium	ium	ia	um	um	um	um	um	um	um	um	um	um	um	um	um
mons:Abl.Sg	monte	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
mons:Nom.Pl	montēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mons:Acc.Sg	montem	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	um	uum	uum	uum	uum
mons:Dat.Pl	montibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
monstrum:Nom.Sg	mōnstrum	um	um	um	um	um	um	uum	um	um	um	um	um	um	um	um
monstrum:Abl.Pl	mōnstrīs	īs	N/A	a	a	a	a	N/A	ēbus	ubus	ēbus	ī	ī	us	ī	ī
monstrum:Dat.Sg	mōnstrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
monstrum:Acc.Pl	mōnstra	a	īs	ōrum	uī	ēī	uum	um	uum	NULL	NULL	uum	a	us	ī	e
monstrum:Gen.Sg	mōnstrī	ī	ī	ī	ū	ū	us	NULL	ū	NULL	ū	ū	ī	ū	NULL	ū
monstrum:Gen.Pl	mōnstrōrum	ōrum	ōrum	ōrum	ēs	ōrum	ōrum	ō	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
monstrum:Abl.Sg	mōnstrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
monstrum:Nom.Pl	mōnstra	a	īs	ōrum	uī	ēī	uum	um	em	ēbus	NULL	uum	a	a	ī	e
monstrum:Acc.Sg	mōnstrum	um	um	um	uum	um	um	uum	um	uum	um	um	um	um	um	um
monstrum:Dat.Pl	mōnstrīs	īs	ī	a	a	us	us	us	ū	ū	ū	ū	ī	us	ī	ī
monumentum:Nom.Sg	monumentum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
monumentum:Abl.Pl	monumentīs	īs	īs	ōrum	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
monumentum:Dat.Sg	monumentō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
monumentum:Acc.Pl	monumenta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
monumentum:Gen.Sg	monumentī	ī	ī	ī	ī	ī	us	ī	ī	ī	ī	ī	ī	ī	ī	ī
monumentum:Gen.Pl	monumentōrum	ōrum	ō	ōrum	ōrum	ōrum	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
monumentum:Abl.Sg	monumentō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
monumentum:Nom.Pl	monumenta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
monumentum:Acc.Sg	monumentum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
monumentum:Dat.Pl	monumentīs	īs	īs	īs	a	is	īs	īs	īs	īs	īs	is	īs	īs	īs	īs
mora:Nom.Sg	mora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
mora:Abl.Pl	morīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
mora:Dat.Sg	morae	ae	ae	a	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	e	e
mora:Acc.Pl	morās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ā
mora:Gen.Sg	morae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	e
mora:Gen.Pl	morārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
mora:Abl.Sg	morā	ā	ā	ā	ā	ā	ā	ā	ā	ubus	es	es	es	es	es	es
mora:Nom.Pl	morae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
mora:Acc.Sg	moram	am	am	am	am	am	um	um	um	um	um	um	um	um	um	um
mora:Dat.Pl	morīs	īs	īs	īs	īs	is	is	is	īs	īs	īs	īs	īs	īs	īs	īs
morbus:Nom.Sg	morbus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
morbus:Abl.Pl	morbīs	īs	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
morbus:Dat.Sg	morbō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
morbus:Acc.Pl	morbōs	ōs	ōs	ōs	ūs	ūs	us	us	us	us	us	us	us	us	us	us
morbus:Gen.Sg	morbī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
morbus:Gen.Pl	morbōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
morbus:Abl.Sg	morbō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
morbus:Nom.Pl	morbī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
morbus:Acc.Sg	morbum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
morbus:Dat.Pl	morbīs	īs	īs	a	a	us	īs	īs	ēī	īs	īs	īs	īs	īs	īs	īs
mors:Nom.Sg	mors	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
mors:Abl.Pl	mortibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mors:Dat.Sg	mortī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
mors:Acc.Pl	mortēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mors:Gen.Sg	mortis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
mors:Gen.Pl	mortium	ium	am	um	um	um	um	um	um	um	um	um	um	uī	um	um
mors:Abl.Sg	morte	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
mors:Nom.Pl	mortēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mors:Acc.Sg	mortem	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
mors:Dat.Pl	mortibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mos:Nom.Sg	mōs	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
mos:Abl.Pl	mōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mos:Dat.Sg	mōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
mos:Acc.Pl	mōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mos:Gen.Sg	mōris	is	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō
mos:Gen.Pl	mōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
mos:Abl.Sg	mōre	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
mos:Nom.Pl	mōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mos:Acc.Sg	mōrem	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
mos:Dat.Pl	mōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
motus:Nom.Sg	mōtus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
motus:Abl.Pl	mōtibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
motus:Dat.Sg	mōtuī	uī	uī	ī	um	um	um	um	um	um	ū	um	um	um	um	um
motus:Acc.Pl	mōtūs	ūs	ūs	ōs	us	us	us	us	us	ēbus	us	us	us	us	us	us
motus:Gen.Sg	mōtūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
motus:Gen.Pl	mōtuum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um
motus:Abl.Sg	mōtū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
motus:Nom.Pl	mōtūs	ūs	ūs	us	us	us	us	us	us	ēbus	us	us	us	us	us	us
motus:Acc.Sg	mōtum	um	um	um	um	um	um	um	um	um	um	uum	um	um	um	um
motus:Dat.Pl	mōtibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mulier:Nom.Sg	mulier	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
mulier:Abl.Pl	mulieribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mulier:Dat.Sg	mulierī	ī	ī	ī	ī	ī	us	ī	ū	ī	ī	ī	ī	ī	ī	ī
mulier:Acc.Pl	mulierēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mulier:Gen.Sg	mulieris	is	is	is	is	is	is	is	is	īs	ōrum	ō	ō	ō	ō	ō
mulier:Gen.Pl	mulierum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
mulier:Abl.Sg	muliere	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
mulier:Nom.Pl	mulierēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
mulier:Acc.Sg	mulierem	em	em	em	uum	uum	uum	uum	uum	uum	um	um	um	um	uum	um
mulier:Dat.Pl	mulieribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
mundus:Nom.Sg	mundus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
mundus:Abl.Pl	mundīs	īs	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
mundus:Dat.Sg	mundō	ō	ō	e	e	e	e	e	ē	e	e	e	e	e	e	e
mundus:Acc.Pl	mundōs	ōs	ōs	ōs	NULL	ūs	us	us	us	us	us	us	us	us	us	us
mundus:Gen.Sg	mundī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
mundus:Gen.Pl	mundōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
mundus:Abl.Sg	mundō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
mundus:Nom.Pl	mundī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
mundus:Acc.Sg	mundum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
mundus:Dat.Pl	mundīs	īs	īs	a	us	us	īs	īs	ēī	īs	īs	īs	īs	īs	īs	īs
munus:Nom.Sg	mūnus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
munus:Abl.Pl	mūneribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
munus:Dat.Sg	mūnerī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
munus:Acc.Pl	mūnera	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
munus:Gen.Sg	mūneris	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
munus:Gen.Pl	mūnerum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
munus:Abl.Sg	mūnere	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
munus:Nom.Pl	mūnera	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
munus:Acc.Sg	mūnus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
munus:Dat.Pl	mūneribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
murus:Nom.Sg	mūrus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
murus:Abl.Pl	mūrīs	īs	īs	a	a	a	īs	īs	īs	īs	a	īs	īs	īs	īs	īs
murus:Dat.Sg	mūrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
murus:Acc.Pl	mūrōs	ōs	ōs	ōs	NULL	ūs	us	us	us	us	us	us	us	us	us	us
murus:Gen.Sg	mūrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
murus:Gen.Pl	mūrōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
murus:Abl.Sg	mūrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
murus:Nom.Pl	mūrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
murus:Acc.Sg	mūrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
murus:Dat.Pl	mūrīs	īs	īs	a	us	us	īs	īs	ēī	īs	īs	īs	īs	īs	īs	īs
natura:Nom.Sg	nātūra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
natura:Abl.Pl	nātūrīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
natura:Dat.Sg	nātūrae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	a	a	e	e
natura:Acc.Pl	nātūrās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ā
natura:Gen.Sg	nātūrae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	a	ae	e	e
natura:Gen.Pl	nātūrārum	ārum	ārum	ārum	ārum	īs	ārum	ārum	ārum	ārum	ārum	uī	ārum	ārum	ārum	ārum
natura:Abl.Sg	nātūrā	ā	ā	ā	ā	ā	ā	ā	ā	ubus	es	es	es	es	es	es
natura:Nom.Pl	nātūrae	ae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a
natura:Acc.Sg	nātūram	am	am	am	am	am	um	um	um	um	um	um	um	um	um	um
natura:Dat.Pl	nātūrīs	īs	īs	īs	īs	a	īs	is	īs	īs	īs	ō	ōrum	īs	īs	īs
nauta:Nom.Sg	nauta	a	a	a	a	a	a	ae	a	a	a	a	a	a	a	a
nauta:Abl.Pl	nautīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
nauta:Dat.Sg	nautae	ae	ae	ae	ae	ae	es	ae	ae	e	ae	e	e	e	e	e
nauta:Acc.Pl	nautās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ō	ās	ās	ō
nauta:Gen.Sg	nautae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	e	e	e	e
nauta:Gen.Pl	nautārum	ārum	ārum	ōrum	ārum	ārum	ārum	ā	īs	ārum	ārum	ārum	ārum	ārum	ārum	ārum
nauta:Abl.Sg	nautā	ā	ā	ōrum	ā	ā	ā	ā	is	ubus	es	es	es	es	es	es
nauta:Nom.Pl	nautae	ae	ae	a	a	a	a	a	a	ium	a	a	a	a	a	a
nauta:Acc.Sg	nautam	am	am	am	am	um	um	um	um	um	um	um	um	um	um	um
nauta:Dat.Pl	nautīs	īs	īs	īs	īs	a	īs	is	īs	īs	īs	īs	ōrum	īs	īs	īs
navis:Nom.Sg	nāvis	is	is	is	is	is	is	is	ērum	ō	ōrum	ō	ō	ō	ō	is
navis:Abl.Pl	nāvibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
navis:Dat.Sg	nāvī	ī	ī	ī	ī	ī	ī	ōs	ī	ī	ī	ī	ī	ī	ī	ī
navis:Acc.Pl	nāvēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
navis:Gen.Sg	nāvis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
navis:Gen.Pl	nāvium	ium	ium	um	um	um	um	um	um	um	um	um	um	um	um	um
navis:Abl.Sg	nāve	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
navis:Nom.Pl	nāvēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
navis:Acc.Sg	nāvem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
navis:Dat.Pl	nāvibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	ibus	ibus	ibus
nemus:Nom.Sg	nemus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
nemus:Abl.Pl	nemoribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
nemus:Dat.Sg	nemorī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
nemus:Acc.Pl	nemora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
nemus:Gen.Sg	nemoris	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
