Word	Declined	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
epulae:Abl.Sg	N/AN/A	N/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	NULL	NULL	NULL	NULL
epulae:Nom.Pl	epulae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
epulae:Acc.Sg	N/AN/A	N/A	ī	ī	ī	ī	ī	ī	ū	ū	ū	ū	NULL	NULL	NULL	NULL
epulae:Dat.Pl	epulīs	īs	īs	a	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
eques:Nom.Sg	eques	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
eques:Abl.Pl	equitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
eques:Dat.Sg	equitī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ī	ī	ī	ī	ī	ī
eques:Acc.Pl	equitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
eques:Gen.Sg	equitis	is	is	ae	is	is	is	is	is	ōrum	ō	ō	ō	ō	ō	ō
eques:Gen.Pl	equitum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
eques:Abl.Sg	equite	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
eques:Nom.Pl	equitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
eques:Acc.Sg	equitem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	um	um
eques:Dat.Pl	equitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
equus:Nom.Sg	equus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
equus:Abl.Pl	equīs	īs	īs	a	us	a	īs	īs	ēī	īs	a	īs	īs	īs	īs	īs
equus:Dat.Sg	equō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
equus:Acc.Pl	equōs	ōs	ōs	ōs	ōs	ūs	us	us	us	us	us	us	us	us	us	us
equus:Gen.Sg	equī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
equus:Gen.Pl	equōrum	ōrum	ōrum	ōrum	ō	ōrum	ōrum	īs	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
equus:Abl.Sg	equō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
equus:Nom.Pl	equī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
equus:Acc.Sg	equum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
equus:Dat.Pl	equīs	īs	īs	us	us	us	īs	a	ēī	īs	īs	īs	īs	īs	īs	ēī
error:Nom.Sg	error	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
error:Abl.Pl	errōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
error:Dat.Sg	errōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
error:Acc.Pl	errōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
error:Gen.Sg	errōris	is	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō
error:Gen.Pl	errōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
error:Abl.Sg	errōre	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
error:Nom.Pl	errōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
error:Acc.Sg	errōrem	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
error:Dat.Pl	errōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
exemplum:Nom.Sg	exemplum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exemplum:Abl.Pl	exemplīs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exemplum:Dat.Sg	exemplō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exemplum:Acc.Pl	exempla	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exemplum:Gen.Sg	exemplī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exemplum:Gen.Pl	exemplōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ō	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
exemplum:Abl.Sg	exemplō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exemplum:Nom.Pl	exempla	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exemplum:Acc.Sg	exemplum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exemplum:Dat.Pl	exemplīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exiguus:Nom.Sg	exiguus	us	us	us	us	a	us	us	us	us	us	us	us	us	a	a
exiguus:Abl.Pl	exiguīs	īs	īs	ōrum	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exiguus:Dat.Sg	exiguō	ō	ō	e	e	e	e	e	ē	e	e	e	e	e	e	e
exiguus:Acc.Pl	exiguōs	ōs	ōs	ūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us
exiguus:Gen.Sg	exiguī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exiguus:Gen.Pl	exiguōrum	ōrum	ōrum	ōrum	ōrum	ēs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
exiguus:Abl.Sg	exiguō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exiguus:Nom.Pl	exiguī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exiguus:Acc.Sg	exiguum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exiguus:Dat.Pl	exiguīs	īs	īs	īs	a	a	īs	īs	ēī	īs	īs	īs	īs	īs	īs	īs
exitium:Nom.Sg	exitium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exitium:Abl.Pl	exitiīs	īs	īs	ōrum	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exitium:Dat.Sg	exitiō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exitium:Acc.Pl	exitia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exitium:Gen.Sg	exitiī	ī	ī	ī	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exitium:Gen.Pl	exitiōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
exitium:Abl.Sg	exitiō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exitium:Nom.Pl	exitia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exitium:Acc.Sg	exitium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exitium:Dat.Pl	exitiīs	īs	īs	ōrum	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exitus:Nom.Sg	exitus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
exitus:Abl.Pl	exitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
exitus:Dat.Sg	exituī	uī	uī	ī	um	um	um	um	um	ū	um	um	um	um	um	um
exitus:Acc.Pl	exitūs	ūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us
exitus:Gen.Sg	exitūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
exitus:Gen.Pl	exituum	uum	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exitus:Abl.Sg	exitū	ū	ū	ū	ū	ū	ū	ū	ū	ēbus	ū	ī	ī	ī	ī	ī
exitus:Nom.Pl	exitūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
exitus:Acc.Sg	exitum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exitus:Dat.Pl	exitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
exsilium:Nom.Sg	exsilium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exsilium:Abl.Pl	exsiliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exsilium:Dat.Sg	exsiliō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exsilium:Acc.Pl	exsilia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exsilium:Gen.Sg	exsiliī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exsilium:Gen.Pl	exsiliōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
exsilium:Abl.Sg	exsiliō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
exsilium:Nom.Pl	exsilia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
exsilium:Acc.Sg	exsilium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exsilium:Dat.Pl	exsiliīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
exsul:Nom.Sg	exsul	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
exsul:Abl.Pl	exsulibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
exsul:Dat.Sg	exsulī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
exsul:Acc.Pl	exsulēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	um	ēs	ēs	ēs	ēs	ēs	ēs
exsul:Gen.Sg	exsulis	is	is	ae	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
exsul:Gen.Pl	exsulum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
exsul:Abl.Sg	exsule	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
exsul:Nom.Pl	exsulēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	um	ēs	ēs	ēs	ēs	ēs	ēs
exsul:Acc.Sg	exsulem	em	uum	uum	uum	uum	um	uum	uum	uum	uum	uum	uum	uum	uum	uum
exsul:Dat.Pl	exsulibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fabula:Nom.Sg	fābula	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fabula:Abl.Pl	fābulīs	īs	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fabula:Dat.Sg	fābulae	ae	ae	ae	ae	ae	e	ae	ae	e	ae	ae	e	e	e	e
fabula:Acc.Pl	fābulās	ās	ās	ās	ō	ās	ās	ās	ās	ō	ō	ās	ās	ās	ās	ās
fabula:Gen.Sg	fābulae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	a	e	e	e	e
fabula:Gen.Pl	fābulārum	ārum	ārum	ārum	īs	ārum	ārum	ārum	ārum	ārum	ārum	uī	ārum	ārum	ārum	ārum
fabula:Abl.Sg	fābulā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
fabula:Nom.Pl	fābulae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
fabula:Acc.Sg	fābulam	am	am	am	um	um	um	um	um	um	um	um	um	um	um	um
fabula:Dat.Pl	fābulīs	īs	īs	a	īs	is	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
facies:Nom.Sg	faciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ēs	ēs	ēs	ēs	ēs	ēs
facies:Abl.Pl	faciēbus	ēbus	ēs	ōrum	ā	ibus	is	ibus	ibus	ibus	ibus	ibus	ā	ā	ibus	ibus
facies:Dat.Sg	faciēī	ēī	ēs	ōrum	ēs	ēs	ēs	em	em	uum	um	um	um	NULL	um	ū
facies:Acc.Pl	faciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
facies:Gen.Sg	faciēī	ēī	ēs	ōrum	ēs	ēs	ēs	em	em	uum	um	um	um	am	um	um
facies:Gen.Pl	faciērum	ērum	ēī	ōrum	ēs	ōrum	ōrum	īs	īs	ōrum	ōrum	uī	ārum	ōrum	ōrum	ōrum
facies:Abl.Sg	faciē	ē	ē	e	e	e	ō	e	e	e	e	e	e	e	e	e
facies:Nom.Pl	faciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ēs	ēs	ēs	ēs	ēs	ēs
facies:Acc.Sg	faciem	em	uum	uum	um	um	um	um	um	um	um	um	um	uum	uum	uum
facies:Dat.Pl	faciēbus	ēbus	ēs	ōrum	is	ibus	ērum	ibus	ibus	ibus	ibus	ibus	ā	ibus	ibus	ibus
facinus:Nom.Sg	facinus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
facinus:Abl.Pl	facinoribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
facinus:Dat.Sg	facinorī	ī	ī	ī	ī	ī	ī	ī	ī	ū	ī	ī	ī	ī	ī	ī
facinus:Acc.Pl	facinora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
facinus:Gen.Sg	facinoris	is	is	is	is	is	is	is	is	ōrum	ō	ō	ō	ō	ō	ō
facinus:Gen.Pl	facinorum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
facinus:Abl.Sg	facinore	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
facinus:Nom.Pl	facinora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
facinus:Acc.Sg	facinus	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
facinus:Dat.Pl	facinoribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
factum:Nom.Sg	factum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
factum:Abl.Pl	factīs	īs	īs	a	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
factum:Dat.Sg	factō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
factum:Acc.Pl	facta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
factum:Gen.Sg	factī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
factum:Gen.Pl	factōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
factum:Abl.Sg	factō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
factum:Nom.Pl	facta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
factum:Acc.Sg	factum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
factum:Dat.Pl	factīs	īs	īs	a	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fama:Nom.Sg	fāma	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fama:Abl.Pl	fāmīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fama:Dat.Sg	fāmae	ae	ae	ae	ae	ae	es	ae	ae	ae	ae	e	e	e	e	e
fama:Acc.Pl	fāmās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ō	ās	ā
fama:Gen.Sg	fāmae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	ubus	e	e
fama:Gen.Pl	fāmārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
fama:Abl.Sg	fāmā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
fama:Nom.Pl	fāmae	ae	ae	ae	a	a	a	a	a	a	a	a	a	ae	a	a
fama:Acc.Sg	fāmam	am	am	am	um	um	um	um	um	um	um	um	um	um	um	um
fama:Dat.Pl	fāmīs	īs	īs	īs	īs	is	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
fames:Nom.Sg	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Abl.Pl	famibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fames:Dat.Sg	famī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
fames:Acc.Pl	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Gen.Sg	famis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
fames:Gen.Pl	famum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fames:Abl.Sg	fame	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
fames:Nom.Pl	famēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fames:Acc.Sg	famem	em	uum	uum	uum	uum	um	uum	uum	uum	uum	uum	uum	uum	uum	uum
fames:Dat.Pl	famibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fastigium:Nom.Sg	fastīgium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fastigium:Abl.Pl	fastīgiīs	īs	īs	a	īs	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs
fastigium:Dat.Sg	fastīgiō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e
fastigium:Acc.Pl	fastīgia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Gen.Sg	fastīgiī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
fastigium:Gen.Pl	fastīgiōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
fastigium:Abl.Sg	fastīgiō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e
fastigium:Nom.Pl	fastīgia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fastigium:Acc.Sg	fastīgium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fastigium:Dat.Pl	fastīgiīs	īs	īs	a	us	a	a	a	īs	īs	īs	īs	īs	īs	a	īs
fatum:Nom.Sg	fātum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fatum:Abl.Pl	fātīs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fatum:Dat.Sg	fātō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
fatum:Acc.Pl	fāta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fatum:Gen.Sg	fātī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
fatum:Gen.Pl	fātōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	īs	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
fatum:Abl.Sg	fātō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
fatum:Nom.Pl	fāta	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fatum:Acc.Sg	fātum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fatum:Dat.Pl	fātīs	īs	īs	a	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
favor:Nom.Sg	favor	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
favor:Abl.Pl	favōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
favor:Dat.Sg	favōrī	ī	ī	ī	ī	ī	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī
favor:Acc.Pl	favōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
favor:Gen.Sg	favōris	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
favor:Gen.Pl	favōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
favor:Abl.Sg	favōre	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
favor:Nom.Pl	favōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
favor:Acc.Sg	favōrem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
favor:Dat.Pl	favōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fax:Nom.Sg	fax	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
fax:Abl.Pl	facibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fax:Dat.Sg	facī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
fax:Acc.Pl	facēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fax:Gen.Sg	facis	is	is	is	is	is	is	is	is	ō	ō	ō	ō	ō	ō	ō
fax:Gen.Pl	facum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fax:Abl.Sg	face	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
fax:Nom.Pl	facēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
fax:Acc.Sg	facem	em	em	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum	uum
fax:Dat.Pl	facibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
femina:Nom.Sg	fēmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
femina:Abl.Pl	fēminīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
femina:Dat.Sg	fēminae	ae	ae	ae	ae	ae	ae	ae	ae	e	ae	ae	ae	e	e	e
femina:Acc.Pl	fēminās	ās	ās	uum	ās	ās	ās	ās	ās	ās	ō	ās	ās	ās	ās	ās
femina:Gen.Sg	fēminae	ae	ae	es	ae	ae	ae	ae	ae	ae	ae	ae	e	e	ae	e
femina:Gen.Pl	fēminārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
femina:Abl.Sg	fēminā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
femina:Nom.Pl	fēminae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
femina:Acc.Sg	fēminam	am	am	am	am	um	um	um	um	um	um	um	um	um	um	um
femina:Dat.Pl	fēminīs	īs	īs	īs	īs	a	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
fera:Nom.Sg	fera	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
fera:Abl.Pl	ferīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fera:Dat.Sg	ferae	ae	ae	a	ae	ae	ae	ae	ae	e	ae	ae	ae	e	e	e
fera:Acc.Pl	ferās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās	ās
fera:Gen.Sg	ferae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	e	ae	ae	e
fera:Gen.Pl	ferārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum	ārum
fera:Abl.Sg	ferā	ā	ā	ā	ā	ā	ā	ā	ā	es	es	es	es	es	es	es
fera:Nom.Pl	ferae	ae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
fera:Acc.Sg	feram	am	am	am	am	um	um	um	um	um	um	um	um	um	um	um
fera:Dat.Pl	ferīs	īs	īs	īs	īs	īs	īs	is	īs	īs	īs	īs	īs	īs	īs	īs
ferrum:Nom.Sg	ferrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
ferrum:Abl.Pl	ferrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
ferrum:Dat.Sg	ferrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
ferrum:Acc.Pl	ferra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
ferrum:Gen.Sg	ferrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
ferrum:Gen.Pl	ferrōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	īs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
ferrum:Abl.Sg	ferrō	ō	ō	e	e	e	e	e	e	e	e	e	e	e	e	e
ferrum:Nom.Pl	ferra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
ferrum:Acc.Sg	ferrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
ferrum:Dat.Pl	ferrīs	īs	īs	īs	īs	a	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
fetus:Nom.Sg	fētus	us	us	us	us	us	us	us	us	us	us	us	us	us	us	us
fetus:Abl.Pl	fētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fetus:Dat.Sg	fētuī	uī	uī	ī	um	um	um	um	um	ū	um	um	um	um	um	um
fetus:Acc.Pl	fētūs	ūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us
fetus:Gen.Sg	fētūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
fetus:Gen.Pl	fētuum	uum	um	um	um	um	um	um	um	um	um	um	um	am	um	um
fetus:Abl.Sg	fētū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ī	ī	ī	ī	ī
fetus:Nom.Pl	fētūs	ūs	ūs	us	us	us	us	us	us	us	us	us	us	us	us	us
fetus:Acc.Sg	fētum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
fetus:Dat.Pl	fētibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus
fides:Nom.Sg	fidēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
