Word	Declined	0	1
genus:Abl.Pl	generibus	ibus	ibus
genus:Dat.Sg	generī	ī	ī
genus:Acc.Pl	genera	a	a
genus:Gen.Sg	generis	is	is
genus:Gen.Pl	generum	um	um
genus:Abl.Sg	genere	e	e
genus:Nom.Pl	genera	a	a
genus:Acc.Sg	genus	NULL	NULL
genus:Dat.Pl	generibus	ibus	ibus
gladius:Nom.Sg	gladius	us	us
gladius:Abl.Pl	gladiīs	īs	īs
gladius:Dat.Sg	gladiō	ō	ō
gladius:Acc.Pl	gladiōs	ōs	ūs
gladius:Gen.Sg	gladiī	ī	ī
gladius:Gen.Pl	gladiōrum	ōrum	ēs
gladius:Abl.Sg	gladiō	ō	ō
gladius:Nom.Pl	gladiī	ī	ī
gladius:Acc.Sg	gladium	um	um
gladius:Dat.Pl	gladiīs	īs	īs
gloria:Nom.Sg	glōria	a	a
gloria:Abl.Pl	glōriīs	īs	īs
gloria:Dat.Sg	glōriae	ae	ae
gloria:Acc.Pl	glōriās	ās	ās
gloria:Gen.Sg	glōriae	ae	a
gloria:Gen.Pl	glōriārum	ārum	ā
gloria:Abl.Sg	glōriā	ā	ā
gloria:Nom.Pl	glōriae	ae	a
gloria:Acc.Sg	glōriam	am	am
gloria:Dat.Pl	glōriīs	īs	īs
gradus:Nom.Sg	gradus	us	us
gradus:Abl.Pl	gradibus	ibus	ibus
gradus:Dat.Sg	graduī	uī	um
gradus:Acc.Pl	gradūs	ūs	us
gradus:Gen.Sg	gradūs	ūs	ūs
gradus:Gen.Pl	graduum	uum	ēs
gradus:Abl.Sg	gradū	ū	ū
gradus:Nom.Pl	gradūs	ūs	us
gradus:Acc.Sg	gradum	um	um
gradus:Dat.Pl	gradibus	ibus	ibus
gratia:Nom.Sg	grātia	a	a
gratia:Abl.Pl	grātiīs	īs	īs
gratia:Dat.Sg	grātiae	ae	a
gratia:Acc.Pl	grātiās	ās	ās
gratia:Gen.Sg	grātiae	ae	a
gratia:Gen.Pl	grātiārum	ārum	am
gratia:Abl.Sg	grātiā	ā	ā
gratia:Nom.Pl	grātiae	ae	a
gratia:Acc.Sg	grātiam	am	ēs
gratia:Dat.Pl	grātiīs	īs	īs
grex:Nom.Sg	grex	NULL	NULL
grex:Abl.Pl	gregibus	ibus	ibus
grex:Dat.Sg	gregī	ī	ī
grex:Acc.Pl	gregēs	ēs	ēs
grex:Gen.Sg	gregis	is	is
grex:Gen.Pl	gregum	um	um
grex:Abl.Sg	grege	e	e
grex:Nom.Pl	gregēs	ēs	ēs
grex:Acc.Sg	gregem	em	em
grex:Dat.Pl	gregibus	ibus	ibus
habitus:Nom.Sg	habitus	us	us
habitus:Abl.Pl	habitibus	ibus	ibus
habitus:Dat.Sg	habituī	uī	um
habitus:Acc.Pl	habitūs	ūs	us
habitus:Gen.Sg	habitūs	ūs	ūs
habitus:Gen.Pl	habituum	uum	ēs
habitus:Abl.Sg	habitū	ū	ū
habitus:Nom.Pl	habitūs	ūs	us
habitus:Acc.Sg	habitum	um	um
habitus:Dat.Pl	habitibus	ibus	ibus
hasta:Nom.Sg	hasta	a	a
hasta:Abl.Pl	hastīs	īs	īs
hasta:Dat.Sg	hastae	ae	ae
hasta:Acc.Pl	hastās	ās	ās
hasta:Gen.Sg	hastae	ae	ae
hasta:Gen.Pl	hastārum	ārum	ā
hasta:Abl.Sg	hastā	ā	ā
hasta:Nom.Pl	hastae	ae	a
hasta:Acc.Sg	hastam	am	am
hasta:Dat.Pl	hastīs	īs	īs
herba:Nom.Sg	herba	a	a
herba:Abl.Pl	herbīs	īs	īs
herba:Dat.Sg	herbae	ae	ae
herba:Acc.Pl	herbās	ās	ās
herba:Gen.Sg	herbae	ae	ae
herba:Gen.Pl	herbārum	ārum	ās
herba:Abl.Sg	herbā	ā	ā
herba:Nom.Pl	herbae	ae	a
herba:Acc.Sg	herbam	am	am
herba:Dat.Pl	herbīs	īs	īs
heres:Nom.Sg	hērēs	NULL	NULL
heres:Abl.Pl	hērēdibus	ibus	ibus
heres:Dat.Sg	hērēdī	ī	ī
heres:Acc.Pl	hērēdēs	ēs	ēs
heres:Gen.Sg	hērēdis	is	is
heres:Gen.Pl	hērēdum	um	um
heres:Abl.Sg	hērēde	e	e
heres:Nom.Pl	hērēdes	es	ēs
heres:Acc.Sg	hērēdem	em	em
heres:Dat.Pl	hērēdibus	ibus	ibus
hiems:Nom.Sg	hiems	NULL	NULL
hiems:Abl.Pl	hiemibus	ibus	ibus
hiems:Dat.Sg	hiemī	ī	ī
hiems:Acc.Pl	hiemēs	ēs	ēs
hiems:Gen.Sg	hiemis	is	is
hiems:Gen.Pl	hiemum	um	ēs
hiems:Abl.Sg	hieme	e	e
hiems:Nom.Pl	hiemēs	ēs	ēs
hiems:Acc.Sg	hiemem	em	em
hiems:Dat.Pl	hiemibus	ibus	ibus
homo:Nom.Sg	homō	NULL	NULL
homo:Abl.Pl	hominibus	ibus	ibus
homo:Dat.Sg	hominī	ī	ī
homo:Acc.Pl	hominēs	ēs	ēs
homo:Gen.Sg	hominis	is	is
homo:Gen.Pl	hominum	um	um
homo:Abl.Sg	homine	e	e
homo:Nom.Pl	hominēs	ēs	ēs
homo:Acc.Sg	hominem	em	em
homo:Dat.Pl	hominibus	ibus	ibus
honor:Nom.Sg	honor	NULL	NULL
honor:Abl.Pl	honōribus	ibus	ibus
honor:Dat.Sg	honōrī	ī	ī
honor:Acc.Pl	honōrēs	ēs	ēs
honor:Gen.Sg	honōris	is	is
honor:Gen.Pl	honōrum	um	um
honor:Abl.Sg	honōre	e	e
honor:Nom.Pl	honōrēs	ēs	ēs
honor:Acc.Sg	honōrem	em	em
honor:Dat.Pl	honōribus	ibus	ibus
hora:Nom.Sg	hōra	a	a
hora:Abl.Pl	hōrīs	īs	īs
hora:Dat.Sg	hōrae	ae	ae
hora:Acc.Pl	hōrās	ās	ās
hora:Gen.Sg	hōrae	ae	ae
hora:Gen.Pl	hōrārum	ārum	ā
hora:Abl.Sg	hōrā	ā	ā
hora:Nom.Pl	hōrae	ae	a
hora:Acc.Sg	hōram	am	am
hora:Dat.Pl	hōrīs	īs	īs
hortus:Nom.Sg	hortus	us	us
hortus:Abl.Pl	hortīs	īs	īs
hortus:Dat.Sg	hortō	ō	ō
hortus:Acc.Pl	hortōs	ōs	ūs
hortus:Gen.Sg	hortī	ī	ī
hortus:Gen.Pl	hortōrum	ōrum	ēs
hortus:Abl.Sg	hortō	ō	ō
hortus:Nom.Pl	hortī	ī	ī
hortus:Acc.Sg	hortum	um	um
hortus:Dat.Pl	hortīs	īs	īs
hospes:Nom.Sg	hospes	NULL	NULL
hospes:Abl.Pl	hospitibus	ibus	ibus
hospes:Dat.Sg	hospitī	ī	ī
hospes:Acc.Pl	hospitēs	ēs	ēs
hospes:Gen.Sg	hospitis	is	is
hospes:Gen.Pl	hospitum	um	um
hospes:Abl.Sg	hospite	e	e
hospes:Nom.Pl	hospitēs	ēs	ēs
hospes:Acc.Sg	hospitem	em	em
hospes:Dat.Pl	hospitibus	ibus	ibus
hostis:Nom.Sg	hostis	is	īs
hostis:Abl.Pl	hostibus	ibus	ibus
hostis:Dat.Sg	hostī	ī	ī
hostis:Acc.Pl	hostēs	ēs	ēs
hostis:Gen.Sg	hostis	is	is
hostis:Gen.Pl	hostium	ium	ium
hostis:Abl.Sg	hoste	e	e
hostis:Nom.Pl	hostēs	ēs	ēs
hostis:Acc.Sg	hostem	em	em
hostis:Dat.Pl	hostibus	ibus	ibus
humerus:Nom.Sg	humerus	us	us
humerus:Abl.Pl	humerīs	īs	īs
humerus:Dat.Sg	humerō	ō	ō
humerus:Acc.Pl	humerōs	ōs	ūs
humerus:Gen.Sg	humerī	ī	ī
humerus:Gen.Pl	humerōrum	ōrum	ēs
humerus:Abl.Sg	humerō	ō	em
humerus:Nom.Pl	humerī	ī	ī
humerus:Acc.Sg	humerum	um	um
humerus:Dat.Pl	humerīs	īs	īs
humor:Nom.Sg	hūmor	NULL	NULL
humor:Abl.Pl	hūmōribus	ibus	ibus
humor:Dat.Sg	hūmōrī	ī	ī
humor:Acc.Pl	hūmōrēs	ēs	ēs
humor:Gen.Sg	hūmōris	is	is
humor:Gen.Pl	hūmōrum	um	um
humor:Abl.Sg	hūmōre	e	e
humor:Nom.Pl	hūmōrēs	ēs	ēs
humor:Acc.Sg	hūmōrem	em	em
humor:Dat.Pl	hūmōribus	ibus	ibus
humus:Nom.Sg	humus	us	us
humus:Abl.Pl	humīs	īs	īs
humus:Dat.Sg	humō	ō	ō
humus:Acc.Pl	humōs	ōs	ōs
humus:Gen.Sg	humī	ī	ī
humus:Gen.Pl	humōrum	ōrum	ōrum
humus:Abl.Sg	humō	ō	ō
humus:Nom.Pl	humī	ī	ī
humus:Acc.Sg	humum	um	um
humus:Dat.Pl	humīs	īs	īs
ictus:Nom.Sg	ictus	us	us
ictus:Abl.Pl	ictibus	ibus	ibus
ictus:Dat.Sg	ictuī	uī	um
ictus:Acc.Pl	ictūs	ūs	us
ictus:Gen.Sg	ictūs	ūs	ūs
ictus:Gen.Pl	ictuum	uum	ēs
ictus:Abl.Sg	ictū	ū	ū
ictus:Nom.Pl	ictūs	ūs	us
ictus:Acc.Sg	ictum	um	um
ictus:Dat.Pl	ictibus	ibus	ibus
ignis:Nom.Sg	ignis	is	īs
ignis:Abl.Pl	ignibus	ibus	ibus
ignis:Dat.Sg	ignī	ī	ī
ignis:Acc.Pl	ignēs	ēs	ēs
ignis:Gen.Sg	ignis	is	is
ignis:Gen.Pl	ignium	ium	ium
ignis:Abl.Sg	igne	e	e
ignis:Nom.Pl	ignēs	ēs	ēs
ignis:Acc.Sg	ignem	em	em
ignis:Dat.Pl	ignibus	ibus	ibus
imago:Nom.Sg	imāgō	NULL	NULL
imago:Abl.Pl	imāginibus	ibus	ibus
imago:Dat.Sg	imāginī	ī	ī
imago:Acc.Pl	imāginēs	ēs	ēs
imago:Gen.Sg	imāginis	is	is
imago:Gen.Pl	imāginum	um	um
imago:Abl.Sg	imāgine	e	e
imago:Nom.Pl	imāginēs	ēs	ēs
imago:Acc.Sg	imāginem	em	ēs
imago:Dat.Pl	imāginibus	ibus	ibus
imber:Nom.Sg	imber	NULL	em
imber:Abl.Pl	imbribus	ibus	ibus
imber:Dat.Sg	imbrī	ī	ī
imber:Acc.Pl	imbrēs	ēs	ēs
imber:Gen.Sg	imbris	is	is
imber:Gen.Pl	imbrium	ium	ium
imber:Abl.Sg	imbre	e	e
imber:Nom.Pl	imbrēs	ēs	ēs
imber:Acc.Sg	imbrem	em	em
imber:Dat.Pl	imbribus	ibus	ibus
imperium:Nom.Sg	imperium	um	um
imperium:Abl.Pl	imperiīs	īs	īs
imperium:Dat.Sg	imperiō	ō	e
imperium:Acc.Pl	imperia	a	a
imperium:Gen.Sg	imperiī	ī	ī
imperium:Gen.Pl	imperiōrum	ōrum	ōrum
imperium:Abl.Sg	imperiō	ō	ō
imperium:Nom.Pl	imperia	a	a
imperium:Acc.Sg	imperium	um	um
imperium:Dat.Pl	imperiīs	īs	īs
impetus:Nom.Sg	impetus	us	us
impetus:Abl.Pl	impetibus	ibus	ibus
impetus:Dat.Sg	impetuī	uī	uī
impetus:Acc.Pl	impetūs	ūs	us
impetus:Gen.Sg	impetūs	ūs	ūs
impetus:Gen.Pl	impetuum	uum	ēs
impetus:Abl.Sg	impetū	ū	ū
impetus:Nom.Pl	impetūs	ūs	us
impetus:Acc.Sg	impetum	um	um
impetus:Dat.Pl	impetibus	ibus	ibus
incendium:Nom.Sg	incendium	um	um
incendium:Abl.Pl	incendiīs	īs	īs
incendium:Dat.Sg	incendiō	ō	ō
incendium:Acc.Pl	incendia	a	a
incendium:Gen.Sg	incendiī	ī	ī
incendium:Gen.Pl	incendiōrum	ōrum	ēs
incendium:Abl.Sg	incendiō	ō	ō
incendium:Nom.Pl	incendia	a	a
incendium:Acc.Sg	incendium	um	um
incendium:Dat.Pl	incendiīs	īs	īs
infans:Nom.Sg	īnfāns	NULL	NULL
infans:Abl.Pl	īnfantibus	ibus	ibus
infans:Dat.Sg	īnfantī	ī	ī
infans:Acc.Pl	īnfantēs	ēs	ēs
infans:Gen.Sg	īnfantis	is	ae
infans:Gen.Pl	īnfantium	ium	ēbus
infans:Abl.Sg	īnfante	e	e
infans:Nom.Pl	īnfantēs	ēs	ēs
infans:Acc.Sg	īnfantem	em	em
infans:Dat.Pl	īnfantibus	ibus	ibus
ingenium:Nom.Sg	ingenium	um	um
ingenium:Abl.Pl	ingeniīs	īs	īs
ingenium:Dat.Sg	ingeniō	ō	ō
ingenium:Acc.Pl	ingenia	a	a
ingenium:Gen.Sg	ingeniī	ī	ī
ingenium:Gen.Pl	ingeniōrum	ōrum	ēs
ingenium:Abl.Sg	ingeniō	ō	ō
ingenium:Nom.Pl	ingenia	a	a
ingenium:Acc.Sg	ingenium	um	um
ingenium:Dat.Pl	ingeniīs	īs	īs
iniuria:Nom.Sg	iniūria	a	a
iniuria:Abl.Pl	iniūriīs	īs	īs
iniuria:Dat.Sg	iniūriae	ae	ae
iniuria:Acc.Pl	iniūriās	ās	ās
iniuria:Gen.Sg	iniūriae	ae	ae
iniuria:Gen.Pl	iniūriārum	ārum	ā
iniuria:Abl.Sg	iniūriā	ā	ā
iniuria:Nom.Pl	iniūriae	ae	a
iniuria:Acc.Sg	iniūriam	am	ōrum
iniuria:Dat.Pl	iniūriīs	īs	īs
insidia:Nom.Sg	īnsidia	a	a
insidia:Abl.Pl	īnsidiīs	īs	īs
insidia:Dat.Sg	īnsidiae	ae	ae
insidia:Acc.Pl	īnsidiās	ās	ās
insidia:Gen.Sg	īnsidiae	ae	ae
insidia:Gen.Pl	īnsidiārum	ārum	ā
insidia:Abl.Sg	īnsidiā	ā	ā
insidia:Nom.Pl	īnsidiae	ae	a
insidia:Acc.Sg	īnsidiam	am	am
insidia:Dat.Pl	īnsidiīs	īs	īs
insula:Nom.Sg	īnsula	a	a
insula:Abl.Pl	īnsulīs	īs	īs
insula:Dat.Sg	īnsulae	ae	a
insula:Acc.Pl	īnsulās	ās	ās
insula:Gen.Sg	īnsulae	ae	a
insula:Gen.Pl	īnsulārum	ārum	ā
insula:Abl.Sg	īnsulā	ā	ā
insula:Nom.Pl	īnsulae	ae	a
insula:Acc.Sg	īnsulam	am	am
insula:Dat.Pl	īnsulīs	īs	īs
invidia:Nom.Sg	invidia	a	a
invidia:Abl.Pl	invidiīs	īs	īs
invidia:Dat.Sg	invidiae	ae	a
invidia:Acc.Pl	invidiās	ās	ās
invidia:Gen.Sg	invidiae	ae	a
invidia:Gen.Pl	invidiārum	ārum	am
invidia:Abl.Sg	invidiā	ā	ā
invidia:Nom.Pl	invidiae	ae	a
invidia:Acc.Sg	invidiam	am	ēs
invidia:Dat.Pl	invidiīs	īs	īs
ira:Nom.Sg	īra	a	a
ira:Abl.Pl	īrīs	īs	īs
ira:Dat.Sg	īrae	ae	ae
ira:Acc.Pl	īrās	ās	ās
ira:Gen.Sg	īrae	ae	ae
ira:Gen.Pl	īrārum	ārum	ā
ira:Abl.Sg	īrā	ā	ā
ira:Nom.Pl	īrae	ae	a
ira:Acc.Sg	īram	am	am
ira:Dat.Pl	īrīs	īs	īs
iter:Nom.Sg	iter	NULL	NULL
iter:Abl.Pl	itineribus	ibus	ibus
iter:Dat.Sg	itinerī	ī	ī
iter:Acc.Pl	itinera	a	a
iter:Gen.Sg	itineris	is	is
iter:Gen.Pl	itinerum	um	um
iter:Abl.Sg	itinere	e	e
iter:Nom.Pl	itinera	a	a
iter:Acc.Sg	iter	NULL	NULL
iter:Dat.Pl	itineribus	ibus	ibus
iudex:Nom.Sg	iūdex	NULL	NULL
iudex:Abl.Pl	iūdicibus	ibus	ibus
iudex:Dat.Sg	iūdicī	ī	ī
iudex:Acc.Pl	iūdicēs	ēs	ēs
iudex:Gen.Sg	iūdicis	is	is
iudex:Gen.Pl	iūdicum	um	um
iudex:Abl.Sg	iūdice	e	e
iudex:Nom.Pl	iūdicēs	ēs	ēs
iudex:Acc.Sg	iūdicem	em	em
iudex:Dat.Pl	iūdicibus	ibus	ibus
iugum:Nom.Sg	iugum	um	um
iugum:Abl.Pl	iugīs	īs	īs
iugum:Dat.Sg	iugō	ō	e
iugum:Acc.Pl	iuga	a	a
iugum:Gen.Sg	iugī	ī	ī
iugum:Gen.Pl	iugōrum	ōrum	ēs
iugum:Abl.Sg	iugō	ō	ō
iugum:Nom.Pl	iuga	a	a
iugum:Acc.Sg	iugum	um	um
iugum:Dat.Pl	iugīs	īs	īs
ius:Nom.Sg	iūs	NULL	NULL
ius:Abl.Pl	iūribus	ibus	ibus
ius:Dat.Sg	iūrī	ī	ī
ius:Acc.Pl	iūra	a	a
ius:Gen.Sg	iūris	is	is
ius:Gen.Pl	iūrum	um	um
ius:Abl.Sg	iūre	e	e
ius:Nom.Pl	iūra	a	a
ius:Acc.Sg	iūs	NULL	NULL
ius:Dat.Pl	iūribus	ibus	ibus
iuvenis:Nom.Sg	iuvenis	is	īs
iuvenis:Abl.Pl	iuvenibus	ibus	ibus
iuvenis:Dat.Sg	iuvenī	ī	ī
iuvenis:Acc.Pl	iuvenēs	ēs	ēs
iuvenis:Gen.Sg	iuvenis	is	is
iuvenis:Gen.Pl	iuvenum	um	um
iuvenis:Abl.Sg	iuvene	e	e
iuvenis:Nom.Pl	iuvenēs	ēs	ēs
iuvenis:Acc.Sg	iuvenem	em	em
iuvenis:Dat.Pl	iuvenibus	ibus	ibus
iuventa:Nom.Sg	iuventa	a	a
iuventa:Abl.Pl	iuventīs	īs	īs
iuventa:Dat.Sg	iuventae	ae	ae
iuventa:Acc.Pl	iuventās	ās	ās
iuventa:Gen.Sg	iuventae	ae	ae
iuventa:Gen.Pl	iuventārum	ārum	ās
iuventa:Abl.Sg	iuventā	ā	ā
iuventa:Nom.Pl	iuventae	ae	a
iuventa:Acc.Sg	iuventam	am	am
iuventa:Dat.Pl	iuventīs	īs	īs
iuventus:Nom.Sg	iuventūs	NULL	NULL
iuventus:Abl.Pl	iuventūtibus	ibus	ibus
iuventus:Dat.Sg	iuventūtī	ī	ī
iuventus:Acc.Pl	iuventūtēs	ēs	ēs
iuventus:Gen.Sg	iuventūtis	is	is
iuventus:Gen.Pl	iuventūtum	um	um
iuventus:Abl.Sg	iuventūte	e	e
iuventus:Nom.Pl	iuventūtēs	ēs	ēs
iuventus:Acc.Sg	iuventūtem	em	em
iuventus:Dat.Pl	iuventūtibus	ibus	ibus
labor:Nom.Sg	labor	NULL	NULL
labor:Abl.Pl	labōribus	ibus	ibus
labor:Dat.Sg	labōrī	ī	ī
labor:Acc.Pl	labōrēs	ēs	ēs
labor:Gen.Sg	labōris	is	is
labor:Gen.Pl	labōrum	um	um
labor:Abl.Sg	labōre	e	e
labor:Nom.Pl	labōrēs	ēs	ēs
labor:Acc.Sg	labōrem	em	em
labor:Dat.Pl	labōribus	ibus	ibus
lacrima:Nom.Sg	lacrima	a	a
lacrima:Abl.Pl	lacrimīs	īs	īs
lacrima:Dat.Sg	lacrimae	ae	ae
lacrima:Acc.Pl	lacrimās	ās	ās
lacrima:Gen.Sg	lacrimae	ae	ae
lacrima:Gen.Pl	lacrimārum	ārum	ā
lacrima:Abl.Sg	lacrimā	ā	ā
lacrima:Nom.Pl	lacrimae	ae	a
lacrima:Acc.Sg	lacrimam	am	am
lacrima:Dat.Pl	lacrimīs	īs	īs
lacus:Nom.Sg	lacus	us	us
lacus:Abl.Pl	lacubus	ubus	ibus
lacus:Dat.Sg	lacuī	uī	um
lacus:Acc.Pl	lacūs	ūs	us
lacus:Gen.Sg	lacūs	ūs	ūs
lacus:Gen.Pl	lacuum	uum	ēs
lacus:Abl.Sg	lacū	ū	ū
lacus:Nom.Pl	lacūs	ūs	us
lacus:Acc.Sg	lacum	um	um
lacus:Dat.Pl	lacubus	ubus	ibus
laetitia:Nom.Sg	laetitia	a	a
laetitia:Abl.Pl	laetitiīs	īs	īs
laetitia:Dat.Sg	laetitiae	ae	a
laetitia:Acc.Pl	laetitiās	ās	ās
laetitia:Gen.Sg	laetitiae	ae	a
laetitia:Gen.Pl	laetitiārum	ārum	ā
laetitia:Abl.Sg	laetitiā	ā	ā
laetitia:Nom.Pl	laetitiae	ae	a
laetitia:Acc.Sg	laetitiam	am	am
laetitia:Dat.Pl	laetitiīs	īs	īs
lapis:Nom.Sg	lapis	is	NULL
lapis:Abl.Pl	lapidibus	ibus	ibus
lapis:Dat.Sg	lapidī	ī	ī
lapis:Acc.Pl	lapidēs	ēs	ēs
lapis:Gen.Sg	lapidis	is	is
lapis:Gen.Pl	lapidum	um	um
lapis:Abl.Sg	lapide	e	e
lapis:Nom.Pl	lapidēs	ēs	ēs
lapis:Acc.Sg	lapidem	em	em
lapis:Dat.Pl	lapidibus	ibus	ibus
latebra:Nom.Sg	latēbra	a	a
latebra:Abl.Pl	latēbrīs	īs	īs
latebra:Dat.Sg	latēbrae	ae	ae
latebra:Acc.Pl	latēbrās	ās	ās
latebra:Gen.Sg	latēbrae	ae	a
latebra:Gen.Pl	latēbrārum	ārum	ā
latebra:Abl.Sg	latēbrā	ā	ā
latebra:Nom.Pl	latēbrae	ae	a
latebra:Acc.Sg	latēbram	am	ās
latebra:Dat.Pl	latēbrīs	īs	īs
latus:Nom.Sg	latus	NULL	NULL
latus:Abl.Pl	lateribus	ibus	ibus
latus:Dat.Sg	laterī	ī	ī
latus:Acc.Pl	latera	a	a
latus:Gen.Sg	lateris	is	is
latus:Gen.Pl	laterum	um	um
latus:Abl.Sg	latere	e	e
latus:Nom.Pl	latera	a	a
latus:Acc.Sg	latus	NULL	NULL
latus:Dat.Pl	lateribus	ibus	ibus
laus:Nom.Sg	laus	NULL	NULL
laus:Abl.Pl	laudibus	ibus	ibus
laus:Dat.Sg	laudī	ī	ī
laus:Acc.Pl	laudēs	ēs	ēs
laus:Gen.Sg	laudis	is	is
laus:Gen.Pl	laudum	um	um
laus:Abl.Sg	laude	e	e
laus:Nom.Pl	laudēs	ēs	ēs
laus:Acc.Sg	laudem	em	em
laus:Dat.Pl	laudibus	ibus	ibus
lectus:Nom.Sg	lectus	us	us
lectus:Abl.Pl	lectīs	īs	a
lectus:Dat.Sg	lectō	ō	ō
lectus:Acc.Pl	lectōs	ōs	ōs
lectus:Gen.Sg	lectī	ī	ī
lectus:Gen.Pl	lectōrum	ōrum	ōrum
lectus:Abl.Sg	lectō	ō	ō
lectus:Nom.Pl	lectī	ī	ī
lectus:Acc.Sg	lectum	um	um
lectus:Dat.Pl	lectīs	īs	a
leo:Nom.Sg	leō	NULL	NULL
leo:Abl.Pl	leōnibus	ibus	ibus
leo:Dat.Sg	leōnī	ī	ī
leo:Acc.Pl	leōnēs	ēs	ēs
leo:Gen.Sg	leōnis	is	is
leo:Gen.Pl	leōnum	um	um
leo:Abl.Sg	leōne	e	e
leo:Nom.Pl	leōnēs	ēs	ēs
leo:Acc.Sg	leōnem	em	em
leo:Dat.Pl	leōnibus	ibus	ibus
lex:Nom.Sg	lēx	NULL	NULL
lex:Abl.Pl	lēgibus	ibus	ibus
lex:Dat.Sg	lēgī	ī	ī
lex:Acc.Pl	lēgēs	ēs	ēs
lex:Gen.Sg	lēgis	is	is
lex:Gen.Pl	lēgum	um	um
lex:Abl.Sg	lēge	e	e
lex:Nom.Pl	lēgēs	ēs	ēs
lex:Acc.Sg	lēgem	em	em
lex:Dat.Pl	lēgibus	ibus	ibus
liber:Nom.Sg	liber	NULL	ēs
liber:Abl.Pl	librīs	īs	īs
liber:Dat.Sg	librō	ō	e
liber:Acc.Pl	librōs	ōs	ōs
liber:Gen.Sg	librī	ī	ī
liber:Gen.Pl	librōrum	ōrum	ēs
liber:Abl.Sg	librō	ō	ō
liber:Nom.Pl	librī	ī	ī
liber:Acc.Sg	librum	um	um
liber:Dat.Pl	librīs	īs	īs
libertas:Nom.Sg	lībertās	NULL	NULL
libertas:Abl.Pl	lībertātibus	ibus	ibus
libertas:Dat.Sg	lībertātī	ī	ī
libertas:Acc.Pl	lībertātēs	ēs	ēs
libertas:Gen.Sg	lībertātis	is	is
libertas:Gen.Pl	lībertātum	um	um
libertas:Abl.Sg	lībertāte	e	e
libertas:Nom.Pl	lībertātēs	ēs	ēs
libertas:Acc.Sg	lībertātem	em	em
libertas:Dat.Pl	lībertātibus	ibus	ibus
libido:Nom.Sg	libīdō	NULL	NULL
libido:Abl.Pl	libīdinibus	ibus	ibus
libido:Dat.Sg	libīdinī	ī	ī
libido:Acc.Pl	libīdinēs	ēs	ēs
libido:Gen.Sg	libīdinis	is	is
libido:Gen.Pl	libīdinum	um	um
libido:Abl.Sg	libīdine	e	e
libido:Nom.Pl	libīdinēs	ēs	ēs
libido:Acc.Sg	libīdinem	em	em
libido:Dat.Pl	libīdinibus	ibus	ibus
limen:Nom.Sg	līmen	NULL	NULL
limen:Abl.Pl	līminibus	ibus	ibus
limen:Dat.Sg	līminī	ī	ī
limen:Acc.Pl	līmina	a	a
limen:Gen.Sg	līminis	is	is
limen:Gen.Pl	līminum	um	um
limen:Abl.Sg	līmine	e	e
limen:Nom.Pl	līmina	a	a
limen:Acc.Sg	līmen	NULL	NULL
limen:Dat.Pl	līminibus	ibus	ibus
lingua:Nom.Sg	lingua	a	a
lingua:Abl.Pl	linguīs	īs	īs
lingua:Dat.Sg	linguae	ae	ae
lingua:Acc.Pl	linguās	ās	ās
lingua:Gen.Sg	linguae	ae	ae
lingua:Gen.Pl	linguārum	ārum	ās
lingua:Abl.Sg	linguā	ā	ās
lingua:Nom.Pl	linguae	ae	a
lingua:Acc.Sg	linguam	am	am
lingua:Dat.Pl	linguīs	īs	īs
litus:Nom.Sg	lītus	NULL	NULL
litus:Abl.Pl	lītoribus	ibus	ibus
litus:Dat.Sg	lītorī	ī	ī
litus:Acc.Pl	lītora	a	a
litus:Gen.Sg	lītoris	is	is
litus:Gen.Pl	lītorum	um	um
litus:Abl.Sg	lītore	e	e
litus:Nom.Pl	lītora	a	a
litus:Acc.Sg	lītus	NULL	NULL
litus:Dat.Pl	lītoribus	ibus	ibus
locus:Nom.Sg	locus	us	us
locus:Abl.Pl	locīs	īs	īs
locus:Dat.Sg	locō	ō	ō
locus:Acc.Pl	locōs	ōs	ōs
locus:Gen.Sg	locī	ī	ī
locus:Gen.Pl	locōrum	ōrum	ēs
locus:Abl.Sg	locō	ō	ō
locus:Nom.Pl	locī	ī	ī
locus:Acc.Sg	locum	um	um
locus:Dat.Pl	locīs	īs	īs
luctus:Nom.Sg	luctus	us	us
luctus:Abl.Pl	luctibus	ibus	ibus
luctus:Dat.Sg	luctuī	uī	um
luctus:Acc.Pl	luctūs	ūs	us
luctus:Gen.Sg	luctūs	ūs	ūs
luctus:Gen.Pl	luctuum	uum	ēs
luctus:Abl.Sg	luctū	ū	ū
luctus:Nom.Pl	luctūs	ūs	us
luctus:Acc.Sg	luctum	um	um
luctus:Dat.Pl	luctibus	ibus	ibus
lucus:Nom.Sg	lūcus	us	us
lucus:Abl.Pl	lūcīs	īs	īs
lucus:Dat.Sg	lūcō	ō	ō
lucus:Acc.Pl	lūcōs	ōs	ōs
lucus:Gen.Sg	lūcī	ī	ī
lucus:Gen.Pl	lūcōrum	ōrum	ēs
lucus:Abl.Sg	lūcō	ō	ō
lucus:Nom.Pl	lūcī	ī	ī
lucus:Acc.Sg	lūcum	um	um
lucus:Dat.Pl	lūcīs	īs	īs
ludus:Nom.Sg	lūdus	us	us
ludus:Abl.Pl	lūdīs	īs	īs
ludus:Dat.Sg	lūdō	ō	ō
ludus:Acc.Pl	lūdōs	ōs	ōs
ludus:Gen.Sg	lūdī	ī	ī
ludus:Gen.Pl	lūdōrum	ōrum	ēs
ludus:Abl.Sg	lūdō	ō	ō
