Word	Declined	0	1
carcer:Nom.Sg	carcer	NULL	NULL
carcer:Abl.Pl	carceribus	ibus	ibus
carcer:Dat.Sg	carcerī	ī	ī
carcer:Acc.Pl	carcerēs	ēs	ēs
carcer:Gen.Sg	carceris	is	is
carcer:Gen.Pl	carcerum	um	um
carcer:Abl.Sg	carcere	e	e
carcer:Nom.Pl	carcerēs	ēs	ēs
carcer:Acc.Sg	carcerem	em	em
carcer:Dat.Pl	carceribus	ibus	ibus
carmen:Nom.Sg	carmen	NULL	NULL
carmen:Abl.Pl	carminibus	ibus	ibus
carmen:Dat.Sg	carminī	ī	ī
carmen:Acc.Pl	carmina	a	a
carmen:Gen.Sg	carminis	is	is
carmen:Gen.Pl	carminum	um	ēs
carmen:Abl.Sg	carmine	e	e
carmen:Nom.Pl	carmina	a	a
carmen:Acc.Sg	carmen	NULL	NULL
carmen:Dat.Pl	carminibus	ibus	ibus
castra:Nom.Sg	N/AN/A	N/A	N/A
castra:Abl.Pl	castrīs	īs	ium
castra:Dat.Sg	N/AN/A	N/A	a
castra:Acc.Pl	castra	a	ēs
castra:Gen.Sg	N/AN/A	N/A	N/A
castra:Gen.Pl	castrōrum	ōrum	ōrum
castra:Abl.Sg	N/AN/A	N/A	N/A
castra:Nom.Pl	castra	a	ēs
castra:Acc.Sg	N/AN/A	N/A	N/A
castra:Dat.Pl	castrīs	īs	a
catena:Nom.Sg	catēna	a	a
catena:Abl.Pl	catēnīs	īs	īs
catena:Dat.Sg	catēnae	ae	ae
catena:Acc.Pl	catēnās	ās	ās
catena:Gen.Sg	catēnae	ae	a
catena:Gen.Pl	catēnārum	ārum	ā
catena:Abl.Sg	catēnā	ā	ā
catena:Nom.Pl	catēnae	ae	a
catena:Acc.Sg	catēnam	am	am
catena:Dat.Pl	catēnīs	īs	īs
cena:Nom.Sg	cēna	a	a
cena:Abl.Pl	cēnīs	īs	īs
cena:Dat.Sg	cēnae	ae	ae
cena:Acc.Pl	cēnās	ās	ās
cena:Gen.Sg	cēnae	ae	a
cena:Gen.Pl	cēnārum	ārum	ārum
cena:Abl.Sg	cēnā	ā	ā
cena:Nom.Pl	cēnae	ae	a
cena:Acc.Sg	cēnam	am	am
cena:Dat.Pl	cēnīs	īs	īs
certamen:Nom.Sg	certāmen	NULL	NULL
certamen:Abl.Pl	certāminibus	ibus	ibus
certamen:Dat.Sg	certāminī	ī	ū
certamen:Acc.Pl	certāmina	a	a
certamen:Gen.Sg	certāminis	is	is
certamen:Gen.Pl	certāminum	um	um
certamen:Abl.Sg	certāmine	e	e
certamen:Nom.Pl	certāmina	a	a
certamen:Acc.Sg	certāmen	NULL	NULL
certamen:Dat.Pl	certāminibus	ibus	ibus
cervix:Nom.Sg	cervīx	NULL	NULL
cervix:Abl.Pl	cervīcibus	ibus	ibus
cervix:Dat.Sg	cervīcī	ī	ī
cervix:Acc.Pl	cervīcēs	ēs	ēs
cervix:Gen.Sg	cervīcis	is	is
cervix:Gen.Pl	cervīcum	um	ēs
cervix:Abl.Sg	cervīce	e	e
cervix:Nom.Pl	cervīcēs	ēs	ēs
cervix:Acc.Sg	cervīcem	em	em
cervix:Dat.Pl	cervīcibus	ibus	ibus
cibus:Nom.Sg	cibus	us	us
cibus:Abl.Pl	cibīs	īs	īs
cibus:Dat.Sg	cibō	ō	ō
cibus:Acc.Pl	cibōs	ōs	ōs
cibus:Gen.Sg	cibī	ī	ī
cibus:Gen.Pl	cibōrum	ōrum	ēs
cibus:Abl.Sg	cibō	ō	ō
cibus:Nom.Pl	cibī	ī	ī
cibus:Acc.Sg	cibum	um	um
cibus:Dat.Pl	cibīs	īs	īs
cinis:Nom.Sg	cinis	NULL	NULL
cinis:Abl.Pl	cineribus	ibus	ibus
cinis:Dat.Sg	cinerī	ī	ī
cinis:Acc.Pl	cinerēs	ēs	ēs
cinis:Gen.Sg	cineris	is	is
cinis:Gen.Pl	cinerum	um	um
cinis:Abl.Sg	cinere	e	e
cinis:Nom.Pl	cinerēs	ēs	ēs
cinis:Acc.Sg	cinerem	em	em
cinis:Dat.Pl	cineribus	ibus	ibus
civis:Nom.Sg	cīvis	is	īs
civis:Abl.Pl	cīvibus	ibus	ibus
civis:Dat.Sg	cīvī	ī	ī
civis:Acc.Pl	cīvēs	ēs	ēs
civis:Gen.Sg	cīvis	is	is
civis:Gen.Pl	cīvium	ium	ium
civis:Abl.Sg	cīve	e	e
civis:Nom.Pl	cīvēs	ēs	ēs
civis:Acc.Sg	cīvem	em	em
civis:Dat.Pl	cīvibus	ibus	ibus
clades:Nom.Sg	clādes	es	e
clades:Abl.Pl	clādibus	ibus	ibus
clades:Dat.Sg	clādī	ī	ī
clades:Acc.Pl	clādēs	ēs	ēs
clades:Gen.Sg	clādis	is	is
clades:Gen.Pl	clādium	ium	ium
clades:Abl.Sg	clāde	e	e
clades:Nom.Pl	clādēs	ēs	ēs
clades:Acc.Sg	clādem	em	em
clades:Dat.Pl	clādibus	ibus	ibus
clamor:Nom.Sg	clāmor	NULL	NULL
clamor:Abl.Pl	clāmōribus	ibus	ibus
clamor:Dat.Sg	clāmōrī	ī	ī
clamor:Acc.Pl	clāmōrēs	ēs	ēs
clamor:Gen.Sg	clāmōris	is	is
clamor:Gen.Pl	clāmōrum	um	um
clamor:Abl.Sg	clāmōre	e	e
clamor:Nom.Pl	clāmōrēs	ēs	ēs
clamor:Acc.Sg	clāmōrem	em	em
clamor:Dat.Pl	clāmōribus	ibus	ibus
classis:Nom.Sg	classis	is	a
classis:Abl.Pl	classibus	ibus	ibus
classis:Dat.Sg	classī	ī	ī
classis:Acc.Pl	classēs	ēs	ēs
classis:Gen.Sg	classis	is	ae
classis:Gen.Pl	classium	ium	ium
classis:Abl.Sg	classe	e	e
classis:Nom.Pl	classēs	ēs	ēs
classis:Acc.Sg	classem	em	em
classis:Dat.Pl	classibus	ibus	ibus
cliens:Nom.Sg	cliēns	NULL	NULL
cliens:Abl.Pl	clientibus	ibus	ibus
cliens:Dat.Sg	clientī	ī	ī
cliens:Acc.Pl	clientēs	ēs	ēs
cliens:Gen.Sg	clientis	is	is
cliens:Gen.Pl	clientium	ium	a
cliens:Abl.Sg	cliente	e	e
cliens:Nom.Pl	clientēs	ēs	ēs
cliens:Acc.Sg	clientem	em	em
cliens:Dat.Pl	clientibus	ibus	ibus
coetus:Nom.Sg	coetus	us	us
coetus:Abl.Pl	coetibus	ibus	ibus
coetus:Dat.Sg	coetuī	uī	um
coetus:Acc.Pl	coetūs	ūs	us
coetus:Gen.Sg	coetūs	ūs	ūs
coetus:Gen.Pl	coetuum	uum	ēs
coetus:Abl.Sg	coetū	ū	ū
coetus:Nom.Pl	coetūs	ūs	us
coetus:Acc.Sg	coetum	um	um
coetus:Dat.Pl	coetibus	ibus	ibus
cohors:Nom.Sg	cohors	NULL	NULL
cohors:Abl.Pl	cohortibus	ibus	ibus
cohors:Dat.Sg	cohortī	ī	ī
cohors:Acc.Pl	cohortēs	ēs	ēs
cohors:Gen.Sg	cohortis	is	is
cohors:Gen.Pl	cohortum	um	ēs
cohors:Abl.Sg	cohorte	e	e
cohors:Nom.Pl	cohortēs	ēs	ēs
cohors:Acc.Sg	cohortem	em	em
cohors:Dat.Pl	cohortibus	ibus	ibus
collis:Nom.Sg	collis	is	īs
collis:Abl.Pl	collibus	ibus	ibus
collis:Dat.Sg	collī	ī	ī
collis:Acc.Pl	collēs	ēs	ēs
collis:Gen.Sg	collis	is	is
collis:Gen.Pl	collium	ium	ēbus
collis:Abl.Sg	colle	e	e
collis:Nom.Pl	collēs	ēs	ēs
collis:Acc.Sg	collem	em	em
collis:Dat.Pl	collibus	ibus	ibus
collum:Nom.Sg	collum	um	um
collum:Abl.Pl	collīs	īs	īs
collum:Dat.Sg	collō	ō	ō
collum:Acc.Pl	colla	a	a
collum:Gen.Sg	collī	ī	ī
collum:Gen.Pl	collōrum	ōrum	ēs
collum:Abl.Sg	collō	ō	ō
collum:Nom.Pl	colla	a	a
collum:Acc.Sg	collum	um	um
collum:Dat.Pl	collīs	īs	īs
color:Nom.Sg	color	NULL	NULL
color:Abl.Pl	colōribus	ibus	ibus
color:Dat.Sg	colōrī	ī	ī
color:Acc.Pl	colōrēs	ēs	ēs
color:Gen.Sg	colōris	is	is
color:Gen.Pl	colōrum	um	um
color:Abl.Sg	colōre	e	e
color:Nom.Pl	colōrēs	ēs	ēs
color:Acc.Sg	colōrem	em	em
color:Dat.Pl	colōribus	ibus	ibus
coma:Nom.Sg	coma	a	a
coma:Abl.Pl	comīs	īs	īs
coma:Dat.Sg	comae	ae	ae
coma:Acc.Pl	comās	ās	am
coma:Gen.Sg	comae	ae	a
coma:Gen.Pl	comārum	ārum	am
coma:Abl.Sg	comā	ā	ā
coma:Nom.Pl	comae	ae	a
coma:Acc.Sg	comam	am	am
coma:Dat.Pl	comīs	īs	īs
comes:Nom.Sg	comes	NULL	NULL
comes:Abl.Pl	comitibus	ibus	ibus
comes:Dat.Sg	comitī	ī	ī
comes:Acc.Pl	comitēs	ēs	ēs
comes:Gen.Sg	comitis	is	is
comes:Gen.Pl	comitum	um	um
comes:Abl.Sg	comite	e	e
comes:Nom.Pl	comitēs	ēs	ēs
comes:Acc.Sg	comitem	em	em
comes:Dat.Pl	comitibus	ibus	ibus
concilium:Nom.Sg	concilium	um	um
concilium:Abl.Pl	conciliīs	īs	a
concilium:Dat.Sg	conciliō	ō	e
concilium:Acc.Pl	concilia	a	a
concilium:Gen.Sg	conciliī	ī	ī
concilium:Gen.Pl	conciliōrum	ōrum	ēs
concilium:Abl.Sg	conciliō	ō	em
concilium:Nom.Pl	concilia	a	a
concilium:Acc.Sg	concilium	um	um
concilium:Dat.Pl	conciliīs	īs	a
coniux:Nom.Sg	coniūx	NULL	NULL
coniux:Abl.Pl	coniugibus	ibus	ibus
coniux:Dat.Sg	coniugī	ī	ī
coniux:Acc.Pl	coniugēs	ēs	ēs
coniux:Gen.Sg	coniugis	is	is
coniux:Gen.Pl	coniugum	um	um
coniux:Abl.Sg	coniuge	e	e
coniux:Nom.Pl	coniugēs	ēs	ēs
coniux:Acc.Sg	coniugem	em	em
coniux:Dat.Pl	coniugibus	ibus	ibus
consul:Nom.Sg	cōnsul	NULL	NULL
consul:Abl.Pl	cōnsulibus	ibus	ibus
consul:Dat.Sg	cōnsulī	ī	ī
consul:Acc.Pl	cōnsulēs	ēs	ēs
consul:Gen.Sg	cōnsulis	is	is
consul:Gen.Pl	cōnsulum	um	um
consul:Abl.Sg	cōnsule	e	e
consul:Nom.Pl	cōnsulēs	ēs	ēs
consul:Acc.Sg	cōnsulem	em	em
consul:Dat.Pl	cōnsulibus	ibus	ibus
convivium:Nom.Sg	convīvium	um	um
convivium:Abl.Pl	convīviīs	īs	a
convivium:Dat.Sg	convīviō	ō	ō
convivium:Acc.Pl	convīvia	a	a
convivium:Gen.Sg	convīviī	ī	ī
convivium:Gen.Pl	convīviōrum	ōrum	ēs
convivium:Abl.Sg	convīviō	ō	em
convivium:Nom.Pl	convīvia	a	a
convivium:Acc.Sg	convīvium	um	um
convivium:Dat.Pl	convīviīs	īs	a
copia:Nom.Sg	cōpia	a	a
copia:Abl.Pl	cōpiīs	īs	īs
copia:Dat.Sg	cōpiae	ae	es
copia:Acc.Pl	cōpiās	ās	am
copia:Gen.Sg	cōpiae	ae	ae
copia:Gen.Pl	cōpiārum	ārum	am
copia:Abl.Sg	cōpiā	ā	ā
copia:Nom.Pl	cōpiae	ae	N/A
copia:Acc.Sg	cōpiam	am	am
copia:Dat.Pl	cōpiīs	īs	īs
cor:Nom.Sg	cor	NULL	NULL
cor:Abl.Pl	cordibus	ibus	ibus
cor:Dat.Sg	cordī	ī	ī
cor:Acc.Pl	corda	a	a
cor:Gen.Sg	cordis	is	is
cor:Gen.Pl	cordium	ium	ēbus
cor:Abl.Sg	corde	e	e
cor:Nom.Pl	corda	a	a
cor:Acc.Sg	cor	NULL	NULL
cor:Dat.Pl	cordibus	ibus	ibus
cornu:Nom.Sg	cornū	ū	ū
cornu:Abl.Pl	cornibus	ibus	ibus
cornu:Dat.Sg	cornū	ū	ū
cornu:Acc.Pl	cornua	ua	ēs
cornu:Gen.Sg	cornūs	ūs	ūs
cornu:Gen.Pl	cornuum	uum	ēs
cornu:Abl.Sg	cornū	ū	ū
cornu:Nom.Pl	cornua	ua	ēs
cornu:Acc.Sg	cornū	ū	um
cornu:Dat.Pl	cornibus	ibus	ibus
corona:Nom.Sg	corōna	a	a
corona:Abl.Pl	corōnīs	īs	īs
corona:Dat.Sg	corōnae	ae	ae
corona:Acc.Pl	corōnās	ās	ās
corona:Gen.Sg	corōnae	ae	a
corona:Gen.Pl	corōnārum	ārum	ā
corona:Abl.Sg	corōnā	ā	ā
corona:Nom.Pl	corōnae	ae	a
corona:Acc.Sg	corōnam	am	am
corona:Dat.Pl	corōnīs	īs	īs
corpus:Nom.Sg	corpus	NULL	NULL
corpus:Abl.Pl	corporibus	ibus	ibus
corpus:Dat.Sg	corporī	ī	ī
corpus:Acc.Pl	corpora	a	a
corpus:Gen.Sg	corporis	is	is
corpus:Gen.Pl	corporum	um	um
corpus:Abl.Sg	corpore	e	e
corpus:Nom.Pl	corpora	a	a
corpus:Acc.Sg	corpus	NULL	NULL
corpus:Dat.Pl	corporibus	ibus	ibus
crimen:Nom.Sg	crīmen	NULL	NULL
crimen:Abl.Pl	crīminibus	ibus	ibus
crimen:Dat.Sg	crīminī	ī	ī
crimen:Acc.Pl	crīmina	a	a
crimen:Gen.Sg	crīminis	is	is
crimen:Gen.Pl	crīminum	um	um
crimen:Abl.Sg	crīmine	e	e
crimen:Nom.Pl	crīmina	a	a
crimen:Acc.Sg	crīmen	NULL	NULL
crimen:Dat.Pl	crīminibus	ibus	ibus
crinis:Nom.Sg	crīnis	is	īs
crinis:Abl.Pl	crīnibus	ibus	ibus
crinis:Dat.Sg	crīnī	ī	ī
crinis:Acc.Pl	crīnēs	ēs	ēs
crinis:Gen.Sg	crīnis	is	is
crinis:Gen.Pl	crīnium	ium	a
crinis:Abl.Sg	crīne	e	e
crinis:Nom.Pl	crīnēs	ēs	ēs
crinis:Acc.Sg	crīnem	em	em
crinis:Dat.Pl	crīnibus	ibus	ibus
cruor:Nom.Sg	cruor	NULL	NULL
cruor:Abl.Pl	cruōribus	ibus	ibus
cruor:Dat.Sg	cruōrī	ī	ī
cruor:Acc.Pl	cruōrēs	ēs	ēs
cruor:Gen.Sg	cruōris	is	is
cruor:Gen.Pl	cruōrum	um	um
cruor:Abl.Sg	cruōre	e	e
cruor:Nom.Pl	cruōrēs	ēs	ēs
cruor:Acc.Sg	cruōrem	em	em
cruor:Dat.Pl	cruōribus	ibus	ibus
cubile:Nom.Sg	cubīle	e	e
cubile:Abl.Pl	cubīlibus	ibus	ibus
cubile:Dat.Sg	cubīlī	ī	ī
cubile:Acc.Pl	cubīlia	ia	a
cubile:Gen.Sg	cubīlis	is	is
cubile:Gen.Pl	cubīlium	ium	a
cubile:Abl.Sg	cubīlī	ī	ī
cubile:Nom.Pl	cubīlia	ia	a
cubile:Acc.Sg	cubīle	e	e
cubile:Dat.Pl	cubīlibus	ibus	ibus
culpa:Nom.Sg	culpa	a	a
culpa:Abl.Pl	culpīs	īs	īs
culpa:Dat.Sg	culpae	ae	a
culpa:Acc.Pl	culpās	ās	ās
culpa:Gen.Sg	culpae	ae	a
culpa:Gen.Pl	culpārum	ārum	am
culpa:Abl.Sg	culpā	ā	ās
culpa:Nom.Pl	culpae	ae	a
culpa:Acc.Sg	culpam	am	am
culpa:Dat.Pl	culpīs	īs	īs
cultus:Nom.Sg	cultus	us	us
cultus:Abl.Pl	cultibus	ibus	ibus
cultus:Dat.Sg	cultuī	uī	um
cultus:Acc.Pl	cultūs	ūs	us
cultus:Gen.Sg	cultūs	ūs	ūs
cultus:Gen.Pl	cultuum	uum	ēs
cultus:Abl.Sg	cultū	ū	ū
cultus:Nom.Pl	cultūs	ūs	us
cultus:Acc.Sg	cultum	um	um
cultus:Dat.Pl	cultibus	ibus	ibus
cupido:Nom.Sg	cupīdō	NULL	NULL
cupido:Abl.Pl	cupīdinibus	ibus	ibus
cupido:Dat.Sg	cupīdinī	ī	ī
cupido:Acc.Pl	cupīdinēs	ēs	ēs
cupido:Gen.Sg	cupīdinis	is	is
cupido:Gen.Pl	cupīdinum	um	um
cupido:Abl.Sg	cupīdine	e	e
cupido:Nom.Pl	cupīdinēs	ēs	ēs
cupido:Acc.Sg	cupīdinem	em	em
cupido:Dat.Pl	cupīdinibus	ibus	ibus
cura:Nom.Sg	cūra	a	a
cura:Abl.Pl	cūrīs	īs	īs
cura:Dat.Sg	cūrae	ae	ae
cura:Acc.Pl	cūrās	ās	ās
cura:Gen.Sg	cūrae	ae	a
cura:Gen.Pl	cūrārum	ārum	am
cura:Abl.Sg	cūrā	ā	ā
cura:Nom.Pl	cūrae	ae	a
cura:Acc.Sg	cūram	am	am
cura:Dat.Pl	cūrīs	īs	īs
currus:Nom.Sg	currus	us	us
currus:Abl.Pl	curribus	ibus	ibus
currus:Dat.Sg	curruī	uī	um
currus:Acc.Pl	currūs	ūs	us
currus:Gen.Sg	currūs	ūs	ūs
currus:Gen.Pl	curruum	uum	ēs
currus:Abl.Sg	currū	ū	ū
currus:Nom.Pl	currūs	ūs	us
currus:Acc.Sg	currum	um	um
currus:Dat.Pl	curribus	ibus	ibus
cursus:Nom.Sg	cursus	us	us
cursus:Abl.Pl	cursibus	ibus	ibus
cursus:Dat.Sg	cursuī	uī	um
cursus:Acc.Pl	cursūs	ūs	us
cursus:Gen.Sg	cursūs	ūs	ūs
cursus:Gen.Pl	cursuum	uum	ēs
cursus:Abl.Sg	cursū	ū	ū
cursus:Nom.Pl	cursūs	ūs	us
cursus:Acc.Sg	cursum	um	um
cursus:Dat.Pl	cursibus	ibus	ibus
custodia:Nom.Sg	custōdia	a	a
custodia:Abl.Pl	custōdiīs	īs	īs
custodia:Dat.Sg	custōdiae	ae	ae
custodia:Acc.Pl	custōdiās	ās	ās
custodia:Gen.Sg	custōdiae	ae	ae
custodia:Gen.Pl	custōdiārum	ārum	ās
custodia:Abl.Sg	custōdiā	ā	ās
custodia:Nom.Pl	custōdiae	ae	a
custodia:Acc.Sg	custōdiam	am	ās
custodia:Dat.Pl	custōdiīs	īs	īs
custos:Nom.Sg	custōs	NULL	NULL
custos:Abl.Pl	custōdibus	ibus	ibus
custos:Dat.Sg	custōdī	ī	ī
custos:Acc.Pl	custōdēs	ēs	ēs
custos:Gen.Sg	custōdis	is	is
custos:Gen.Pl	custōdum	um	um
custos:Abl.Sg	custōde	e	e
custos:Nom.Pl	custōdēs	ēs	ēs
custos:Acc.Sg	custōdem	em	em
custos:Dat.Pl	custōdibus	ibus	ibus
damnum:Nom.Sg	damnum	um	um
damnum:Abl.Pl	damnīs	īs	a
damnum:Dat.Sg	damnō	ō	ō
damnum:Acc.Pl	damna	a	a
damnum:Gen.Sg	damnī	ī	ī
damnum:Gen.Pl	damnōrum	ōrum	ēs
damnum:Abl.Sg	damnō	ō	ō
damnum:Nom.Pl	damna	a	a
damnum:Acc.Sg	damnum	um	um
damnum:Dat.Pl	damnīs	īs	a
dea:Nom.Sg	dea	a	a
dea:Abl.Pl	deābus	ābus	am
dea:Dat.Sg	deae	ae	ae
dea:Acc.Pl	deās	ās	ās
dea:Gen.Sg	deae	ae	a
dea:Gen.Pl	deārum	ārum	ās
dea:Abl.Sg	deā	ā	ā
dea:Nom.Pl	deae	ae	a
dea:Acc.Sg	deam	am	am
dea:Dat.Pl	deābus	ābus	am
decus:Nom.Sg	decus	NULL	NULL
decus:Abl.Pl	decoribus	ibus	ibus
decus:Dat.Sg	decorī	ī	ī
decus:Acc.Pl	decora	a	a
decus:Gen.Sg	decoris	is	is
decus:Gen.Pl	decorum	um	um
decus:Abl.Sg	decore	e	e
decus:Nom.Pl	decora	a	a
decus:Acc.Sg	decus	NULL	NULL
decus:Dat.Pl	decoribus	ibus	ibus
delicia:Nom.Sg	dēlicia	a	a
delicia:Abl.Pl	dēliciīs	īs	īs
delicia:Dat.Sg	dēliciae	ae	e
delicia:Acc.Pl	dēliciās	ās	ās
delicia:Gen.Sg	dēliciae	ae	e
delicia:Gen.Pl	dēliciārum	ārum	ās
delicia:Abl.Sg	dēliciā	ā	ās
delicia:Nom.Pl	dēliciae	ae	a
delicia:Acc.Sg	dēliciam	am	ēs
delicia:Dat.Pl	dēliciīs	īs	īs
dens:Nom.Sg	dēns	NULL	NULL
dens:Abl.Pl	dentibus	ibus	ibus
dens:Dat.Sg	dentī	ī	ī
dens:Acc.Pl	dentēs	ēs	ēs
dens:Gen.Sg	dentis	is	is
dens:Gen.Pl	dentium	ium	a
dens:Abl.Sg	dente	e	e
dens:Nom.Pl	dentēs	ēs	ēs
dens:Acc.Sg	dentem	em	em
dens:Dat.Pl	dentibus	ibus	ibus
deus:Nom.Sg	deus	us	ū
deus:Abl.Pl	dīs	īs	ēs
deus:Dat.Sg	deō	ō	ō
deus:Acc.Pl	deōs	ōs	ōs
deus:Gen.Sg	deī	ī	ī
deus:Gen.Pl	deōrum	ōrum	ēs
deus:Abl.Sg	deō	ō	ō
deus:Nom.Pl	dī	ī	ēs
deus:Acc.Sg	deum	um	ēs
deus:Dat.Pl	dīs	īs	ium
dictum:Nom.Sg	dictum	um	um
dictum:Abl.Pl	dictīs	īs	a
dictum:Dat.Sg	dictō	ō	ō
dictum:Acc.Pl	dicta	a	a
dictum:Gen.Sg	dictī	ī	ī
dictum:Gen.Pl	dictōrum	ōrum	ōrum
dictum:Abl.Sg	dictō	ō	ō
dictum:Nom.Pl	dicta	a	a
dictum:Acc.Sg	dictum	um	um
dictum:Dat.Pl	dictīs	īs	a
dies:Nom.Sg	diēs	ēs	ēs
dies:Abl.Pl	diēbus	ēbus	ēs
dies:Dat.Sg	diēī	ēī	ēs
dies:Acc.Pl	diēs	ēs	ēs
dies:Gen.Sg	diēī	ēī	ēs
dies:Gen.Pl	diērum	ērum	ēs
dies:Abl.Sg	diē	ē	em
dies:Nom.Pl	diēs	ēs	ēs
dies:Acc.Sg	diem	em	ēs
dies:Dat.Pl	diēbus	ēbus	ēs
digitus:Nom.Sg	digitus	us	us
digitus:Abl.Pl	digitīs	īs	īs
digitus:Dat.Sg	digitō	ō	e
digitus:Acc.Pl	digitōs	ōs	ē
digitus:Gen.Sg	digitī	ī	ī
digitus:Gen.Pl	digitōrum	ōrum	ēs
digitus:Abl.Sg	digitō	ō	ō
digitus:Nom.Pl	digitī	ī	ī
digitus:Acc.Sg	digitum	um	um
digitus:Dat.Pl	digitīs	īs	īs
discrimen:Nom.Sg	discrīmen	NULL	NULL
discrimen:Abl.Pl	discrīminibus	ibus	ibus
discrimen:Dat.Sg	discrīminī	ī	ī
discrimen:Acc.Pl	discrīmina	a	a
discrimen:Gen.Sg	discrīminis	is	is
discrimen:Gen.Pl	discrīminum	um	um
discrimen:Abl.Sg	discrīmine	e	e
discrimen:Nom.Pl	discrīmina	a	a
discrimen:Acc.Sg	discrīmen	NULL	NULL
discrimen:Dat.Pl	discrīminibus	ibus	ibus
divitiae:Nom.Sg	N/AN/A	N/A	N/A
divitiae:Abl.Pl	dīvitiīs	īs	īs
divitiae:Dat.Sg	N/AN/A	N/A	a
divitiae:Acc.Pl	dīvitiās	ās	ās
divitiae:Gen.Sg	N/AN/A	N/A	N/A
divitiae:Gen.Pl	dīvitiārum	ārum	ās
divitiae:Abl.Sg	N/AN/A	N/A	N/A
divitiae:Nom.Pl	dīvitiae	ae	a
divitiae:Acc.Sg	N/AN/A	N/A	N/A
divitiae:Dat.Pl	dīvitiīs	īs	īs
dolor:Nom.Sg	dolor	NULL	NULL
dolor:Abl.Pl	dolōribus	ibus	ibus
dolor:Dat.Sg	dolōrī	ī	ī
dolor:Acc.Pl	dolōrēs	ēs	ēs
dolor:Gen.Sg	dolōris	is	is
dolor:Gen.Pl	dolōrum	um	um
dolor:Abl.Sg	dolōre	e	e
dolor:Nom.Pl	dolōrēs	ēs	ēs
dolor:Acc.Sg	dolōrem	em	em
dolor:Dat.Pl	dolōribus	ibus	ibus
dolus:Nom.Sg	dolus	us	us
dolus:Abl.Pl	dolīs	īs	īs
dolus:Dat.Sg	dolō	ō	e
dolus:Acc.Pl	dolōs	ōs	ōs
dolus:Gen.Sg	dolī	ī	ī
dolus:Gen.Pl	dolōrum	ōrum	ēs
dolus:Abl.Sg	dolō	ō	ō
dolus:Nom.Pl	dolī	ī	ī
dolus:Acc.Sg	dolum	um	um
dolus:Dat.Pl	dolīs	īs	īs
domina:Nom.Sg	domina	a	a
domina:Abl.Pl	dominīs	īs	īs
domina:Dat.Sg	dominae	ae	ae
domina:Acc.Pl	dominās	ās	ās
domina:Gen.Sg	dominae	ae	ae
domina:Gen.Pl	dominārum	ārum	ā
domina:Abl.Sg	dominā	ā	ā
domina:Nom.Pl	dominae	ae	a
domina:Acc.Sg	dominam	am	am
domina:Dat.Pl	dominīs	īs	īs
dominus:Nom.Sg	dominus	us	us
dominus:Abl.Pl	dominīs	īs	īs
dominus:Dat.Sg	dominō	ō	ō
dominus:Acc.Pl	dominōs	ōs	ōs
dominus:Gen.Sg	dominī	ī	ī
dominus:Gen.Pl	dominōrum	ōrum	ōrum
dominus:Abl.Sg	dominō	ō	ō
dominus:Nom.Pl	dominī	ī	ī
dominus:Acc.Sg	dominum	um	um
dominus:Dat.Pl	dominīs	īs	īs
domus:Nom.Sg	domus	us	us
domus:Abl.Pl	domibus	ibus	ibus
domus:Dat.Sg	domuī	uī	uī
domus:Acc.Pl	domūs	ūs	us
domus:Gen.Sg	domūs	ūs	ūs
domus:Gen.Pl	domuum	uum	ēs
domus:Abl.Sg	domū	ū	ū
domus:Nom.Pl	domūs	ūs	us
domus:Acc.Sg	domum	um	um
domus:Dat.Pl	domibus	ibus	ibus
donum:Nom.Sg	dōnum	um	um
donum:Abl.Pl	dōnīs	īs	īs
donum:Dat.Sg	dōnō	ō	ō
donum:Acc.Pl	dōna	a	a
donum:Gen.Sg	dōnī	ī	ī
donum:Gen.Pl	dōnōrum	ōrum	ēs
donum:Abl.Sg	dōnō	ō	ō
donum:Nom.Pl	dōna	a	a
donum:Acc.Sg	dōnum	um	um
donum:Dat.Pl	dōnīs	īs	īs
dux:Nom.Sg	dux	NULL	NULL
dux:Abl.Pl	ducibus	ibus	ibus
dux:Dat.Sg	ducī	ī	ī
dux:Acc.Pl	ducēs	ēs	ēs
dux:Gen.Sg	ducis	is	is
dux:Gen.Pl	ducum	um	um
dux:Abl.Sg	duce	e	e
dux:Nom.Pl	ducēs	ēs	ēs
dux:Acc.Sg	ducem	em	em
dux:Dat.Pl	ducibus	ibus	ibus
effigies:Nom.Sg	effigiēs	ēs	ēs
effigies:Abl.Pl	effigiēbus	ēbus	ēs
effigies:Dat.Sg	effigiēī	ēī	ēs
effigies:Acc.Pl	effigiēs	ēs	ēs
effigies:Gen.Sg	effigiēī	ēī	ēs
effigies:Gen.Pl	effigiērum	ērum	ēs
effigies:Abl.Sg	effigiē	ē	ō
effigies:Nom.Pl	effigiēs	ēs	ēs
effigies:Acc.Sg	effigiem	em	ēs
effigies:Dat.Pl	effigiēbus	ēbus	ēs
epulae:Nom.Sg	N/AN/A	N/A	N/A
epulae:Abl.Pl	epulīs	īs	īs
epulae:Dat.Sg	N/AN/A	N/A	a
epulae:Acc.Pl	epulās	ās	ās
epulae:Gen.Sg	N/AN/A	N/A	N/A
epulae:Gen.Pl	epulārum	ārum	ā
epulae:Abl.Sg	N/AN/A	N/A	N/A
epulae:Nom.Pl	epulae	ae	a
epulae:Acc.Sg	N/AN/A	N/A	N/A
epulae:Dat.Pl	epulīs	īs	īs
