Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	ē	ē	ē	ē	ēs	ēs	ēs	ēs	ēs	ēs
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	ēbus	ē	ēs	ēs	ēs	ēs	ēs	es	es	es
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ē	īs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	es	es		a
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	ē	ēs	īs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	ōrum		ēs	ēs	ēs	ēs	es	es	es	e
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	ē	ē	ē	ēs	ēs	ēs	ēs	ēs	ēs	ēs
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs			a
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	em	em	em	ē	ēs	ēs	ēs	ēs	ēs	ēs
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	ēs	ēs	ēs	ēs	ēs	ēs	es	es	is	e
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	us	us	ūs	ūs	ū	ū	ū	ū	ū
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	ibus	um	ubus	ubus	ubus	ō	ō	ō	ō	ō
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	ū	ū	ū	ūs	ū	ūs	ū	ū	ū	ū
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	ōs	ō	ō	ō	ō	ō	ō	ō	ō	ō
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ū	ū	ū	ū
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	uum	ubus	ubus	ubus	ibus	īs	is	is	īs	īs
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū
aditus:Nom.Pl	4	m	Nom.Pl	107	aditūs	ūs	us		ō	ō	ō	ō	ō	ō	ō	ō
aditus:Acc.Sg	4	m	Acc.Sg	107	aditum	um	um	um	ū	ū	ū	ū	ū	ū	ū	ū
aditus:Dat.Pl	4	m	Dat.Pl	107	aditibus	ibus	um			is		is	is	is	īs	īs
adulter:Nom.Sg	2	mh	Nom.Sg	55	adulter		um	um	um	um	um	um	um	um	um	um
adulter:Abl.Pl	2	mh	Abl.Pl	55	adulterīs	īs	ī			ēs				a	a	a
adulter:Dat.Sg	2	mh	Dat.Sg	55	adulterō	ō	ū	ū	ū	ī	ī	ī	ī	ī	ī	ī
adulter:Acc.Pl	2	mh	Acc.Pl	55	adulterōs	ōs	ōs	ō	ō			a	a	a	a	a
adulter:Gen.Sg	2	mh	Gen.Sg	55	adulterī	ī	īs	īs	īs	īs	ī	ī	ī	ī	ī	ī
adulter:Gen.Pl	2	mh	Gen.Pl	55	adulterōrum	ōrum	ōrum							a	a	a
adulter:Abl.Sg	2	mh	Abl.Sg	55	adulterō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
adulter:Nom.Pl	2	mh	Nom.Pl	55	adulterī	ī	ēs	ēs	es			a	a	a	a	a
adulter:Acc.Sg	2	mh	Acc.Sg	55	adulterum	um	um	um	um	um	um	um	um	um	um	um
adulter:Dat.Pl	2	mh	Dat.Pl	55	adulterīs	īs	īs	is	es	es				a	a	a
adventus:Nom.Sg	4	m	Nom.Sg	112	adventus	us	us	us	us	ūs	ūs	ū	ū	ū	ū	ū
adventus:Abl.Pl	4	m	Abl.Pl	112	adventibus	ibus	ibus	um	ubus	ubus	ubus	ō	ō	ō	ō	ō
adventus:Dat.Sg	4	m	Dat.Sg	112	adventuī	uī	ū	ū	ū	ūs	ū	ūs	ū	ū	ū	ū
adventus:Acc.Pl	4	m	Acc.Pl	112	adventūs	ūs	ūs	ō	ō	ō	ō	ō	ō	ō	ō	ō
adventus:Gen.Sg	4	m	Gen.Sg	112	adventūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ū	ū	ū	ū
adventus:Gen.Pl	4	m	Gen.Pl	112	adventuum	uum	uum	ubus	ubus	ubus	ibus	is	is	is	īs	īs
adventus:Abl.Sg	4	m	Abl.Sg	112	adventū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū
adventus:Nom.Pl	4	m	Nom.Pl	112	adventūs	ūs	us		ō	ō	ō	ō	ō	ō	ō	ō
adventus:Acc.Sg	4	m	Acc.Sg	112	adventum	um	um	ū	ū	ū	ū	ū	ū	ū	ū	ū
adventus:Dat.Pl	4	m	Dat.Pl	112	adventibus	ibus				is		is	is	is	īs	īs
aedes:Nom.Sg	3	f	Nom.Sg	68	aedēs	ēs										
aedes:Abl.Pl	3	f	Abl.Pl	68	aedibus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	e	e	e
aedes:Dat.Sg	3	f	Dat.Sg	68	aedī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
aedes:Acc.Pl	3	f	Acc.Pl	68	aedēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
aedes:Gen.Sg	3	f	Gen.Sg	68	aedis	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
aedes:Gen.Pl	3	f	Gen.Pl	68	aedium	ium	um	ubus	ubus	ibus	ibus	ēs	is	is	is	is
aedes:Abl.Sg	3	f	Abl.Sg	68	aede	e	e	e	e	e	e	e	e	e	e	e
aedes:Nom.Pl	3	f	Nom.Pl	68	aedēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	e			
aedes:Acc.Sg	3	f	Acc.Sg	68	aedem	em	em	em	em	em	em	em	em	em	em	em
aedes:Dat.Pl	3	f	Dat.Pl	68	aedibus	ibus				ēs	ēs	is	is	is	is	es
aer:Nom.Sg	3	m	Nom.Sg	78	āēr											
aer:Abl.Pl	3	m	Abl.Pl	78	āeribus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	es	e	e
aer:Dat.Sg	3	m	Dat.Sg	78	āerī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
aer:Acc.Pl	3	m	Acc.Pl	78	āerēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
aer:Gen.Sg	3	m	Gen.Sg	78	āeris	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
aer:Gen.Pl	3	m	Gen.Pl	78	āerum	um	um	ubus	ubus	ubus	ibus	ēs	is	is	is	īs
aer:Abl.Sg	3	m	Abl.Sg	78	āere	e	e	e	e	e	e	e	e	e	e	e
aer:Nom.Pl	3	m	Nom.Pl	78	āerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	e	es		
aer:Acc.Sg	3	m	Acc.Sg	78	āera	a	em	em	em	em	em	em	em	em	em	em
aer:Dat.Pl	3	m	Dat.Pl	78	āeribus	ibus				es	ēs	is	is	is	is	is
aes:Nom.Sg	3	n	Nom.Sg	141	aes											
aes:Abl.Pl	3	n	Abl.Pl	141	aeribus	ibus	ibus	ibus	ibus	ibus	ibus	e	es	es		
aes:Dat.Sg	3	n	Dat.Sg	141	aerī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
aes:Acc.Pl	3	n	Acc.Pl	141	aera	a	a	a	a	a						
aes:Gen.Sg	3	n	Gen.Sg	141	aeris	is	is	ī	īs	īs	īs	īs	īs	īs	īs	īs
aes:Gen.Pl	3	n	Gen.Pl	141	aerum	um	um	ubus	ubus	ubus	ibus	e	is	es	is	īs
aes:Abl.Sg	3	n	Abl.Sg	141	aere	e	e	e	e	e	e					
aes:Nom.Pl	3	n	Nom.Pl	141	aera	a	a	a	a							
aes:Acc.Sg	3	n	Acc.Sg	141	aes		m	m	m	m	m	m	m			
aes:Dat.Pl	3	n	Dat.Pl	141	aeribus	ibus						e	es	is	is	is
aestas:Nom.Sg	3	f	Nom.Sg	89	aestās											
aestas:Abl.Pl	3	f	Abl.Pl	89	aestātibus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	e	e	e
aestas:Dat.Sg	3	f	Dat.Sg	89	aestātī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
aestas:Acc.Pl	3	f	Acc.Pl	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
aestas:Gen.Sg	3	f	Gen.Sg	89	aestātis	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
aestas:Gen.Pl	3	f	Gen.Pl	89	aestātum	um	um	ubus	ubus	ibus	ibus	is	is	is	is	is
aestas:Abl.Sg	3	f	Abl.Sg	89	aestāte	e	e	e	e	e	e	e	e	e	e	e
aestas:Nom.Pl	3	f	Nom.Pl	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	es	e			
aestas:Acc.Sg	3	f	Acc.Sg	89	aestātem	em	em	em	em	em	em	em	em	em	em	em
aestas:Dat.Pl	3	f	Dat.Pl	89	aestātibus	ibus				ēs	ēs	is	is	is	is	es
aestus:Nom.Sg	4	m	Nom.Sg	105	aestus	us	us	us	us	ūs	ūs	ū	ū	ū	ū	ū
aestus:Abl.Pl	4	m	Abl.Pl	105	aestibus	ibus	ubus	um	ubus	ubus	ubus	ō	ō	ō	ō	ō
aestus:Dat.Sg	4	m	Dat.Sg	105	aestuī	uī	ū	ū	ū	ūs	ū	ūs	ū	ū	ū	ū
aestus:Acc.Pl	4	m	Acc.Pl	105	aestūs	ūs	ōs	ō	ō	ō	ō	ō	ō	ō	ō	ō
aestus:Gen.Sg	4	m	Gen.Sg	105	aestūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ū	ū	ū	ū
aestus:Gen.Pl	4	m	Gen.Pl	105	aestuum	uum	uum	ubus	ubus	ubus	ibus	is	is	is	īs	īs
aestus:Abl.Sg	4	m	Abl.Sg	105	aestū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū
aestus:Nom.Pl	4	m	Nom.Pl	105	aestūs	ūs	us		ō	ō	ō	ō	ō	ō	ō	ō
aestus:Acc.Sg	4	m	Acc.Sg	105	aestum	um	um	um	ū	ū	ū	ū	ū	ū	ū	ū
aestus:Dat.Pl	4	m	Dat.Pl	105	aestibus	ibus	um			is		is	is	is	īs	īs
aetas:Nom.Sg	3	f	Nom.Sg	418	aetās											
aetas:Abl.Pl	3	f	Abl.Pl	418	aetātibus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	e	e	e
aetas:Dat.Sg	3	f	Dat.Sg	418	aetātī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs	īs
aetas:Acc.Pl	3	f	Acc.Pl	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
aetas:Gen.Sg	3	f	Gen.Sg	418	aetātis	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
aetas:Gen.Pl	3	f	Gen.Pl	418	aetātum	um	um	ubus	ubus	ibus	ibus	ēs	is	is	is	is
aetas:Abl.Sg	3	f	Abl.Sg	418	aetāte	e	e	e	e	e	e	e	e	e	e	e
aetas:Nom.Pl	3	f	Nom.Pl	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	es			
aetas:Acc.Sg	3	f	Acc.Sg	418	aetātem	em	em	em	em	em	em	em	em	em	em	em
aetas:Dat.Pl	3	f	Dat.Pl	418	aetātibus	ibus				ēs	ēs	is	is	is	is	es
aevum:Nom.Sg	2	n	Nom.Sg	91	aevum	um	um	um	um	um	um	um	um	um	um	um
aevum:Abl.Pl	2	n	Abl.Pl	91	aevīs	īs	ī						a	a	a	a
aevum:Dat.Sg	2	n	Dat.Sg	91	aevō	ō			ī	ī	ī	ī	ī	ī	ī	ī
aevum:Acc.Pl	2	n	Acc.Pl	91	aeva	a	a	a	a	a	a	a	a	a	a	a
aevum:Gen.Sg	2	n	Gen.Sg	91	aevī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
aevum:Gen.Pl	2	n	Gen.Pl	91	aevōrum	ōrum	m			a			a	a	a	a
aevum:Abl.Sg	2	n	Abl.Sg	91	aevō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
aevum:Nom.Pl	2	n	Nom.Pl	91	aeva	a	a	a	a	a	a	a	a	a	a	a
aevum:Acc.Sg	2	n	Acc.Sg	91	aevum	um	um	um	um	um	um	um	um	um	um	um
aevum:Dat.Pl	2	n	Dat.Pl	91	aevīs	īs				a		a	a	a	a	a
affectus:Nom.Sg	4	m	Nom.Sg	185	affectus	us	us	us	us	ūs	ūs	ū	ū	ū	ū	ū
affectus:Abl.Pl	4	m	Abl.Pl	185	affectibus	ibus	ubus	um	ubus	ubus	ubus	ō	ō	ō	ō	ō
affectus:Dat.Sg	4	m	Dat.Sg	185	affectuī	uī	ū	ū	ū	ūs	ū	ūs	ū	ū	ū	ū
affectus:Acc.Pl	4	m	Acc.Pl	185	affectūs	ūs	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
affectus:Gen.Sg	4	m	Gen.Sg	185	affectūs	ūs	ūs	ūs	ūs	ūs	ūs	ūs	ū	ū	ū	ū
affectus:Gen.Pl	4	m	Gen.Pl	185	affectuum	uum	uum	ubus	ubus	ubus	ibus	is	is	is	īs	īs
affectus:Abl.Sg	4	m	Abl.Sg	185	affectū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū	ū
affectus:Nom.Pl	4	m	Nom.Pl	185	affectūs	ūs	us		ō	ō	ō	ō	ō	ō	ō	ō
affectus:Acc.Sg	4	m	Acc.Sg	185	affectum	um	um	ū	ū	ū	ū	ū	ū	ū	ū	ū
affectus:Dat.Pl	4	m	Dat.Pl	185	affectibus	ibus				is		is	is	is	īs	īs
ager:Nom.Sg	2	m	Nom.Sg	337	ager		us	us	um	um	um	um	um	um	um	um
ager:Abl.Pl	2	m	Abl.Pl	337	agrīs	īs	ī			ēs				a	a	a
ager:Dat.Sg	2	m	Dat.Sg	337	agrō	ō	ū	ū	ū	ī	ī	ī	ī	ī	ī	ī
ager:Acc.Pl	2	m	Acc.Pl	337	agrōs	ōs	ōs	ō	ō			a	a	a	a	a
ager:Gen.Sg	2	m	Gen.Sg	337	agrī	ī	īs	īs	īs	ī	ī	ī	ī	ī	ī	ī
ager:Gen.Pl	2	m	Gen.Pl	337	agrōrum	ōrum	ōrum							a	a	a
ager:Abl.Sg	2	m	Abl.Sg	337	agrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
ager:Nom.Pl	2	m	Nom.Pl	337	agrī	ī	ēs	ēs				a	a	a	a	a
ager:Acc.Sg	2	m	Acc.Sg	337	agrum	um	um	um	um	um	um	um	um	um	um	um
ager:Dat.Pl	2	m	Dat.Pl	337	agrīs	īs	ī	is	es	es				a	a	a
agger:Nom.Sg	3	m	Nom.Sg	76	agger											
agger:Abl.Pl	3	m	Abl.Pl	76	aggeribus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	es	e	e
agger:Dat.Sg	3	m	Dat.Sg	76	aggerī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
agger:Acc.Pl	3	m	Acc.Pl	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
agger:Gen.Sg	3	m	Gen.Sg	76	aggeris	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
agger:Gen.Pl	3	m	Gen.Pl	76	aggerum	um	um	ubus	ubus	ubus	ibus	ēs	is	is	is	īs
agger:Abl.Sg	3	m	Abl.Sg	76	aggere	e	e	e	e	e	e	e	e	e	e	e
agger:Nom.Pl	3	m	Nom.Pl	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs				
agger:Acc.Sg	3	m	Acc.Sg	76	aggerem	em	em	em	em	em	em	em	em	em	em	em
agger:Dat.Pl	3	m	Dat.Pl	76	aggeribus	ibus				es	ēs	is	is	is	is	is
agmen:Nom.Sg	3	n	Nom.Sg	360	agmen											
agmen:Abl.Pl	3	n	Abl.Pl	360	agminibus	ibus	ibus	ibus	ibus	ibus	ibus	e	es	es		
agmen:Dat.Sg	3	n	Dat.Sg	360	agminī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
agmen:Acc.Pl	3	n	Acc.Pl	360	agmina	a	a	a	a	a						
agmen:Gen.Sg	3	n	Gen.Sg	360	agminis	is	ī	ī	īs	īs	īs	īs	īs	īs	īs	īs
agmen:Gen.Pl	3	n	Gen.Pl	360	agminum	um	um	ubus	ubus	ubus	ibus	e	is	es	is	īs
agmen:Abl.Sg	3	n	Abl.Sg	360	agmine	e	e	e	e	e						
agmen:Nom.Pl	3	n	Nom.Pl	360	agmina	a	a	a	a							
agmen:Acc.Sg	3	n	Acc.Sg	360	agmen		m	m	m	m	m	m	m			
agmen:Dat.Pl	3	n	Dat.Pl	360	agminibus	ibus						e	is	is	is	is
ala:Nom.Sg	1	f	Nom.Sg	73	āla	a	a	a	a	a	a	a	a	a	a	a
ala:Abl.Pl	1	f	Abl.Pl	73	ālīs	īs	ī			a	a	a	a	a	a	a
ala:Dat.Sg	1	f	Dat.Sg	73	ālae	ae			a	a	a	a	a	a	a	a
ala:Acc.Pl	1	f	Acc.Pl	73	ālās	ās	a	a	a	a	a	a	a	a	a	a
ala:Gen.Sg	1	f	Gen.Sg	73	ālae	ae	a	a	a	a	a	a	a	a	a	a
ala:Gen.Pl	1	f	Gen.Pl	73	ālārum	ārum	a	a	a	a	a	a	a	a	a	a
ala:Abl.Sg	1	f	Abl.Sg	73	ālā	ā	ā	a	a	a	a	a	a	a	a	a
ala:Nom.Pl	1	f	Nom.Pl	73	ālae	ae	a	a	a	a	a	a	a	a	a	a
ala:Acc.Sg	1	f	Acc.Sg	73	ālam	am	am	am	am	am	am	a	a	a	a	a
ala:Dat.Pl	1	f	Dat.Pl	73	ālīs	īs	a	a	a	a	a	a	a	a	a	a
altum:Nom.Sg	2	n	Nom.Sg	96	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Abl.Pl	2	n	Abl.Pl	96	altīs	īs	ī							a	a	a
altum:Dat.Sg	2	n	Dat.Sg	96	altō	ō			ī	ī	ī	ī	ī	ī	ī	ī
altum:Acc.Pl	2	n	Acc.Pl	96	alta	a	a	a	a	a	a	a	a	a	a	a
altum:Gen.Sg	2	n	Gen.Sg	96	altī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
altum:Gen.Pl	2	n	Gen.Pl	96	altōrum	ōrum	m			a			a	a	a	a
altum:Abl.Sg	2	n	Abl.Sg	96	altō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
altum:Nom.Pl	2	n	Nom.Pl	96	alta	a	a	a	a	a	a	a	a	a	a	a
altum:Acc.Sg	2	n	Acc.Sg	96	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Dat.Pl	2	n	Dat.Pl	96	altīs	īs				a			a	a	a	a
amica:Nom.Sg	1	f	Nom.Sg	564	amīca	a	a	a	a	a	a	a	a	a	a	a
amica:Abl.Pl	1	f	Abl.Pl	564	amīcīs	īs	īs			a	a	a	a	a	a	a
amica:Dat.Sg	1	f	Dat.Sg	564	amīcae	ae	e	a	a	a	a	a	a	a	a	a
amica:Acc.Pl	1	f	Acc.Pl	564	amīcās	ās	a	a	a	a	a	a	a	a	a	a
amica:Gen.Sg	1	f	Gen.Sg	564	amīcae	ae	a	a	a	a	a	a	a	a	a	a
amica:Gen.Pl	1	f	Gen.Pl	564	amīcārum	ārum	ārum	a	a	a	a	a	a	a	a	a
amica:Abl.Sg	1	f	Abl.Sg	564	amīcā	ā	ā	a	a	a	a	a	a	a	a	a
amica:Nom.Pl	1	f	Nom.Pl	564	amīcae	ae	a	a	a	a	a	a	a	a	a	a
amica:Acc.Sg	1	f	Acc.Sg	564	amīcam	am	am	am	am	a	am	am	a	a	a	a
amica:Dat.Pl	1	f	Dat.Pl	564	amīcīs	īs	a	a	a	a	a	a	a	a	a	a
amicus:Nom.Sg	2	m	Nom.Sg	564	amīcus	us	us	us	um	um	um	um	um	um	um	um
amicus:Abl.Pl	2	m	Abl.Pl	564	amīcīs	īs	ī			ēs				a	a	a
amicus:Dat.Sg	2	m	Dat.Sg	564	amīcō	ō	ū	ū	ū	ī	ī	ī	ī	ī	ī	ī
amicus:Acc.Pl	2	m	Acc.Pl	564	amīcōs	ōs	ōs	ō	ō			a	a	a	a	a
amicus:Gen.Sg	2	m	Gen.Sg	564	amīcī	ī	īs	īs	īs	ī	ī	ī	ī	ī	ī	ī
amicus:Gen.Pl	2	m	Gen.Pl	564	amīcōrum	ōrum	ōrum							a	a	a
amicus:Abl.Sg	2	m	Abl.Sg	564	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
amicus:Nom.Pl	2	m	Nom.Pl	564	amīcī	ī	ēs	ēs				a	a	a	a	a
amicus:Acc.Sg	2	m	Acc.Sg	564	amīcum	um	um	um	um	um	um	um	um	um	um	um
amicus:Dat.Pl	2	m	Dat.Pl	564	amīcīs	īs	īs	is	es					a	a	a
amnis:Nom.Sg	3	m	Nom.Sg	244	amnis	is										
amnis:Abl.Pl	3	m	Abl.Pl	244	amnibus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	es	es	e	e
amnis:Dat.Sg	3	m	Dat.Sg	244	amnī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
amnis:Acc.Pl	3	m	Acc.Pl	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
amnis:Gen.Sg	3	m	Gen.Sg	244	amnis	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
amnis:Gen.Pl	3	m	Gen.Pl	244	amnium	ium	um	ubus	ubus	ubus	ibus	is	is	is	is	īs
amnis:Abl.Sg	3	m	Abl.Sg	244	amne	e	e	e	e	e	e	e	e	e	e	e
amnis:Nom.Pl	3	m	Nom.Pl	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	es	e			
amnis:Acc.Sg	3	m	Acc.Sg	244	amnem	em	em	em	em	em	em	em	em	em	em	em
amnis:Dat.Pl	3	m	Dat.Pl	244	amnibus	ibus				es	ēs	is	is	is	is	is
amor:Nom.Sg	3	m	Nom.Sg	539	amor											
amor:Abl.Pl	3	m	Abl.Pl	539	amōribus	ibus	ibus	ibus	ibus	ibus	ibus	ēs	e	es	e	e
amor:Dat.Sg	3	m	Dat.Sg	539	amōrī	ī	ī	ī	ī	īs	īs	īs	īs	īs	īs	īs
amor:Acc.Pl	3	m	Acc.Pl	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	e	e	e	e	e
amor:Gen.Sg	3	m	Gen.Sg	539	amōris	is	is	īs	īs	īs	īs	īs	īs	īs	īs	īs
amor:Gen.Pl	3	m	Gen.Pl	539	amōrum	um	uum	ubus	ubus	ubus	ibus	ēs	is	is	is	īs
amor:Abl.Sg	3	m	Abl.Sg	539	amōre	e	e	e	e	e	e	e	e	e	e	e
amor:Nom.Pl	3	m	Nom.Pl	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	es	e			
amor:Acc.Sg	3	m	Acc.Sg	539	amōrem	em	em	em	em	em	em	em	em	em	em	em
amor:Dat.Pl	3	m	Dat.Pl	539	amōribus	ibus				es	ēs	is	is	is	is	is
anima:Nom.Sg	1	f	Nom.Sg	182	anima	a	a	a	a	a	a	a	a	a	a	a
anima:Abl.Pl	1	f	Abl.Pl	182	animīs	īs	ī			a	a	a	a	a	a	a
anima:Dat.Sg	1	f	Dat.Sg	182	animae	ae			a	a	a	a	a	a	a	a
anima:Acc.Pl	1	f	Acc.Pl	182	animās	ās	a	a	a	a	a	a	a	a	a	a
