Declined Noun	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
abellana:nomsg	f,I,nom,sg	f,II,nom,sg	f,II,nom,pl	m,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abellana:gensg	f,I,gen,sg	f,I,nom,sg	f,II,nom,pl	m,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abellana:accsg	f,I,acc,sg	n,II,nom,sg	f,II,acc,sg	m,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abellana:nompl	f,I,nom,pl	f,I,nom,sg	f,II,nom,pl	m,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abellana:genpl	f,I,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abellana:accpl	f,I,acc,pl	f,II,acc,pl	f,II,acc,pl	m,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:nomsg	f,II,nom,sg	m,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:gensg	f,II,gen,sg	m,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:accsg	f,II,acc,sg	m,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:nompl	f,II,nom,pl	m,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:genpl	f,II,gen,pl	m,II,acc,pl	f,II,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,gen,pl	f,II,acc,pl	f,II,acc,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
abyssus:accpl	f,II,acc,pl	m,II,nom,sg	f,II,acc,pl	f,II,acc,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
acetum:nomsg	n,II,nom,sg	m,II,acc,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
acetum:gensg	n,II,gen,sg	m,II,acc,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
acetum:accsg	n,II,acc,sg	m,II,acc,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg	f,II,nom,sg
