Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	ēs	ē	ē	ē	e	e				
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	ies	īss	i	e	e	e	e	e	e	e
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ē	ie	ē	ē	e	e	i	i	i	i
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	ēs	ēs	ēs	e	e	e	e	e	e	e
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	ies	es	ē	ē	e	i	i	i	i	i
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	ē	i	is	i	i	i	i	i	i	i
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	ēs	ēs	e	e	e	e	e	e	e	e
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ēs	ēs	ēs	ē	e					
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	em	ēm	ēm	ēm	em	e	e	e	e	e
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	is	i	i	i	i	i	i	i	i	i
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	us	us	us	u	u	u	u	u	u
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	ibus	is	is	i	is	is	is	i		
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	us	us	us	us	is	i	i	i	i	i
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	us	us	us	us	s	s	s			
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	us	us	us	us	is	i	i	i	i	i
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	umu	is	is	is	is	i	i	i	i	i
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	u	uos	uos	uo	uo	uo	uo	ō	ō	ō
