Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	ēs	es	e	e	i	i	e	e	e	e
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	ibu	iu	is	i	i	e	e	e	es	e
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ēs	es	i	i	i	i	i	i	i	i
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	es	es
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	ēs	es	is	i	i	i	i	i	i	i
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	eisu	is	is	i	i	i	i	i	i	i
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	e	e	e	e	e	e	e	e	e	e
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	es	es
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	e	e	em	em	em	em	em	em	em	em
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	iu	i	i	i	i	i	i	i	e	i
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	u	u	u	u	u	u	u	u	us
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	uu	u	u	us	us	us	us	us	us	us
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	u	u	u	u	u	us	us	u	us	us
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	s	us	us	us	us	us	us	us	us	us
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	us	us	us	us	us	us	us	us	us	us
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	ūu	u	u	i	i	i	i	i	i	i
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	ū	u	u	o	us	us	us	us	us	us
