Word	Declension	Gender	Case	TotFreq	LatSuf	Declined	0	1	2	3	4	5	6	7	8	9	10
corpus:Gen.Sg	3	n	Gen.Sg	1174	is	corporis	es	e	e	e	e	es	es	es	es	es	es
corpus:Gen.Pl	3	n	Gen.Pl	1174	um	corporum	o	as	as	e	es	es	es	es	es	es	es
corpus:Abl.Sg	3	n	Abl.Sg	1174	e	corpore	e	e	e	e	e	e					
corpus:Nom.Pl	3	n	Nom.Pl	1174	a	corpora	a	a	a	a	as	as	as	as	as	as	as
corpus:Acc.Sg	3	n	Acc.Sg	1174		corpus											
corpus:Dat.Pl	3	n	Dat.Pl	1174	ibus	corporibus	ebos	a	as	e	es	es	es	es	es	es	es
crimen:Nom.Sg	3	n	Nom.Sg	229		crīmen											
crimen:Abl.Pl	3	n	Abl.Pl	229	ibus	crīminibus	ebos	es	es	e	as	as	as	as	as	as	as
crimen:Dat.Sg	3	n	Dat.Sg	229	ī	crīminī	i	e	e	e	e	es	es	es	es	es	es
crimen:Acc.Pl	3	n	Acc.Pl	229	a	crīmina	a	a	a	a	as	as	as	as	as	as	as
crimen:Gen.Sg	3	n	Gen.Sg	229	is	crīminis	es	e	e	e	e	es	es	es	es	es	es
crimen:Gen.Pl	3	n	Gen.Pl	229	um	crīminum	o	as	as	e	es	es	es	es	es	es	es
crimen:Abl.Sg	3	n	Abl.Sg	229	e	crīmine	e	e	e	e	e	e					
crimen:Nom.Pl	3	n	Nom.Pl	229	a	crīmina	a	a	a	a	as	as	as	as	as	as	as
crimen:Acc.Sg	3	n	Acc.Sg	229		crīmen		e									
crimen:Dat.Pl	3	n	Dat.Pl	229	ibus	crīminibus	ebos	a	as	e	es	es	es	es	es	es	es
crinis:Nom.Sg	3	m	Nom.Sg	93	is	crīnis	es										
crinis:Abl.Pl	3	m	Abl.Pl	93	ibus	crīnibus	ebos	es	es	es	es	es	es	es	es	es	es
crinis:Dat.Sg	3	m	Dat.Sg	93	ī	crīnī	i	e	es	es	es	es	es	es	es	es	es
crinis:Acc.Pl	3	m	Acc.Pl	93	ēs	crīnēs	es	es	es	es	es	es	es	es	es	es	es
crinis:Gen.Sg	3	m	Gen.Sg	93	is	crīnis	es	es	es	es	es	es	es	es	es	es	es
crinis:Gen.Pl	3	m	Gen.Pl	93	ium	crīnium	eo	es	es	es	es	es	es	es	es	es	es
crinis:Abl.Sg	3	m	Abl.Sg	93	e	crīne	e	e	e	e	e	e	e	e	e	e	e
crinis:Nom.Pl	3	m	Nom.Pl	93	ēs	crīnēs	es	es	es	es	es	es	es	es	es	es	es
crinis:Acc.Sg	3	m	Acc.Sg	93	em	crīnem	e	e	e	e	e	e	e	e	e	e	e
crinis:Dat.Pl	3	m	Dat.Pl	93	ibus	crīnibus	ebos	es	es	es	es	es	es	es	es	es	es
cruor:Nom.Sg	3	m	Nom.Sg	103		cruor											
cruor:Abl.Pl	3	m	Abl.Pl	103	ibus	cruōribus	ebos	es	es	es	es	es	es	es	es	es	es
cruor:Dat.Sg	3	m	Dat.Sg	103	ī	cruōrī	i	e	es	es	es	es	es	es	es	es	es
cruor:Acc.Pl	3	m	Acc.Pl	103	ēs	cruōrēs	es	es	es	es	es	es	es	es	es	es	es
cruor:Gen.Sg	3	m	Gen.Sg	103	is	cruōris	es	es	es	es	es	es	es	es	es	es	es
cruor:Gen.Pl	3	m	Gen.Pl	103	um	cruōrum	o	es	es	es	es	es	es	es	es	es	es
cruor:Abl.Sg	3	m	Abl.Sg	103	e	cruōre	e	e	e	e	e	e	e	e	e	e	e
cruor:Nom.Pl	3	m	Nom.Pl	103	ēs	cruōrēs	es	es	es	es	es	es	es	es	es	es	es
cruor:Acc.Sg	3	m	Acc.Sg	103	em	cruōrem	e	e	e	e	e	e	e	e	e	e	e
cruor:Dat.Pl	3	m	Dat.Pl	103	ibus	cruōribus	ebos	es	es	es	es	es	es	es	es	es	es
cubile:Nom.Sg	3	n	Nom.Sg	56	e	cubīle	e										
cubile:Abl.Pl	3	n	Abl.Pl	56	ibus	cubīlibus	ebos	es	es	e	as	as	as	as	as	as	as
cubile:Dat.Sg	3	n	Dat.Sg	56	ī	cubīlī	i	e	e	e	e	es	es	es	es	es	es
cubile:Acc.Pl	3	n	Acc.Pl	56	ia	cubīlia	ea	a	a	a	as	as	as	as	as	as	as
cubile:Gen.Sg	3	n	Gen.Sg	56	is	cubīlis	es	es	e	e	e	es	es	es	es	es	es
cubile:Gen.Pl	3	n	Gen.Pl	56	ium	cubīlium	eo	as	as	e	es	es	es	es	es	es	es
cubile:Abl.Sg	3	n	Abl.Sg	56	ī	cubīlī	i	e	e	e	e	e	e				
cubile:Nom.Pl	3	n	Nom.Pl	56	ia	cubīlia	ea	a	a	a	as	as	as	as	as	as	as
cubile:Acc.Sg	3	n	Acc.Sg	56	e	cubīle	e										
cubile:Dat.Pl	3	n	Dat.Pl	56	ibus	cubīlibus	ebos	a	as	e	es	es	es	es	es	es	es
culpa:Nom.Sg	1	f	Nom.Sg	121	a	culpa	a	a	a	a	a	a	a	a	a	a	a
culpa:Abl.Pl	1	f	Abl.Pl	121	īs	culpīs	is	s	s	as	as	as	as	as	as	as	as
culpa:Dat.Sg	1	f	Dat.Sg	121	ae	culpae	e	e	es	es	es	es	es	es	es	es	es
culpa:Acc.Pl	1	f	Acc.Pl	121	ās	culpās	as	as	as	as	as	as	as	as	as	as	as
culpa:Gen.Sg	1	f	Gen.Sg	121	ae	culpae	e	e	e	e	es	es	es	es	es	es	es
culpa:Gen.Pl	1	f	Gen.Pl	121	ārum	culpārum	aro	es	es	es	es	es	es	es	es	es	es
culpa:Abl.Sg	1	f	Abl.Sg	121	ā	culpā	a	a	a	a	a	a	a	a	a	a	a
culpa:Nom.Pl	1	f	Nom.Pl	121	ae	culpae	e	as	as	as	as	as	as	as	as	as	as
culpa:Acc.Sg	1	f	Acc.Sg	121	am	culpam	a	a	a	a	a	a	a	a	a	a	a
culpa:Dat.Pl	1	f	Dat.Pl	121	īs	culpīs	is	s	es	es	es	es	es	es	es	es	es
cultus:Nom.Sg	4	m	Nom.Sg	145	us	cultus	os	os	o	o	o	o	o	o	o	o	o
cultus:Abl.Pl	4	m	Abl.Pl	145	ibus	cultibus	ebos	s	s	s	s	s	es	es	es	es	es
cultus:Dat.Sg	4	m	Dat.Sg	145	uī	cultuī	oi	os	us	s							
cultus:Acc.Pl	4	m	Acc.Pl	145	ūs	cultūs	us	us	us	s	s	s	es	es	es	es	es
cultus:Gen.Sg	4	m	Gen.Sg	145	ūs	cultūs	us	us	us	us							
cultus:Gen.Pl	4	m	Gen.Pl	145	uum	cultuum	u	s	es	es	es	es	es	es	es	es	es
cultus:Abl.Sg	4	m	Abl.Sg	145	ū	cultū	u	o	o	o	o	o	o	o	o	o	o
cultus:Nom.Pl	4	m	Nom.Pl	145	ūs	cultūs	us	us	us	us	s	s			e	e	es
cultus:Acc.Sg	4	m	Acc.Sg	145	um	cultum	o	o	o	o	o	o	o	o	o	o	o
cultus:Dat.Pl	4	m	Dat.Pl	145	ibus	cultibus	ebos	s	es	es	es	es	es	es	es	es	es
cupido:Nom.Sg	3	f	Nom.Sg	116		cupīdō											
cupido:Abl.Pl	3	f	Abl.Pl	116	ibus	cupīdinibus	ebos	es	es	es	es	es	es	es	es	es	es
cupido:Dat.Sg	3	f	Dat.Sg	116	ī	cupīdinī	i	e	es	es	es	es	es	es	es	es	es
cupido:Acc.Pl	3	f	Acc.Pl	116	ēs	cupīdinēs	es	es	es	es	es	es	es	es	es	es	es
cupido:Gen.Sg	3	f	Gen.Sg	116	is	cupīdinis	es	es	es	es	es	es	es	es	es	es	es
cupido:Gen.Pl	3	f	Gen.Pl	116	um	cupīdinum	o	es	es	es	es	es	es	es	es	es	es
cupido:Abl.Sg	3	f	Abl.Sg	116	e	cupīdine	e	e	e	e	e	e	e	e	e	e	e
cupido:Nom.Pl	3	f	Nom.Pl	116	ēs	cupīdinēs	es	es	es	es	es	es	es	es	es	es	es
cupido:Acc.Sg	3	f	Acc.Sg	116	em	cupīdinem	e	e	e	e	e	e	e	e	e	e	e
cupido:Dat.Pl	3	f	Dat.Pl	116	ibus	cupīdinibus	ebos	es	es	es	es	es	es	es	es	es	es
cura:Nom.Sg	1	f	Nom.Sg	492	a	cūra	a	a	a	a	a	a	a	a	a	a	a
cura:Abl.Pl	1	f	Abl.Pl	492	īs	cūrīs	is	s	s	as	as	as	as	as	as	as	as
cura:Dat.Sg	1	f	Dat.Sg	492	ae	cūrae	e	e	e	es	es	es	es	es	es	es	es
cura:Acc.Pl	1	f	Acc.Pl	492	ās	cūrās	as	as	as	as	as	as	as	as	as	as	as
cura:Gen.Sg	1	f	Gen.Sg	492	ae	cūrae	e	e	e	e	es	es	es	es	es	es	es
cura:Gen.Pl	1	f	Gen.Pl	492	ārum	cūrārum	aro	es	es	es	es	es	es	es	es	es	es
cura:Abl.Sg	1	f	Abl.Sg	492	ā	cūrā	a	a	a	a	a	a	a	a	a	a	a
cura:Nom.Pl	1	f	Nom.Pl	492	ae	cūrae	e	as	as	as	as	as	as	as	as	as	as
cura:Acc.Sg	1	f	Acc.Sg	492	am	cūram	a	a	a	a	a	a	a	a	a	a	a
cura:Dat.Pl	1	f	Dat.Pl	492	īs	cūrīs	is	s	es	es	es	es	es	es	es	es	es
currus:Nom.Sg	4	m	Nom.Sg	177	us	currus	os	os	o	o	o	o	o	o	o	o	o
currus:Abl.Pl	4	m	Abl.Pl	177	ibus	curribus	ebos	s	s	s	s	s	es	es	es	es	es
currus:Dat.Sg	4	m	Dat.Sg	177	uī	curruī	oi	o	us	s							
currus:Acc.Pl	4	m	Acc.Pl	177	ūs	currūs	us	us	us	s	s	s	es	es	es	es	es
currus:Gen.Sg	4	m	Gen.Sg	177	ūs	currūs	us	us	us	us							
currus:Gen.Pl	4	m	Gen.Pl	177	uum	curruum	u	s	es	es	es	es	es	es	es	es	es
currus:Abl.Sg	4	m	Abl.Sg	177	ū	currū	u	o	o	o	o	o	o	o	o	o	o
currus:Nom.Pl	4	m	Nom.Pl	177	ūs	currūs	us	us	us	us	s	s			e	e	es
currus:Acc.Sg	4	m	Acc.Sg	177	um	currum	o	o	o	o	o	o	o	o	o	o	o
currus:Dat.Pl	4	m	Dat.Pl	177	ibus	curribus	ebos	s	es	es	es	es	es	es	es	es	es
cursus:Nom.Sg	4	m	Nom.Sg	293	us	cursus	os	os	o	o	o	o	o	o	o	o	o
cursus:Abl.Pl	4	m	Abl.Pl	293	ibus	cursibus	ebos	s	s	s	s	s	es	es	es	es	es
cursus:Dat.Sg	4	m	Dat.Sg	293	uī	cursuī	oi	o	us	s							
cursus:Acc.Pl	4	m	Acc.Pl	293	ūs	cursūs	us	us	us	s	s	s	es	es	es	es	es
cursus:Gen.Sg	4	m	Gen.Sg	293	ūs	cursūs	us	us	us	us							
cursus:Gen.Pl	4	m	Gen.Pl	293	uum	cursuum	u	s	es	es	es	es	es	es	es	es	es
cursus:Abl.Sg	4	m	Abl.Sg	293	ū	cursū	u	o	o	o	o	o	o	o	o	o	o
cursus:Nom.Pl	4	m	Nom.Pl	293	ūs	cursūs	us	us	us	us	s	s			e	e	es
cursus:Acc.Sg	4	m	Acc.Sg	293	um	cursum	o	o	o	o	o	o	o	o	o	o	o
cursus:Dat.Pl	4	m	Dat.Pl	293	ibus	cursibus	ebos	s	es	es	es	es	es	es	es	es	es
custodia:Nom.Sg	1	f	Nom.Sg	104	a	custōdia	a	a	a	a	a	a	a	a	a	a	a
custodia:Abl.Pl	1	f	Abl.Pl	104	īs	custōdiīs	is	s	s	as	as	as	as	as	as	as	as
custodia:Dat.Sg	1	f	Dat.Sg	104	ae	custōdiae	e	e	e	es	es	es	es	es	es	es	es
custodia:Acc.Pl	1	f	Acc.Pl	104	ās	custōdiās	as	as	as	as	as	as	as	as	as	as	as
custodia:Gen.Sg	1	f	Gen.Sg	104	ae	custōdiae	e	e	e	e	es	es	es	es	es	es	es
custodia:Gen.Pl	1	f	Gen.Pl	104	ārum	custōdiārum	aro	es	es	es	es	es	es	es	es	es	es
custodia:Abl.Sg	1	f	Abl.Sg	104	ā	custōdiā	a	a	a	a	a	a	a	a	a	a	a
custodia:Nom.Pl	1	f	Nom.Pl	104	ae	custōdiae	e	as	as	as	as	as	as	as	as	as	as
custodia:Acc.Sg	1	f	Acc.Sg	104	am	custōdiam	a	a	a	a	a	a	a	a	a	a	a
custodia:Dat.Pl	1	f	Dat.Pl	104	īs	custōdiīs	is	s	es	es	es	es	es	es	es	es	es
custos:Nom.Sg	3	m	Nom.Sg	165		custōs											
custos:Abl.Pl	3	m	Abl.Pl	165	ibus	custōdibus	ebos	es	es	es	es	es	es	es	es	es	es
custos:Dat.Sg	3	m	Dat.Sg	165	ī	custōdī	i	e	es	es	es	es	es	es	es	es	es
custos:Acc.Pl	3	m	Acc.Pl	165	ēs	custōdēs	es	es	es	es	es	es	es	es	es	es	es
custos:Gen.Sg	3	m	Gen.Sg	165	is	custōdis	es	es	es	es	es	es	es	es	es	es	es
custos:Gen.Pl	3	m	Gen.Pl	165	um	custōdum	o	es	es	es	es	es	es	es	es	es	es
custos:Abl.Sg	3	m	Abl.Sg	165	e	custōde	e	e	e	e	e	e	e	e	e	e	e
custos:Nom.Pl	3	m	Nom.Pl	165	ēs	custōdēs	es	es	es	es	es	es	es	es	es	es	es
custos:Acc.Sg	3	m	Acc.Sg	165	em	custōdem	e	e	e	e	e	e	e	e	e	e	e
custos:Dat.Pl	3	m	Dat.Pl	165	ibus	custōdibus	ebos	es	es	es	es	es	es	es	es	es	es
damnum:Nom.Sg	2	n	Nom.Sg	109	um	damnum	o	o	o	o	o	o	o	o	o	o	o
damnum:Abl.Pl	2	n	Abl.Pl	109	īs	damnīs	is	e	e	e		a	a	a	a	as	as
damnum:Dat.Sg	2	n	Dat.Sg	109	ō	damnō	o		e	e	e	e					
damnum:Acc.Pl	2	n	Acc.Pl	109	a	damna	a	a	a	a	a	a	a	a	a	a	as
damnum:Gen.Sg	2	n	Gen.Sg	109	ī	damnī	i	i									
damnum:Gen.Pl	2	n	Gen.Pl	109	ōrum	damnōrum	oro	s		e	es	es	es	es	es	es	es
damnum:Abl.Sg	2	n	Abl.Sg	109	ō	damnō	o	o	o	o	o	o	o	o	o	o	o
damnum:Nom.Pl	2	n	Nom.Pl	109	a	damna	a	a	a	a		a	a	a	a	a	a
damnum:Acc.Sg	2	n	Acc.Sg	109	um	damnum	o	o	o	o	o	o	o	o	o	o	o
damnum:Dat.Pl	2	n	Dat.Pl	109	īs	damnīs	is		a	e	es	es	es	es	es	es	es
dea:Nom.Sg	1	fh	Nom.Sg	138	a	dea	a	a	a	a	a	a	a	a	a	a	a
dea:Abl.Pl	1	fh	Abl.Pl	138	ābus	deābus	abos	s	s	as	as	as	as	as	as	as	as
dea:Dat.Sg	1	fh	Dat.Sg	138	ae	deae	e	e	es	es	es	es	es	es	es	es	es
dea:Acc.Pl	1	fh	Acc.Pl	138	ās	deās	as	as	as	as	as	as	as	as	as	as	as
dea:Gen.Sg	1	fh	Gen.Sg	138	ae	deae	e	e	e	e	es	es	es	es	es	es	es
dea:Gen.Pl	1	fh	Gen.Pl	138	ārum	deārum	aro	es	es	es	es	es	es	es	es	es	es
dea:Abl.Sg	1	fh	Abl.Sg	138	ā	deā	a	a	a	a	a	a	a	a	a	a	a
dea:Nom.Pl	1	fh	Nom.Pl	138	ae	deae	e	as	as	as	as	as	as	as	as	as	as
dea:Acc.Sg	1	fh	Acc.Sg	138	am	deam	a	a	a	a	a	a	a	a	a	a	a
dea:Dat.Pl	1	fh	Dat.Pl	138	ābus	deābus	abos	as	es	es	es	es	es	es	es	es	es
decus:Nom.Sg	3	n	Nom.Sg	183		decus											
decus:Abl.Pl	3	n	Abl.Pl	183	ibus	decoribus	ebos	es	es	a	as	as	as	as	as	as	as
decus:Dat.Sg	3	n	Dat.Sg	183	ī	decorī	i	e	e	e	e	es	es	es	es	es	es
decus:Acc.Pl	3	n	Acc.Pl	183	a	decora	a	a	a	a	as	as	as	as	as	as	as
decus:Gen.Sg	3	n	Gen.Sg	183	is	decoris	es	e	e	e	e	es	es	es	es	es	es
decus:Gen.Pl	3	n	Gen.Pl	183	um	decorum	o	as	as	e	es	es	es	es	es	es	es
decus:Abl.Sg	3	n	Abl.Sg	183	e	decore	e	e	e	e	e	e					
decus:Nom.Pl	3	n	Nom.Pl	183	a	decora	a	a	a	a	as	as	as	as	as	as	as
decus:Acc.Sg	3	n	Acc.Sg	183		decus		e									
decus:Dat.Pl	3	n	Dat.Pl	183	ibus	decoribus	ebos	a	as	e	es	es	es	es	es	es	es
delicia:Nom.Sg	1	f	Nom.Sg	54	a	dēlicia	a	a	a	a	a	a	a	a	a	a	a
delicia:Abl.Pl	1	f	Abl.Pl	54	īs	dēliciīs	is	s	s	as	as	as	as	as	as	as	as
delicia:Dat.Sg	1	f	Dat.Sg	54	ae	dēliciae	e	e	e	es	es	es	es	es	es	es	es
delicia:Acc.Pl	1	f	Acc.Pl	54	ās	dēliciās	as	as	as	as	as	as	as	as	as	as	as
delicia:Gen.Sg	1	f	Gen.Sg	54	ae	dēliciae	e	e	e	e	es	es	es	es	es	es	es
delicia:Gen.Pl	1	f	Gen.Pl	54	ārum	dēliciārum	aro	es	es	es	es	es	es	es	es	es	es
delicia:Abl.Sg	1	f	Abl.Sg	54	ā	dēliciā	a	a	a	a	a	a	a	a	a	a	a
delicia:Nom.Pl	1	f	Nom.Pl	54	ae	dēliciae	e	as	as	as	as	as	as	as	as	as	as
delicia:Acc.Sg	1	f	Acc.Sg	54	am	dēliciam	a	a	a	a	a	a	a	a	a	a	a
delicia:Dat.Pl	1	f	Dat.Pl	54	īs	dēliciīs	is	s	es	es	es	es	es	es	es	es	es
dens:Nom.Sg	3	m	Nom.Sg	105		dēns											
dens:Abl.Pl	3	m	Abl.Pl	105	ibus	dentibus	ebos	es	es	es	es	es	es	es	es	es	es
dens:Dat.Sg	3	m	Dat.Sg	105	ī	dentī	i	e	es	es	es	es	es	es	es	es	es
dens:Acc.Pl	3	m	Acc.Pl	105	ēs	dentēs	es	es	es	es	es	es	es	es	es	es	es
dens:Gen.Sg	3	m	Gen.Sg	105	is	dentis	es	es	es	es	es	es	es	es	es	es	es
dens:Gen.Pl	3	m	Gen.Pl	105	ium	dentium	eo	es	es	es	es	es	es	es	es	es	es
dens:Abl.Sg	3	m	Abl.Sg	105	e	dente	e	e	e	e	e	e	e	e	e	e	e
dens:Nom.Pl	3	m	Nom.Pl	105	ēs	dentēs	es	es	es	es	es	es	es	es	es	es	es
dens:Acc.Sg	3	m	Acc.Sg	105	em	dentem	e	e	e	e	e	e	e	e	e	e	e
dens:Dat.Pl	3	m	Dat.Pl	105	ibus	dentibus	ebos	es	es	es	es	es	es	es	es	es	es
deus:Nom.Sg	2	mh	Nom.Sg	1507	us	deus	os	o	o	o	o	o	o	o	o	o	o
deus:Abl.Pl	2	mh	Abl.Pl	1507	īs	dīs	is	is	es	es	e	es	es	es	es	es	es
deus:Dat.Sg	2	mh	Dat.Sg	1507	ō	deō	o	o	e	e	e	e	e				
deus:Acc.Pl	2	mh	Acc.Pl	1507	ōs	deōs	os	s	s	s	es	es	es	es	es	es	es
deus:Gen.Sg	2	mh	Gen.Sg	1507	ī	deī	i	i									
deus:Gen.Pl	2	mh	Gen.Pl	1507	ōrum	deōrum	oro	s	es	es	es	es	es	es	es	es	es
deus:Abl.Sg	2	mh	Abl.Sg	1507	ō	deō	o	o	o	o	o	o	o	o	o	o	o
deus:Nom.Pl	2	mh	Nom.Pl	1507	ī	dī	i	s	s	s	s	es				e	es
deus:Acc.Sg	2	mh	Acc.Sg	1507	um	deum	o	o	o	o	o	o	o	o	o	o	o
deus:Dat.Pl	2	mh	Dat.Pl	1507	īs	dīs	is	es	es	es	es	es	es	es	es	es	es
dictum:Nom.Sg	2	n	Nom.Sg	126	um	dictum	o	o	o	o	o	o	o	o	o	o	o
dictum:Abl.Pl	2	n	Abl.Pl	126	īs	dictīs	is	e	e	e		a	a	a	a	as	as
dictum:Dat.Sg	2	n	Dat.Sg	126	ō	dictō	o		e	e	e	e					
dictum:Acc.Pl	2	n	Acc.Pl	126	a	dicta	a	a	a	a	a	a	a	a	a	a	as
dictum:Gen.Sg	2	n	Gen.Sg	126	ī	dictī	i	i									
dictum:Gen.Pl	2	n	Gen.Pl	126	ōrum	dictōrum	oro			e	es	es	es	es	es	es	es
dictum:Abl.Sg	2	n	Abl.Sg	126	ō	dictō	o	o	o	o	o	o	o	o	o	o	o
dictum:Nom.Pl	2	n	Nom.Pl	126	a	dicta	a	a	a	a	a	a	a	a	a	a	a
dictum:Acc.Sg	2	n	Acc.Sg	126	um	dictum	o	o	o	o	o	o	o	o	o	o	o
dictum:Dat.Pl	2	n	Dat.Pl	126	īs	dictīs	is		a	e	es	es	es	es	es	es	es
dies:Nom.Sg	5	m	Nom.Sg	1458	ēs	diēs	es	e	e	e	e	e	e	e	es	es	es
dies:Abl.Pl	5	m	Abl.Pl	1458	ēbus	diēbus	ebos	es	es	es	es	es	es	es	es	es	es
dies:Dat.Sg	5	m	Dat.Sg	1458	ēī	diēī	ei	e	es	es	es	es	es	es	es	es	es
dies:Acc.Pl	5	m	Acc.Pl	1458	ēs	diēs	es	es	es	es	es	es	es	es	es	es	es
dies:Gen.Sg	5	m	Gen.Sg	1458	ēī	diēī	ei	es	es	es	es	es	es	es	es	es	es
dies:Gen.Pl	5	m	Gen.Pl	1458	ērum	diērum	ero	es	es	es	es	es	es	es	es	es	es
dies:Abl.Sg	5	m	Abl.Sg	1458	ē	diē	e	e	e	e	e	e	e	es	es	es	es
dies:Nom.Pl	5	m	Nom.Pl	1458	ēs	diēs	es	es	es	es	es	es	es	es	es	es	es
dies:Acc.Sg	5	m	Acc.Sg	1458	em	diem	e	e	e	e	e	e	es	es	es	es	es
dies:Dat.Pl	5	m	Dat.Pl	1458	ēbus	diēbus	ebos	es	es	es	es	es	es	es	es	es	es
digitus:Nom.Sg	2	m	Nom.Sg	84	us	digitus	os	os	o	o	o	o	o	o	o	o	o
digitus:Abl.Pl	2	m	Abl.Pl	84	īs	digitīs	is	is	es	es	es	es	es	es	es	es	es
digitus:Dat.Sg	2	m	Dat.Sg	84	ō	digitō	o	o	e	e	e	e					
digitus:Acc.Pl	2	m	Acc.Pl	84	ōs	digitōs	os	s	s	s	s	es	es	es	es	es	es
digitus:Gen.Sg	2	m	Gen.Sg	84	ī	digitī	i	i	s								
digitus:Gen.Pl	2	m	Gen.Pl	84	ōrum	digitōrum	oro	s	es	es	es	es	es	es	es	es	es
digitus:Abl.Sg	2	m	Abl.Sg	84	ō	digitō	o	o	o	o	o	o	o	o	o	o	o
digitus:Nom.Pl	2	m	Nom.Pl	84	ī	digitī	i	s	s	s	s	s				e	es
digitus:Acc.Sg	2	m	Acc.Sg	84	um	digitum	o	o	o	o	o	o	o	o	o	o	o
digitus:Dat.Pl	2	m	Dat.Pl	84	īs	digitīs	is	es	es	es	es	es	es	es	es	es	es
discrimen:Nom.Sg	3	n	Nom.Sg	129		discrīmen											
discrimen:Abl.Pl	3	n	Abl.Pl	129	ibus	discrīminibus	ebos	es	es	a	as	as	as	as	as	as	as
discrimen:Dat.Sg	3	n	Dat.Sg	129	ī	discrīminī	i	e	e	e	e	es	es	es	es	es	es
discrimen:Acc.Pl	3	n	Acc.Pl	129	a	discrīmina	a	a	a	a	as	as	as	as	as	as	as
discrimen:Gen.Sg	3	n	Gen.Sg	129	is	discrīminis	es	es	e	e	e	es	es	es	es	es	es
discrimen:Gen.Pl	3	n	Gen.Pl	129	um	discrīminum	o	as	as	e	es	es	es	es	es	es	es
discrimen:Abl.Sg	3	n	Abl.Sg	129	e	discrīmine	e	e	e	e	e	e					
discrimen:Nom.Pl	3	n	Nom.Pl	129	a	discrīmina	a	a	a	a	as	as	as	as	as	as	as
discrimen:Acc.Sg	3	n	Acc.Sg	129		discrīmen											
discrimen:Dat.Pl	3	n	Dat.Pl	129	ibus	discrīminibus	ebos	a	as	e	es	es	es	es	es	es	es
divitiae:Nom.Sg	1	f	Nom.Sg	209				a	a	a	a	a	a	a	a	a	a
divitiae:Abl.Pl	1	f	Abl.Pl	209	īs	dīvitiīs	is	s	s	as	as	as	as	as	as	as	as
divitiae:Dat.Sg	1	f	Dat.Sg	209				e	es	es	es	es	es	es	es	es	es
divitiae:Acc.Pl	1	f	Acc.Pl	209	ās	dīvitiās	as	as	as	as	as	as	as	as	as	as	as
divitiae:Gen.Sg	1	f	Gen.Sg	209				e	e	es	es	es	es	es	es	es	es
divitiae:Gen.Pl	1	f	Gen.Pl	209	ārum	dīvitiārum	aro	es	es	es	es	es	es	es	es	es	es
divitiae:Abl.Sg	1	f	Abl.Sg	209				a	a	a	a	a	a	a	a	a	a
divitiae:Nom.Pl	1	f	Nom.Pl	209	ae	dīvitiae	e	as	as	as	as	as	as	as	as	as	as
divitiae:Acc.Sg	1	f	Acc.Sg	209				a	a	a	a	a	a	a	a	a	a
divitiae:Dat.Pl	1	f	Dat.Pl	209	īs	dīvitiīs	is	s	es	es	es	es	es	es	es	es	es
dolor:Nom.Sg	3	m	Nom.Sg	540		dolor											
dolor:Abl.Pl	3	m	Abl.Pl	540	ibus	dolōribus	ebos	es	es	es	es	es	es	es	es	es	es
dolor:Dat.Sg	3	m	Dat.Sg	540	ī	dolōrī	i	e	es	es	es	es	es	es	es	es	es
dolor:Acc.Pl	3	m	Acc.Pl	540	ēs	dolōrēs	es	es	es	es	es	es	es	es	es	es	es
dolor:Gen.Sg	3	m	Gen.Sg	540	is	dolōris	es	es	es	es	es	es	es	es	es	es	es
dolor:Gen.Pl	3	m	Gen.Pl	540	um	dolōrum	o	es	es	es	es	es	es	es	es	es	es
dolor:Abl.Sg	3	m	Abl.Sg	540	e	dolōre	e	e	e	e	e	e	e	e	e	e	e
dolor:Nom.Pl	3	m	Nom.Pl	540	ēs	dolōrēs	es	es	es	es	es	es	es	es	es	es	es
dolor:Acc.Sg	3	m	Acc.Sg	540	em	dolōrem	e	e	e	e	e	e	e	e	e	e	e
dolor:Dat.Pl	3	m	Dat.Pl	540	ibus	dolōribus	ebos	es	es	es	es	es	es	es	es	es	es
dolus:Nom.Sg	2	m	Nom.Sg	130	us	dolus	os	o	o	o	o	o	o	o	o	o	o
dolus:Abl.Pl	2	m	Abl.Pl	130	īs	dolīs	is	is	es	es	es	es	es	es	es	es	es
dolus:Dat.Sg	2	m	Dat.Sg	130	ō	dolō	o	o		e	e	e					
dolus:Acc.Pl	2	m	Acc.Pl	130	ōs	dolōs	os	s	s	s	es	es	es	es	es	es	es
dolus:Gen.Sg	2	m	Gen.Sg	130	ī	dolī	i	i									
dolus:Gen.Pl	2	m	Gen.Pl	130	ōrum	dolōrum	oro	s	es	es	es	es	es	es	es	es	es
dolus:Abl.Sg	2	m	Abl.Sg	130	ō	dolō	o	o	o	o	o	o	o	o	o	o	o
dolus:Nom.Pl	2	m	Nom.Pl	130	ī	dolī	i	s	s	s	s	s				e	es
dolus:Acc.Sg	2	m	Acc.Sg	130	um	dolum	o	o	o	o	o	o	o	o	o	o	o
dolus:Dat.Pl	2	m	Dat.Pl	130	īs	dolīs	is	es	es	es	es	es	es	es	es	es	es
domina:Nom.Sg	1	fh	Nom.Sg	94	a	domina	a	a	a	a	a	a	a	a	a	a	a
domina:Abl.Pl	1	fh	Abl.Pl	94	īs	dominīs	is	s	s	as	as	as	as	as	as	as	as
domina:Dat.Sg	1	fh	Dat.Sg	94	ae	dominae	e	e	es	es	es	es	es	es	es	es	es
domina:Acc.Pl	1	fh	Acc.Pl	94	ās	dominās	as	as	as	as	as	as	as	as	as	as	as
