Word	Declension	Gender	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
aer:Dat.Sg	3	m	78	āerī	ī	ē	e	e	e	e	e	i	i	i	i
aer:Acc.Pl	3	m	78	āerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aer:Gen.Sg	3	m	78	āeris	is	is	is	is	is	is	i	i	i	i	i
aer:Gen.Pl	3	m	78	āerum	um	is	is	is	is	i	i	i	i	i	i
aer:Abl.Sg	3	m	78	āere	e	e	e	e	e	e	e	e	e	i	i
aer:Nom.Pl	3	m	78	āerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aer:Acc.Sg	3	m	78	āera	a	em	em	em	em	em	em	em	em	em	em
aer:Dat.Pl	3	m	78	āeribus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
aes:Nom.Sg	3	n	141	aes											
aes:Abl.Pl	3	n	141	aeribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
aes:Dat.Sg	3	n	141	aerī	ī	e	e	e	e	e	e	i	i	i	i
aes:Acc.Pl	3	n	141	aera	a	a	e	e	e	e	e	e	e	e	e
aes:Gen.Sg	3	n	141	aeris	is	is	is	is	i	i	i	i	i	i	i
aes:Gen.Pl	3	n	141	aerum	um	i	es	is	i	i	i	i	i	i	i
aes:Abl.Sg	3	n	141	aere	e	e	e	e	e	e	e	e	e	i	i
aes:Nom.Pl	3	n	141	aera	a	a	e	es	e	e	e	e	e	e	e
aes:Acc.Sg	3	n	141	aes		em	em	em	em	em	em	em	em	em	em
aes:Dat.Pl	3	n	141	aeribus	ibus	ibus	ebus	ibus	i	e	i	i	i	i	i
aestas:Nom.Sg	3	f	89	aestās											
aestas:Abl.Pl	3	f	89	aestātibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
aestas:Dat.Sg	3	f	89	aestātī	ī	ē	e	e	e	e	e	i	i	i	i
aestas:Acc.Pl	3	f	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aestas:Gen.Sg	3	f	89	aestātis	is	is	is	is	is	is	i	i	i	i	i
aestas:Gen.Pl	3	f	89	aestātum	um	is	is	is	is	i	i	i	i	i	i
aestas:Abl.Sg	3	f	89	aestāte	e	e	e	e	e	e	e	e	e	i	i
aestas:Nom.Pl	3	f	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aestas:Acc.Sg	3	f	89	aestātem	em	em	em	em	em	em	em	em	em	em	em
aestas:Dat.Pl	3	f	89	aestātibus	ibus	ibus	ibus	ibus	is	i	i	i	i	i	i
aestus:Nom.Sg	4	m	105	aestus	us	us	us	us	us	us	um	um	um	um	um
aestus:Abl.Pl	4	m	105	aestibus	ibus	ibus	ubus	ubus	u	u	uo	u	uo	u	u
aestus:Dat.Sg	4	m	105	aestuī	uī	ō	ō	uo	uo	uo	uo	uo	uo	uo	uo
aestus:Acc.Pl	4	m	105	aestūs	ūs	uis	ues	ues	ues	ues	ues	ues	ues	ues	ues
aestus:Gen.Sg	4	m	105	aestūs	ūs	ūs	uos	uos	uos	uo	uo	uo	uo	uo	uo
aestus:Gen.Pl	4	m	105	aestuum	uum	ūs	us	us	us	uo	u	uo	uo	u	u
aestus:Abl.Sg	4	m	105	aestū	ū	uo	uo	uo	uo	uo	ō	ō	uo	uo	uo
aestus:Nom.Pl	4	m	105	aestūs	ūs	uis	ues	ues	ues	ues	ues	ues	ues	ues	ues
aestus:Acc.Sg	4	m	105	aestum	um	um	um	um	um	um	um	um	um	um	um
aestus:Dat.Pl	4	m	105	aestibus	ibus	ibus	ubus	ubus	u	u	u	u	uo	u	u
aetas:Nom.Sg	3	f	418	aetās											
aetas:Abl.Pl	3	f	418	aetātibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	e	i	i	i
aetas:Dat.Sg	3	f	418	aetātī	ī	ē	e	e	e	e	e	i	i	i	i
aetas:Acc.Pl	3	f	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aetas:Gen.Sg	3	f	418	aetātis	is	is	is	is	is	is	i	i	i	i	i
aetas:Gen.Pl	3	f	418	aetātum	um	is	is	is	is	i	i	i	i	i	i
aetas:Abl.Sg	3	f	418	aetāte	e	e	e	e	e	e	e	e	e	i	i
aetas:Nom.Pl	3	f	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aetas:Acc.Sg	3	f	418	aetātem	em	em	em	em	em	em	em	em	em	em	em
aetas:Dat.Pl	3	f	418	aetātibus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
aevum:Nom.Sg	2	n	91	aevum	um	um	um	um	um	um	um	um	um	um	um
aevum:Abl.Pl	2	n	91	aevīs	īs	uis	u	i	i	u	u	uo	uo	u	u
aevum:Dat.Sg	2	n	91	aevō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
aevum:Acc.Pl	2	n	91	aeva	a	a	a	e	e	e	e	i	i	i	i
aevum:Gen.Sg	2	n	91	aevī	ī	ō	ō	ō	uo	uo	uo	uo	uo	uo	uo
aevum:Gen.Pl	2	n	91	aevōrum	ōrum	ōrum	uorum	ōrm	ue	uo	uo	uo	uo	u	u
aevum:Abl.Sg	2	n	91	aevō	ō	ō	ō	ō	ō	ō	ō	ō	uo	uo	uo
aevum:Nom.Pl	2	n	91	aeva	a	a	e	i	i	e	e	i	i	i	i
aevum:Acc.Sg	2	n	91	aevum	um	um	um	um	um	um	um	um	um	um	um
aevum:Dat.Pl	2	n	91	aevīs	īs	i	o	i	u	ue	uo	uo	uo	u	u
affectus:Nom.Sg	4	m	185	affectus	us	us	us	us	us	us	um	um	um	um	um
affectus:Abl.Pl	4	m	185	affectibus	ibus	ibus	ubus	ubus	u	u	uo	u	uo	u	u
affectus:Dat.Sg	4	m	185	affectuī	uī	ō	ō	uo	uo	uo	uo	uo	uo	uo	uo
affectus:Acc.Pl	4	m	185	affectūs	ūs	uis	ues	ues	ues	ues	ues	ues	ues	ues	ues
affectus:Gen.Sg	4	m	185	affectūs	ūs	ū	uos	uos	uos	uo	uo	uo	uo	uo	uo
affectus:Gen.Pl	4	m	185	affectuum	uum	ūs	us	us	us	uo	uo	uo	uo	u	u
affectus:Abl.Sg	4	m	185	affectū	ū	ō	uo	uo	uo	uo	ō	ō	uo	uo	uo
affectus:Nom.Pl	4	m	185	affectūs	ūs	uis	ues	ues	ues	ues	ues	ues	ues	ues	ues
affectus:Acc.Sg	4	m	185	affectum	um	um	um	um	um	um	um	um	um	um	um
affectus:Dat.Pl	4	m	185	affectibus	ibus	ibus	ubus	ubus	u	u	u	u	uo	u	u
ager:Nom.Sg	2	m	337	ager		us	us	us	us	um	um	um	um	um	um
ager:Abl.Pl	2	m	337	agrīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
ager:Dat.Sg	2	m	337	agrō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
ager:Acc.Pl	2	m	337	agrōs	ōs	ies	ues	ues	ues	ues	ues	ues	ues	ues	ues
ager:Gen.Sg	2	m	337	agrī	ī	uo	uo	uo	uo	uo	uo	uo	uo	uo	uo
ager:Gen.Pl	2	m	337	agrōrum	ōrum	ōrum	uorum	uorm	ue	ue	uo	uo	uo	uo	u
ager:Abl.Sg	2	m	337	agrō	ō	ō	uo	ō	ō	ō	ō	ō	uo	uo	uo
ager:Nom.Pl	2	m	337	agrī	ī	ies	ues	ues	ues	ues	ues	ues	ues	ues	ues
ager:Acc.Sg	2	m	337	agrum	um	um	um	um	um	um	um	um	um	um	um
ager:Dat.Pl	2	m	337	agrīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
agger:Nom.Sg	3	m	76	agger											
agger:Abl.Pl	3	m	76	aggeribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
agger:Dat.Sg	3	m	76	aggerī	ī	ē	e	e	e	e	e	i	i	i	i
agger:Acc.Pl	3	m	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
agger:Gen.Sg	3	m	76	aggeris	is	is	is	is	is	is	i	i	i	i	i
agger:Gen.Pl	3	m	76	aggerum	um	is	is	is	is	i	i	i	i	i	i
agger:Abl.Sg	3	m	76	aggere	e	e	e	e	e	e	e	e	e	i	i
agger:Nom.Pl	3	m	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
agger:Acc.Sg	3	m	76	aggerem	em	em	em	em	em	em	em	em	em	em	em
agger:Dat.Pl	3	m	76	aggeribus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
agmen:Nom.Sg	3	n	360	agmen											
agmen:Abl.Pl	3	n	360	agminibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
agmen:Dat.Sg	3	n	360	agminī	ī	e	e	e	e	e	e	i	i	i	i
agmen:Acc.Pl	3	n	360	agmina	a	a	e	e	e	e	e	e	e	e	e
agmen:Gen.Sg	3	n	360	agminis	is	is	is	is	i	i	i	i	i	i	i
agmen:Gen.Pl	3	n	360	agminum	um	i	es	is	i	i	i	i	i	i	i
agmen:Abl.Sg	3	n	360	agmine	e	e	e	e	e	e	e	e	i	i	i
agmen:Nom.Pl	3	n	360	agmina	a	a	e	es	e	e	e	e	e	e	e
agmen:Acc.Sg	3	n	360	agmen		e	em	em	em	em	em	em	em	em	em
agmen:Dat.Pl	3	n	360	agminibus	ibus	ibus	ebus	ibus	i	i	i	i	i	i	i
ala:Nom.Sg	1	f	73	āla	a	a	a	a	a	a	a	a	a	a	a
ala:Abl.Pl	1	f	73	ālīs	īs	ēs	ēs	aes	ae	ae	ae	ae	ae	ae	ae
ala:Dat.Sg	1	f	73	ālae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
ala:Acc.Pl	1	f	73	ālās	ās	aes	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs
ala:Gen.Sg	1	f	73	ālae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
ala:Gen.Pl	1	f	73	ālārum	ārum	eorum	ērum	ērm	ae	ae	ae	ae	ae	ae	ae
ala:Abl.Sg	1	f	73	ālā	ā	ā	ā	ā	ae	ae	ae	ae	ae	ae	ae
ala:Nom.Pl	1	f	73	ālae	ae	ā	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
ala:Acc.Sg	1	f	73	ālam	am	am	am	am	am	am	am	am	em	em	em
ala:Dat.Pl	1	f	73	ālīs	īs	ēs	ēs	ēs	ae	ae	ae	ae	ae	ae	ae
altum:Nom.Sg	2	n	96	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Abl.Pl	2	n	96	altīs	īs	uis	o	i	i	u	u	uo	u	u	u
altum:Dat.Sg	2	n	96	altō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
altum:Acc.Pl	2	n	96	alta	a	a	a	e	e	e	e	i	i	i	i
altum:Gen.Sg	2	n	96	altī	ī	uo	ō	ō	uo	uo	uo	uo	uo	uo	uo
altum:Gen.Pl	2	n	96	altōrum	ōrum	ōrum	uorum	ōrm	ue	ue	uo	uo	u	uo	u
altum:Abl.Sg	2	n	96	altō	ō	ō	ō	ō	ō	ō	ō	ō	uo	uo	uo
altum:Nom.Pl	2	n	96	alta	a	a	e	i	e	e	e	i	i	i	i
altum:Acc.Sg	2	n	96	altum	um	um	um	um	um	um	um	um	um	um	um
altum:Dat.Pl	2	n	96	altīs	īs	u	o	i	u	u	u	u	u	u	u
amica:Nom.Sg	1	f	564	amīca	a	a	a	a	a	a	a	a	a	a	a
amica:Abl.Pl	1	f	564	amīcīs	īs	ēs	ēs	aes	ae	ae	ae	ae	ae	ae	ae
amica:Dat.Sg	1	f	564	amīcae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
amica:Acc.Pl	1	f	564	amīcās	ās	aes	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs
amica:Gen.Sg	1	f	564	amīcae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
amica:Gen.Pl	1	f	564	amīcārum	ārum	eorum	ērum	ērm	ae	ae	ae	ae	ae	ae	ae
amica:Abl.Sg	1	f	564	amīcā	ā	ā	ā	ā	ae	ae	ae	ae	ae	ae	ae
amica:Nom.Pl	1	f	564	amīcae	ae	ā	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amica:Acc.Sg	1	f	564	amīcam	am	am	am	am	am	am	am	am	em	em	em
amica:Dat.Pl	1	f	564	amīcīs	īs	ēs	ēs	ēs	ae	ae	ae	ae	ae	ae	ae
amicus:Nom.Sg	2	m	564	amīcus	us	us	us	us	us	um	um	um	um	um	um
amicus:Abl.Pl	2	m	564	amīcīs	īs	uis	ues	ues	ie	ue	uo	uo	uo	uo	u
amicus:Dat.Sg	2	m	564	amīcō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
amicus:Acc.Pl	2	m	564	amīcōs	ōs	ies	ues	ues	ues	ues	ues	ues	ues	ues	ues
amicus:Gen.Sg	2	m	564	amīcī	ī	ō	uo	uo	uo	uo	uo	uo	uo	uo	uo
amicus:Gen.Pl	2	m	564	amīcōrum	ōrum	ōrum	uorum	uorm	ue	ue	uo	uo	uo	uo	u
amicus:Abl.Sg	2	m	564	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	uo	uo	uo
amicus:Nom.Pl	2	m	564	amīcī	ī	ues	ues	ues	ues	ues	ues	ues	ues	ues	ues
amicus:Acc.Sg	2	m	564	amīcum	um	um	um	um	um	um	um	um	um	um	um
amicus:Dat.Pl	2	m	564	amīcīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
amnis:Nom.Sg	3	m	244	amnis	is										
amnis:Abl.Pl	3	m	244	amnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
amnis:Dat.Sg	3	m	244	amnī	ī	ē	e	e	e	e	i	i	i	i	i
amnis:Acc.Pl	3	m	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amnis:Gen.Sg	3	m	244	amnis	is	is	is	is	is	is	i	i	i	i	i
amnis:Gen.Pl	3	m	244	amnium	ium	is	is	is	is	i	i	i	i	i	i
amnis:Abl.Sg	3	m	244	amne	e	e	e	e	e	e	e	e	e	i	i
amnis:Nom.Pl	3	m	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amnis:Acc.Sg	3	m	244	amnem	em	em	em	em	em	em	em	em	em	em	em
amnis:Dat.Pl	3	m	244	amnibus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
amor:Nom.Sg	3	m	539	amor											
amor:Abl.Pl	3	m	539	amōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
amor:Dat.Sg	3	m	539	amōrī	ī	ē	e	e	e	e	e	i	i	i	i
amor:Acc.Pl	3	m	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amor:Gen.Sg	3	m	539	amōris	is	is	is	is	is	is	i	i	i	i	i
amor:Gen.Pl	3	m	539	amōrum	um	is	is	is	is	i	i	i	i	i	i
amor:Abl.Sg	3	m	539	amōre	e	e	e	e	e	e	e	e	e	i	i
amor:Nom.Pl	3	m	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amor:Acc.Sg	3	m	539	amōrem	em	em	em	em	em	em	em	em	em	em	em
amor:Dat.Pl	3	m	539	amōribus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
anima:Nom.Sg	1	f	182	anima	a	a	a	a	a	a	a	a	a	a	a
anima:Abl.Pl	1	f	182	animīs	īs	ēs	ēs	aes	ae	ae	ae	ae	ae	ae	ae
anima:Dat.Sg	1	f	182	animae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
anima:Acc.Pl	1	f	182	animās	ās	aes	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs
anima:Gen.Sg	1	f	182	animae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
anima:Gen.Pl	1	f	182	animārum	ārum	eorum	ērum	ērm	ae	ae	ae	ae	ae	ae	ae
anima:Abl.Sg	1	f	182	animā	ā	ā	ā	ā	ae	ae	ae	ae	ae	ae	ae
anima:Nom.Pl	1	f	182	animae	ae	ā	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
anima:Acc.Sg	1	f	182	animam	am	am	am	am	am	am	am	am	em	em	em
anima:Dat.Pl	1	f	182	animīs	īs	ēs	ēs	ēs	ae	ae	ae	ae	ae	ae	ae
animal:Nom.Sg	3	n	307	animal											
animal:Abl.Pl	3	n	307	animālibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	i	i	i	i
animal:Dat.Sg	3	n	307	animālī	ī	e	e	e	e	e	e	i	i	i	i
animal:Acc.Pl	3	n	307	animālia	ia	a	e	e	e	e	e	e	e	e	e
animal:Gen.Sg	3	n	307	animālis	is	is	is	es	i	i	i	i	i	i	i
animal:Gen.Pl	3	n	307	animālium	ium	i	es	is	i	i	i	i	i	i	i
animal:Abl.Sg	3	n	307	animālī	ī	e	e	e	e	e	e	e	i	i	i
animal:Nom.Pl	3	n	307	animālia	ia	a	e	e	e	e	e	e	e	e	e
animal:Acc.Sg	3	n	307	animal		em	em	em	em	em	em	em	em	em	em
animal:Dat.Pl	3	n	307	animālibus	ibus	ibus	ebus	ibus	i	i	i	i	i	i	i
animus:Nom.Sg	2	m	2407	animus	us	us	us	uz	un	um	um	um	um	um	um
animus:Abl.Pl	2	m	2407	animīs	īs	uis	ues	ues	ie	ue	uo	uo	uo	uo	u
animus:Dat.Sg	2	m	2407	animō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
animus:Acc.Pl	2	m	2407	animōs	ōs	ies	ies	ues	ues	ues	ues	ues	ues	ues	ues
animus:Gen.Sg	2	m	2407	animī	ī	ō	ō	uo	uo	uo	uo	uo	uo	uo	uo
animus:Gen.Pl	2	m	2407	animōrum	ōrum	ōrum	uorm	uorm	ue	ue	uo	uo	uo	uo	u
animus:Abl.Sg	2	m	2407	animō	ō	ō	ō	ō	ō	ō	ō	ō	uo	uo	uo
animus:Nom.Pl	2	m	2407	animī	ī	ies	ues	ues	ues	ues	ues	ues	ues	ues	ues
animus:Acc.Sg	2	m	2407	animum	um	um	um	um	um	um	um	um	um	um	um
animus:Dat.Pl	2	m	2407	animīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
annus:Nom.Sg	2	m	650	annus	us	us	us	us	us	u	um	um	um	um	um
annus:Abl.Pl	2	m	650	annīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
annus:Dat.Sg	2	m	650	annō	ō	ō	ō	ō	ō	uo	uo	uo	uo	uo	uo
annus:Acc.Pl	2	m	650	annōs	ōs	ies	ues	ues	ues	ues	ues	ues	ues	ues	ues
annus:Gen.Sg	2	m	650	annī	ī	uo	uo	uo	uo	uo	uo	uo	uo	uo	uo
annus:Gen.Pl	2	m	650	annōrum	ōrum	ōrum	uorum	uorm	ue	ue	uo	uo	uo	uo	u
annus:Abl.Sg	2	m	650	annō	ō	ō	ō	ō	ō	ō	ō	ō	uo	uo	uo
annus:Nom.Pl	2	m	650	annī	ī	ues	ues	ues	ues	ues	ues	ues	ues	ues	ues
annus:Acc.Sg	2	m	650	annum	um	um	um	um	um	um	um	um	um	um	um
annus:Dat.Pl	2	m	650	annīs	īs	uis	ues	ues	ue	ue	uo	uo	uo	uo	u
aqua:Nom.Sg	1	f	383	aqua	a	a	a	a	a	a	a	a	a	a	a
aqua:Abl.Pl	1	f	383	aquīs	īs	ēs	ēs	aes	ae	ae	ae	ae	ae	ae	ae
aqua:Dat.Sg	1	f	383	aquae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
aqua:Acc.Pl	1	f	383	aquās	ās	aes	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs
aqua:Gen.Sg	1	f	383	aquae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
aqua:Gen.Pl	1	f	383	aquārum	ārum	eorum	ērum	ērm	ae	ae	ae	ae	ae	ae	ae
aqua:Abl.Sg	1	f	383	aquā	ā	ā	ā	ā	ae	ae	ae	ae	ae	ae	ae
aqua:Nom.Pl	1	f	383	aquae	ae	ā	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aqua:Acc.Sg	1	f	383	aquam	am	am	am	am	am	am	am	am	em	em	em
aqua:Dat.Pl	1	f	383	aquīs	īs	ēs	ēs	ēs	ae	ae	ae	ae	ae	ae	ae
ara:Nom.Sg	1	f	199	āra	a	a	a	a	a	a	a	a	a	a	a
ara:Abl.Pl	1	f	199	ārīs	īs	ēs	ēs	aes	ae	ae	ae	ae	ae	ae	ae
ara:Dat.Sg	1	f	199	ārae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
ara:Acc.Pl	1	f	199	ārās	ās	aes	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs
ara:Gen.Sg	1	f	199	ārae	ae	ē	ē	ae	ae	ae	ae	ae	ae	ae	ae
ara:Gen.Pl	1	f	199	ārārum	ārum	eorum	ērum	ērm	ae	ae	ae	ae	ae	ae	ae
ara:Abl.Sg	1	f	199	ārā	ā	ā	ā	ā	ae	ae	ae	ae	ae	ae	ae
ara:Nom.Pl	1	f	199	ārae	ae	ā	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
ara:Acc.Sg	1	f	199	āram	am	am	am	am	am	am	am	am	em	em	em
ara:Dat.Pl	1	f	199	ārīs	īs	ēs	ēs	ēs	ae	ae	ae	ae	ae	ae	ae
arbiter:Nom.Sg	2	m	54	arbiter		us	us	um	um	um	um	um	um	um	um
arbiter:Abl.Pl	2	m	54	arbitrīs	īs	uis	ues	ues	ie	ue	uo	uo	uo	uo	u
