Word	Declension	Gender	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
crinis:Acc.Pl	3	m	93	crīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
crinis:Gen.Sg	3	m	93	crīnis	is	is	is	e	e	e	e	e	e	e	e
crinis:Gen.Pl	3	m	93	crīnium	ium	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
crinis:Abl.Sg	3	m	93	crīne	e	e	e	e	e	e	e	e	e	e	e
crinis:Nom.Pl	3	m	93	crīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
crinis:Acc.Sg	3	m	93	crīnem	em	em	em	em	em	em	em	em	em	em	em
crinis:Dat.Pl	3	m	93	crīnibus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
cruor:Nom.Sg	3	m	103	cruor						e	e	e	e	e	e
cruor:Abl.Pl	3	m	103	cruōribus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
cruor:Dat.Sg	3	m	103	cruōrī	ī	e	e	e	e	e	e	e	e	e	e
cruor:Acc.Pl	3	m	103	cruōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cruor:Gen.Sg	3	m	103	cruōris	is	is	is	e	e	e	e	e	e	e	e
cruor:Gen.Pl	3	m	103	cruōrum	um	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cruor:Abl.Sg	3	m	103	cruōre	e	e	e	e	e	e	e	e	e	e	e
cruor:Nom.Pl	3	m	103	cruōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cruor:Acc.Sg	3	m	103	cruōrem	em	em	em	em	em	em	em	em	em	em	em
cruor:Dat.Pl	3	m	103	cruōribus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
cubile:Nom.Sg	3	n	56	cubīle	e					e	e	e	e	e	e
cubile:Abl.Pl	3	n	56	cubīlibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
cubile:Dat.Sg	3	n	56	cubīlī	ī	e	e	e	e	e	e	e	e	e	e
cubile:Acc.Pl	3	n	56	cubīlia	ia	a	a	a	a	a	a	e	e	e	e
cubile:Gen.Sg	3	n	56	cubīlis	is	i	e	e	e	e	e	e	e	e	e
cubile:Gen.Pl	3	n	56	cubīlium	ium	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
cubile:Abl.Sg	3	n	56	cubīlī	ī	e	e	e	e	e	e	e	e	e	e
cubile:Nom.Pl	3	n	56	cubīlia	ia	a	a	a	a	a	a	e	e	e	e
cubile:Acc.Sg	3	n	56	cubīle	e					e	e	e	e	e	e
cubile:Dat.Pl	3	n	56	cubīlibus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
culpa:Nom.Sg	1	f	121	culpa	a	a	a	a	a	a	a	a	a	a	a
culpa:Abl.Pl	1	f	121	culpīs	īs	ī	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
culpa:Dat.Sg	1	f	121	culpae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
culpa:Acc.Pl	1	f	121	culpās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
culpa:Gen.Sg	1	f	121	culpae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
culpa:Gen.Pl	1	f	121	culpārum	ārum	aerum	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
culpa:Abl.Sg	1	f	121	culpā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
culpa:Nom.Pl	1	f	121	culpae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
culpa:Acc.Sg	1	f	121	culpam	am	am	am	am	am	am	am	am	am	am	am
culpa:Dat.Pl	1	f	121	culpīs	īs	aes	ae	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu
cultus:Nom.Sg	4	m	145	cultus	us	us	us	um	um	um	um	um	um	um	um
cultus:Abl.Pl	4	m	145	cultibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
cultus:Dat.Sg	4	m	145	cultuī	uī	ū	u	o	o	o	e	e	e	e	e
cultus:Acc.Pl	4	m	145	cultūs	ūs	oes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cultus:Gen.Sg	4	m	145	cultūs	ūs	ūs	ūs	o	o	o	e	e	e	e	e
cultus:Gen.Pl	4	m	145	cultuum	uum	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cultus:Abl.Sg	4	m	145	cultū	ū	ou	o	o	o	o	e	e	e	e	e
cultus:Nom.Pl	4	m	145	cultūs	ūs	ues	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cultus:Acc.Sg	4	m	145	cultum	um	um	um	um	um	um	um	um	um	um	um
cultus:Dat.Pl	4	m	145	cultibus	ibus	isu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cupido:Nom.Sg	3	f	116	cupīdō						e	e	e	e	e	e
cupido:Abl.Pl	3	f	116	cupīdinibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
cupido:Dat.Sg	3	f	116	cupīdinī	ī	e	e	e	e	e	e	e	e	e	e
cupido:Acc.Pl	3	f	116	cupīdinēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cupido:Gen.Sg	3	f	116	cupīdinis	is	i	i	e	e	e	e	e	e	e	e
cupido:Gen.Pl	3	f	116	cupīdinum	um	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cupido:Abl.Sg	3	f	116	cupīdine	e	e	e	e	e	e	e	e	e	e	e
cupido:Nom.Pl	3	f	116	cupīdinēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cupido:Acc.Sg	3	f	116	cupīdinem	em	em	em	em	em	em	em	em	em	em	em
cupido:Dat.Pl	3	f	116	cupīdinibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cura:Nom.Sg	1	f	492	cūra	a	a	a	a	a	a	a	a	a	a	a
cura:Abl.Pl	1	f	492	cūrīs	īs	ī	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
cura:Dat.Sg	1	f	492	cūrae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
cura:Acc.Pl	1	f	492	cūrās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
cura:Gen.Sg	1	f	492	cūrae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
cura:Gen.Pl	1	f	492	cūrārum	ārum	aerum	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
cura:Abl.Sg	1	f	492	cūrā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
cura:Nom.Pl	1	f	492	cūrae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
cura:Acc.Sg	1	f	492	cūram	am	am	am	am	am	am	am	am	am	am	am
cura:Dat.Pl	1	f	492	cūrīs	īs	aes	ae	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu
currus:Nom.Sg	4	m	177	currus	us	us	us	um	um	um	um	um	um	um	um
currus:Abl.Pl	4	m	177	curribus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
currus:Dat.Sg	4	m	177	curruī	uī	ū	u	o	o	o	e	e	e	e	e
currus:Acc.Pl	4	m	177	currūs	ūs	oes	oes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
currus:Gen.Sg	4	m	177	currūs	ūs	ūs	ūs	o	o	o	e	e	e	e	e
currus:Gen.Pl	4	m	177	curruum	uum	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
currus:Abl.Sg	4	m	177	currū	ū	ou	o	o	o	o	e	e	e	e	e
currus:Nom.Pl	4	m	177	currūs	ūs	ues	oes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
currus:Acc.Sg	4	m	177	currum	um	um	um	um	um	um	um	um	um	um	um
currus:Dat.Pl	4	m	177	curribus	ibus	isu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cursus:Nom.Sg	4	m	293	cursus	us	us	us	um	um	um	um	um	um	um	um
cursus:Abl.Pl	4	m	293	cursibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
cursus:Dat.Sg	4	m	293	cursuī	uī	ū	u	o	o	o	e	e	e	e	e
cursus:Acc.Pl	4	m	293	cursūs	ūs	oes	oes	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cursus:Gen.Sg	4	m	293	cursūs	ūs	ūs	ūs	o	o	o	e	e	e	e	e
cursus:Gen.Pl	4	m	293	cursuum	uum	isu	iu	iu	iu	iu	iu	iu	iu	iu	iu
cursus:Abl.Sg	4	m	293	cursū	ū	ou	o	o	o	o	e	e	e	e	e
cursus:Nom.Pl	4	m	293	cursūs	ūs	ues	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cursus:Acc.Sg	4	m	293	cursum	um	um	um	um	um	um	um	um	um	um	um
cursus:Dat.Pl	4	m	293	cursibus	ibus	isu	iu	iu	iu	iu	iu	iu	iu	iu	iu
custodia:Nom.Sg	1	f	104	custōdia	a	a	a	a	a	a	a	a	a	a	a
custodia:Abl.Pl	1	f	104	custōdiīs	īs	ī	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
custodia:Dat.Sg	1	f	104	custōdiae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
custodia:Acc.Pl	1	f	104	custōdiās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
custodia:Gen.Sg	1	f	104	custōdiae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
custodia:Gen.Pl	1	f	104	custōdiārum	ārum	aerum	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
custodia:Abl.Sg	1	f	104	custōdiā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
custodia:Nom.Pl	1	f	104	custōdiae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
custodia:Acc.Sg	1	f	104	custōdiam	am	am	am	am	am	am	am	am	am	am	am
custodia:Dat.Pl	1	f	104	custōdiīs	īs	ies	ae	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu
custos:Nom.Sg	3	m	165	custōs						e	e	e	e	e	e
custos:Abl.Pl	3	m	165	custōdibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
custos:Dat.Sg	3	m	165	custōdī	ī	e	e	e	e	e	e	e	e	e	e
custos:Acc.Pl	3	m	165	custōdēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
custos:Gen.Sg	3	m	165	custōdis	is	is	is	e	e	e	e	e	e	e	e
custos:Gen.Pl	3	m	165	custōdum	um	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
custos:Abl.Sg	3	m	165	custōde	e	e	e	e	e	e	e	e	e	e	e
custos:Nom.Pl	3	m	165	custōdēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
custos:Acc.Sg	3	m	165	custōdem	em	em	em	em	em	em	em	em	em	em	em
custos:Dat.Pl	3	m	165	custōdibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu	iu
damnum:Nom.Sg	2	n	109	damnum	um	um	um	um	um	um	um	um	um	um	um
damnum:Abl.Pl	2	n	109	damnīs	īs	ī	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
damnum:Dat.Sg	2	n	109	damnō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
damnum:Acc.Pl	2	n	109	damna	a	a	a	a	a	a	a	e	e	e	e
damnum:Gen.Sg	2	n	109	damnī	ī	ue	ō	ō	ō	ō	ō	ō	ō	ō	ō
damnum:Gen.Pl	2	n	109	damnōrum	ōrum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
damnum:Abl.Sg	2	n	109	damnō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
damnum:Nom.Pl	2	n	109	damna	a	a	a	a	a	a	a	e	e	e	e
damnum:Acc.Sg	2	n	109	damnum	um	um	um	um	um	um	um	um	um	um	um
damnum:Dat.Pl	2	n	109	damnīs	īs	īs	ie	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dea:Nom.Sg	1	f	138	dea	a	a	a	a	a	a	a	a	a	a	a
dea:Abl.Pl	1	f	138	deābus	ābus	ī	ieu	aeu	ieu	ieu	ieu	aeu	ieu	ieu	ieu
dea:Dat.Sg	1	f	138	deae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
dea:Acc.Pl	1	f	138	deās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
dea:Gen.Sg	1	f	138	deae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
dea:Gen.Pl	1	f	138	deārum	ārum	aerum	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dea:Abl.Sg	1	f	138	deā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
dea:Nom.Pl	1	f	138	deae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
dea:Acc.Sg	1	f	138	deam	am	am	am	am	am	am	am	am	am	am	am
dea:Dat.Pl	1	f	138	deābus	ābus	aes	ae	ae	ieu	ieu	ieu	aeu	ieu	ieu	ieu
decus:Nom.Sg	3	n	183	decus						e	e	e	e	e	e
decus:Abl.Pl	3	n	183	decoribus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
decus:Dat.Sg	3	n	183	decorī	ī	e	e	e	e	e	e	e	e	e	e
decus:Acc.Pl	3	n	183	decora	a	a	a	a	a	a	a	e	e	e	e
decus:Gen.Sg	3	n	183	decoris	is	i	e	e	e	e	e	e	e	e	e
decus:Gen.Pl	3	n	183	decorum	um	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
decus:Abl.Sg	3	n	183	decore	e	e	e	e	e	e	e	e	e	e	e
decus:Nom.Pl	3	n	183	decora	a	a	a	a	a	a	a	e	e	e	e
decus:Acc.Sg	3	n	183	decus						e	e	e	e	e	e
decus:Dat.Pl	3	n	183	decoribus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
delicia:Nom.Sg	1	f	54	dēlicia	a	a	a	a	a	a	a	a	a	a	a
delicia:Abl.Pl	1	f	54	dēliciīs	īs	ī	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
delicia:Dat.Sg	1	f	54	dēliciae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
delicia:Acc.Pl	1	f	54	dēliciās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
delicia:Gen.Sg	1	f	54	dēliciae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
delicia:Gen.Pl	1	f	54	dēliciārum	ārum	aerum	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
delicia:Abl.Sg	1	f	54	dēliciā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
delicia:Nom.Pl	1	f	54	dēliciae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
delicia:Acc.Sg	1	f	54	dēliciam	am	am	am	am	am	am	am	am	am	am	am
delicia:Dat.Pl	1	f	54	dēliciīs	īs	aes	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dens:Nom.Sg	3	m	105	dēns						e	e	e	e	e	e
dens:Abl.Pl	3	m	105	dentibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
dens:Dat.Sg	3	m	105	dentī	ī	e	e	e	e	e	e	e	e	e	e
dens:Acc.Pl	3	m	105	dentēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dens:Gen.Sg	3	m	105	dentis	is	is	is	e	e	e	e	e	e	e	e
dens:Gen.Pl	3	m	105	dentium	ium	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
dens:Abl.Sg	3	m	105	dente	e	e	e	e	e	e	e	e	e	e	e
dens:Nom.Pl	3	m	105	dentēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dens:Acc.Sg	3	m	105	dentem	em	em	em	em	em	em	em	em	em	em	em
dens:Dat.Pl	3	m	105	dentibus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
deus:Nom.Sg	2	m	1507	deus	us	u	u	u	u	um	um	um	um	um	um
deus:Abl.Pl	2	m	1507	dīs	īs	īs	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
deus:Dat.Sg	2	m	1507	deō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
deus:Acc.Pl	2	m	1507	deōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
deus:Gen.Sg	2	m	1507	deī	ī	ū	ō	ō	ō	ō	ō	ō	ō	ō	ō
deus:Gen.Pl	2	m	1507	deōrum	ōrum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
deus:Abl.Sg	2	m	1507	deō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
deus:Nom.Pl	2	m	1507	dī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
deus:Acc.Sg	2	m	1507	deum	um	um	um	um	um	um	um	um	um	um	um
deus:Dat.Pl	2	m	1507	dīs	īs	īs	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dictum:Nom.Sg	2	n	126	dictum	um	um	um	um	um	um	um	um	um	um	um
dictum:Abl.Pl	2	n	126	dictīs	īs	ī	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dictum:Dat.Sg	2	n	126	dictō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
dictum:Acc.Pl	2	n	126	dicta	a	a	a	a	a	a	a	e	e	e	e
dictum:Gen.Sg	2	n	126	dictī	ī	ue	ō	ō	ō	ō	ō	ō	ō	ō	ō
dictum:Gen.Pl	2	n	126	dictōrum	ōrum	ōrum	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dictum:Abl.Sg	2	n	126	dictō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
dictum:Nom.Pl	2	n	126	dicta	a	a	a	a	a	a	a	e	e	e	e
dictum:Acc.Sg	2	n	126	dictum	um	um	um	um	um	um	um	um	um	um	um
dictum:Dat.Pl	2	n	126	dictīs	īs	īs	ie	ē	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dies:Nom.Sg	5	m	1458	diēs	ēs	e	e	e	e	a	e	a	a	a	a
dies:Abl.Pl	5	m	1458	diēbus	ēbus	ī	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dies:Dat.Sg	5	m	1458	diēī	ēī	ē	ē	ē	ē	ē	eo	ae	ae	ae	ae
dies:Acc.Pl	5	m	1458	diēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	aes	aes
dies:Gen.Sg	5	m	1458	diēī	ēī	ē	ē	ē	ē	ē	ae	ae	ae	ae	ae
dies:Gen.Pl	5	m	1458	diērum	ērum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dies:Abl.Sg	5	m	1458	diē	ē	eo	ē	ē	ē	ē	ae	ae	ae	ae	ae
dies:Nom.Pl	5	m	1458	diēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	aes	aes
dies:Acc.Sg	5	m	1458	diem	em	em	em	em	em	em	em	em	am	am	am
dies:Dat.Pl	5	m	1458	diēbus	ēbus	ies	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
digitus:Nom.Sg	2	m	84	digitus	us	u	u	u	u	um	um	um	um	um	um
digitus:Abl.Pl	2	m	84	digitīs	īs	īs	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
digitus:Dat.Sg	2	m	84	digitō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
digitus:Acc.Pl	2	m	84	digitōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
digitus:Gen.Sg	2	m	84	digitī	ī	ue	ō	ō	ō	ō	ō	ō	ō	ō	ō
digitus:Gen.Pl	2	m	84	digitōrum	ōrum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
digitus:Abl.Sg	2	m	84	digitō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
digitus:Nom.Pl	2	m	84	digitī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
digitus:Acc.Sg	2	m	84	digitum	um	um	um	um	um	um	um	um	um	um	um
digitus:Dat.Pl	2	m	84	digitīs	īs	īs	ie	ie	ieu	ieu	ieu	ieu	ieu	ieu	ieu
discrimen:Nom.Sg	3	n	129	discrīmen						e	e	e	e	e	e
discrimen:Abl.Pl	3	n	129	discrīminibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
discrimen:Dat.Sg	3	n	129	discrīminī	ī	e	e	e	e	e	e	e	e	e	e
discrimen:Acc.Pl	3	n	129	discrīmina	a	a	a	a	a	a	a	e	e	e	e
discrimen:Gen.Sg	3	n	129	discrīminis	is	i	e	e	e	e	e	e	e	e	e
discrimen:Gen.Pl	3	n	129	discrīminum	um	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
discrimen:Abl.Sg	3	n	129	discrīmine	e	e	e	e	e	e	e	e	e	e	e
discrimen:Nom.Pl	3	n	129	discrīmina	a	a	a	a	a	a	a	e	e	e	e
discrimen:Acc.Sg	3	n	129	discrīmen						e	e	e	e	e	e
discrimen:Dat.Pl	3	n	129	discrīminibus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
divitiae:Nom.Sg	1	f	209			a	a	a	a	a	a	a	a	a	a
divitiae:Abl.Pl	1	f	209	dīvitiīs	īs	ī	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
divitiae:Dat.Sg	1	f	209			ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
divitiae:Acc.Pl	1	f	209	dīvitiās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
divitiae:Gen.Sg	1	f	209			ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
divitiae:Gen.Pl	1	f	209	dīvitiārum	ārum	aerum	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
divitiae:Abl.Sg	1	f	209			ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
divitiae:Nom.Pl	1	f	209	dīvitiae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
divitiae:Acc.Sg	1	f	209			am	am	am	am	am	am	am	am	am	am
divitiae:Dat.Pl	1	f	209	dīvitiīs	īs	ies	ae	ae	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dolor:Nom.Sg	3	m	540	dolor						e	e	e	e	e	e
dolor:Abl.Pl	3	m	540	dolōribus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
dolor:Dat.Sg	3	m	540	dolōrī	ī	e	e	e	e	e	e	e	e	e	e
dolor:Acc.Pl	3	m	540	dolōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dolor:Gen.Sg	3	m	540	dolōris	is	is	is	e	e	e	e	e	e	e	e
dolor:Gen.Pl	3	m	540	dolōrum	um	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
dolor:Abl.Sg	3	m	540	dolōre	e	e	e	e	e	e	e	e	e	e	e
dolor:Nom.Pl	3	m	540	dolōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dolor:Acc.Sg	3	m	540	dolōrem	em	em	em	em	em	em	em	em	em	em	em
dolor:Dat.Pl	3	m	540	dolōribus	ibus	i	iu	iu	iu	iu	iu	iu	iu	iu	iu
dolus:Nom.Sg	2	m	130	dolus	us	u	u	u	u	um	um	um	um	um	um
dolus:Abl.Pl	2	m	130	dolīs	īs	īs	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dolus:Dat.Sg	2	m	130	dolō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
dolus:Acc.Pl	2	m	130	dolōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dolus:Gen.Sg	2	m	130	dolī	ī	ū	ō	ō	ō	ō	ō	ō	ō	ō	ō
dolus:Gen.Pl	2	m	130	dolōrum	ōrum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dolus:Abl.Sg	2	m	130	dolō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
dolus:Nom.Pl	2	m	130	dolī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dolus:Acc.Sg	2	m	130	dolum	um	um	um	um	um	um	um	um	um	um	um
dolus:Dat.Pl	2	m	130	dolīs	īs	īs	ie	ē	ieu	ieu	ieu	ieu	ieu	ieu	ieu
domina:Nom.Sg	1	f	94	domina	a	a	a	a	a	a	a	a	a	a	a
domina:Abl.Pl	1	f	94	dominīs	īs	ī	ae	aeu	ieu	ieu	ieu	aeu	ieu	ieu	ieu
domina:Dat.Sg	1	f	94	dominae	ae	ae	ae	ae	ae	ae	ao	ae	ae	ae	ae
domina:Acc.Pl	1	f	94	dominās	ās	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
domina:Gen.Sg	1	f	94	dominae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
domina:Gen.Pl	1	f	94	dominārum	ārum	aerum	ae	aeu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
domina:Abl.Sg	1	f	94	dominā	ā	ae	ae	ae	ae	ae	ae	ae	ae	ae	ae
domina:Nom.Pl	1	f	94	dominae	ae	aes	aes	aes	aes	aes	aes	aes	aes	aes	aes
domina:Acc.Sg	1	f	94	dominam	am	am	am	am	am	am	am	am	am	am	am
domina:Dat.Pl	1	f	94	dominīs	īs	ies	ae	ae	ieu	ieu	ieu	aeu	ieu	ieu	ieu
dominus:Nom.Sg	2	m	269	dominus	us	u	u	u	u	um	um	um	um	um	um
dominus:Abl.Pl	2	m	269	dominīs	īs	īs	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dominus:Dat.Sg	2	m	269	dominō	ō	ē	oe	ō	ō	ō	ō	ō	ō	ō	ō
dominus:Acc.Pl	2	m	269	dominōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dominus:Gen.Sg	2	m	269	dominī	ī	ū	ō	ō	ō	ō	ō	ō	ō	ō	ō
dominus:Gen.Pl	2	m	269	dominōrum	ōrum	ōrum	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu	ieu
dominus:Abl.Sg	2	m	269	dominō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
dominus:Nom.Pl	2	m	269	dominī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
dominus:Acc.Sg	2	m	269	dominum	um	um	um	um	um	um	um	um	um	um	um
dominus:Dat.Pl	2	m	269	dominīs	īs	īs	ie	ē	ieu	ieu	ieu	ieu	ieu	ieu	ieu
domus:Nom.Sg	4	f	946	domus	us	us	u	um	um	um	um	um	um	um	um
domus:Abl.Pl	4	f	946	domibus	ibus	ibus	iu	iu	iu	iu	iu	iu	iu	iu	iu
