Word	Declension	Gender	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
amica:Dat.Pl	1	f	564	amīcīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
amicus:Nom.Sg	2	m	564	amīcus	us	us	us	u	u	u	u	u	u	u	u
amicus:Abl.Pl	2	m	564	amīcīs	īs	uis	uis	ī	ei	ei	ei	ei	ei	ei	ei
amicus:Dat.Sg	2	m	564	amīcō	ō	ei	ei	ei	ei	ei	ei	ei	ei	ei	ei
amicus:Acc.Pl	2	m	564	amīcōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amicus:Gen.Sg	2	m	564	amīcī	ī	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
amicus:Gen.Pl	2	m	564	amīcōrum	ōrum	oerum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
amicus:Abl.Sg	2	m	564	amīcō	ō	ō	ō	ō	ō	ō	ō	oi	oi	oi	oi
amicus:Nom.Pl	2	m	564	amīcī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amicus:Acc.Sg	2	m	564	amīcum	um	um	um	um	um	um	um	um	um	um	um
amicus:Dat.Pl	2	m	564	amīcīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
amnis:Nom.Sg	3	m	244	amnis	is										
amnis:Abl.Pl	3	m	244	amnibus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
amnis:Dat.Sg	3	m	244	amnī	ī	ī	i	i	i	i	i	i	i	i	i
amnis:Acc.Pl	3	m	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amnis:Gen.Sg	3	m	244	amnis	is	is	is	is	is	is	is	is	is	is	is
amnis:Gen.Pl	3	m	244	amnium	ium	us	is	is	is	is	is	is	is	is	is
amnis:Abl.Sg	3	m	244	amne	e	e	e	e	e	e	e	e	e	e	e
amnis:Nom.Pl	3	m	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amnis:Acc.Sg	3	m	244	amnem	em	em	em	em	em	em	em	em	em	em	em
amnis:Dat.Pl	3	m	244	amnibus	ibus	ibus	ibus	ibus	i	i	i	is	is	i	i
amor:Nom.Sg	3	m	539	amor											
amor:Abl.Pl	3	m	539	amōribus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
amor:Dat.Sg	3	m	539	amōrī	ī	i	i	i	i	i	i	i	i	i	i
amor:Acc.Pl	3	m	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amor:Gen.Sg	3	m	539	amōris	is	is	is	is	is	is	is	is	is	is	is
amor:Gen.Pl	3	m	539	amōrum	um	is	is	is	is	is	is	is	is	is	is
amor:Abl.Sg	3	m	539	amōre	e	e	e	e	e	e	e	e	e	e	e
amor:Nom.Pl	3	m	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
amor:Acc.Sg	3	m	539	amōrem	em	em	em	em	em	em	em	em	em	em	em
amor:Dat.Pl	3	m	539	amōribus	ibus	ibus	ibus	ibus	i	i	i	is	is	i	i
anima:Nom.Sg	1	f	182	anima	a	a	a	a	a	e	e	e	e	e	i
anima:Abl.Pl	1	f	182	animīs	īs	īs	īs	ī	ei	ei	ei	ei	ei	ei	ei
anima:Dat.Sg	1	f	182	animae	ae	ai	ai	ei	ei	ei	ei	ei	ei	ei	ei
anima:Acc.Pl	1	f	182	animās	ās	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
anima:Gen.Sg	1	f	182	animae	ae	ei	ei	ei	ei	ei	ei	ei	ei	ei	ei
anima:Gen.Pl	1	f	182	animārum	ārum	ērum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
anima:Abl.Sg	1	f	182	animā	ā	ā	ā	ai	ei	ei	ei	ei	ei	ei	ei
anima:Nom.Pl	1	f	182	animae	ae	ae	ae	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
anima:Acc.Sg	1	f	182	animam	am	am	am	am	am	em	em	em	em	em	em
anima:Dat.Pl	1	f	182	animīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
animal:Nom.Sg	3	n	307	animal											
animal:Abl.Pl	3	n	307	animālibus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
animal:Dat.Sg	3	n	307	animālī	ī	i	i	i	i	i	i	i	i	i	i
animal:Acc.Pl	3	n	307	animālia	ia	a	a	a	e	i	i	i	i	i	i
animal:Gen.Sg	3	n	307	animālis	is	is	is	is	is	is	is	is	i	i	i
animal:Gen.Pl	3	n	307	animālium	ium	u	i	is	is	is	is	is	is	i	i
animal:Abl.Sg	3	n	307	animālī	ī	e	e	e	e	e	e	e	e	e	e
animal:Nom.Pl	3	n	307	animālia	ia	a	a	a	i	i	i	i	i	i	i
animal:Acc.Sg	3	n	307	animal				e	em	em	em	em	em	em	em
animal:Dat.Pl	3	n	307	animālibus	ibus	ibus	ibus	ibus	i	i	i	i	i	i	i
animus:Nom.Sg	2	m	2407	animus	us	us	us	u	u	u	u	u	u	u	u
animus:Abl.Pl	2	m	2407	animīs	īs	uis	uis	ī	ei	ei	ei	ei	ei	ei	ei
animus:Dat.Sg	2	m	2407	animō	ō	ei	ei	ei	ei	ei	ei	ei	ei	ei	ei
animus:Acc.Pl	2	m	2407	animōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
animus:Gen.Sg	2	m	2407	animī	ī	ui	ī	ei	ei	ei	ei	ei	ei	ei	ei
animus:Gen.Pl	2	m	2407	animōrum	ōrum	oerum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
animus:Abl.Sg	2	m	2407	animō	ō	ō	ō	ō	ō	ō	ō	oi	oi	oi	oi
animus:Nom.Pl	2	m	2407	animī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
animus:Acc.Sg	2	m	2407	animum	um	um	um	um	um	um	um	um	um	um	um
animus:Dat.Pl	2	m	2407	animīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
annus:Nom.Sg	2	m	650	annus	us	us	us	u	u	u	u	u	u	u	u
annus:Abl.Pl	2	m	650	annīs	īs	uis	uis	ī	ei	ei	ei	ei	ei	ei	ei
annus:Dat.Sg	2	m	650	annō	ō	ei	ei	ei	ei	ei	ei	ei	ei	ei	ei
annus:Acc.Pl	2	m	650	annōs	ōs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
annus:Gen.Sg	2	m	650	annī	ī	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
annus:Gen.Pl	2	m	650	annōrum	ōrum	oerum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
annus:Abl.Sg	2	m	650	annō	ō	ō	ō	ō	ō	ō	ō	oi	oi	oi	oi
annus:Nom.Pl	2	m	650	annī	ī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
annus:Acc.Sg	2	m	650	annum	um	um	um	um	um	um	um	um	um	um	um
annus:Dat.Pl	2	m	650	annīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
aqua:Nom.Sg	1	f	383	aqua	a	a	a	a	a	e	e	e	e	e	i
aqua:Abl.Pl	1	f	383	aquīs	īs	īs	īs	ī	ei	ei	ei	ei	ei	ei	ei
aqua:Dat.Sg	1	f	383	aquae	ae	ai	ai	ei	ei	ei	ei	ei	ei	ei	ei
aqua:Acc.Pl	1	f	383	aquās	ās	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aqua:Gen.Sg	1	f	383	aquae	ae	ei	ei	ei	ei	ei	ei	ei	ei	ei	ei
aqua:Gen.Pl	1	f	383	aquārum	ārum	ērum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
aqua:Abl.Sg	1	f	383	aquā	ā	ā	ā	ai	ei	ei	ei	ei	ei	ei	ei
aqua:Nom.Pl	1	f	383	aquae	ae	ae	ae	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
aqua:Acc.Sg	1	f	383	aquam	am	am	am	am	am	em	em	em	em	em	em
aqua:Dat.Pl	1	f	383	aquīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
ara:Nom.Sg	1	f	199	āra	a	a	a	a	a	e	e	e	e	e	i
ara:Abl.Pl	1	f	199	ārīs	īs	īs	īs	ī	ei	ei	ei	ei	ei	ei	ei
ara:Dat.Sg	1	f	199	ārae	ae	ai	ai	ei	ei	ei	ei	ei	ei	ei	ei
ara:Acc.Pl	1	f	199	ārās	ās	aes	aes	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
ara:Gen.Sg	1	f	199	ārae	ae	ē	ei	ei	ei	ei	ei	ei	ei	ei	ei
ara:Gen.Pl	1	f	199	ārārum	ārum	ērum	oerum	oerum	ei	ei	ei	ei	ei	ei	ei
ara:Abl.Sg	1	f	199	ārā	ā	ā	ae	ai	ei	ei	ei	ei	ei	ei	ei
ara:Nom.Pl	1	f	199	ārae	ae	ae	ae	aes	ēs	ēs	ēs	ēs	ēs	ēs	ēs
ara:Acc.Sg	1	f	199	āram	am	am	am	am	am	em	em	em	em	em	em
ara:Dat.Pl	1	f	199	ārīs	īs	ī	ī	ei	ei	ei	ei	ei	ei	ei	ei
arbiter:Nom.Sg	2	m	54	arbiter		us	us	u	u	u	u	u	u	u	u
arbiter:Abl.Pl	2	m	54	arbitrīs	īs	uis	uis	ī	ei	ei	ei	ei	ei	ei	ei
