Word	Declension	Gender	CaseNum	Case	Num	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
62	aes:Abl.Pl	3	n	Abl.Pl	Abl	Pl	141	aeribus	ibus	ibus	ī	ī	ī	ī	ī	ī	i		
63	aes:Dat.Sg	3	n	Dat.Sg	Dat	Sg	141	aerī	ī	ī	ī	ī	i	ī	i		i	i	i
64	aes:Acc.Pl	3	n	Acc.Pl	Acc	Pl	141	aera	a	a	a	a	a	a					
65	aes:Gen.Sg	3	n	Gen.Sg	Gen	Sg	141	aeris	is	is	is	is	is	i	i	i	i	i	i
66	aes:Gen.Pl	3	n	Gen.Pl	Gen	Pl	141	aerum	um	mu	u	a	a						i
67	aes:Abl.Sg	3	n	Abl.Sg	Abl	Sg	141	aere	e	e	e	e	e	e	e	e	e		
68	aes:Nom.Pl	3	n	Nom.Pl	Nom	Pl	141	aera	a	a	a	a	a	a	a				
69	aes:Acc.Sg	3	n	Acc.Sg	Acc	Sg	141	aes		m	m	em	m	m	m	m	m	m	m
70	aes:Dat.Pl	3	n	Dat.Pl	Dat	Pl	141	aeribus	ibus	ibus									i
71	aestas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	89	aestās		is	is	is	is	is	is	is	is	is	is
72	aestas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	89	aestātibus	ibus	ibus	ī	ī	ī	ī	ī	ī	i	e	es
73	aestas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	89	aestātī	ī	ī	ī	ī	ī	i	i	i	i	i	i
74	aestas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
75	aestas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	89	aestātis	is	is	is	is	is	is	is	is	is	is	is
76	aestas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	89	aestātum	um	u	u								i
77	aestas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	89	aestāte	e	e	e	e	e	e	e	e	e	e	e
78	aestas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	89	aestātēs	ēs	ēs	ēs	ēs	ēs	ēs	es	s	s	is	is
79	aestas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	89	aestātem	em	em	em	em	em	em	em	em	em	em	em
80	aestas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	89	aestātibus	ibus	ibus	i						i	i	i
81	aestus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	105	aestus	us	us	us	us	us	us	u	u	u	u	u
82	aestus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	105	aestibus	ibus	ibus	is	īs	ī	ī	ī	ī	i		
83	aestus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	105	aestuī	uī	u	us	u		ī	ī	ī	ī	ī	ī
84	aestus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	105	aestūs	ūs	us	us	us							
85	aestus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	105	aestūs	ūs	is	is	is	is	is	ī	ī	ī	ī	ī
86	aestus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	105	aestuum	uum	ūu	u		i			i	i	i	i
87	aestus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	105	aestū	ū	ū	ōs	ōs	ō	ō	ō	ō	ō	ō	ō
88	aestus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	105	aestūs	ūs	us	s	s							
89	aestus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	105	aestum	um	u	um	um	um	um	um	um	um	um	um
90	aestus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	105	aestibus	ibus	ūbus	i	ī	i				i	i	i
91	aetas:Nom.Sg	3	f	Nom.Sg	Nom	Sg	418	aetās		is	is	is	is	is	is	is	is	is	is
92	aetas:Abl.Pl	3	f	Abl.Pl	Abl	Pl	418	aetātibus	ibus	ibus	ī	ī	ī	ī	ī	ī	i	e	es
93	aetas:Dat.Sg	3	f	Dat.Sg	Dat	Sg	418	aetātī	ī	ī	ī	ī	ī	i	i	i	i	i	i
94	aetas:Acc.Pl	3	f	Acc.Pl	Acc	Pl	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
95	aetas:Gen.Sg	3	f	Gen.Sg	Gen	Sg	418	aetātis	is	is	is	is	is	is	is	is	is	is	is
96	aetas:Gen.Pl	3	f	Gen.Pl	Gen	Pl	418	aetātum	um	u	u								i
97	aetas:Abl.Sg	3	f	Abl.Sg	Abl	Sg	418	aetāte	e	e	e	e	e	e	e	e	e	e	e
98	aetas:Nom.Pl	3	f	Nom.Pl	Nom	Pl	418	aetātēs	ēs	ēs	ēs	ēs	ēs	ēs	es	s	s	is	is
99	aetas:Acc.Sg	3	f	Acc.Sg	Acc	Sg	418	aetātem	em	em	em	em	em	em	em	em	em	em	em
100	aetas:Dat.Pl	3	f	Dat.Pl	Dat	Pl	418	aetātibus	ibus	ibus	i						i	i	i
101	aevum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	91	aevum	um	u	u	u	u	u	u	u	u	u	u
102	aevum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	91	aevīs	īs	īs	ī	ī	ī	ī	ī	ī	i		
103	aevum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	91	aevō	ō	u		i	ī	ī	ī	ī	ī	ī	ī
104	aevum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	91	aeva	a	a	a								
105	aevum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	91	aevī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
106	aevum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	91	aevōrum	ōrum	rum	u							i	i
107	aevum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	91	aevō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
108	aevum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	91	aeva	a	a		a							
109	aevum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	91	aevum	um	um	um	um	um	um	um	um	u	u	u
110	aevum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	91	aevīs	īs	īs	ī						i	i	i
111	affectus:Nom.Sg	4	m	Nom.Sg	Nom	Sg	185	affectus	us	us	us	us	us	u	u	u	u	u	u
112	affectus:Abl.Pl	4	m	Abl.Pl	Abl	Pl	185	affectibus	ibus	ibus	īs	īs	ī	ī	ī	ī	i		
113	affectus:Dat.Sg	4	m	Dat.Sg	Dat	Sg	185	affectuī	uī	u	us	u		ī	ī	ī	ī	ī	ī
114	affectus:Acc.Pl	4	m	Acc.Pl	Acc	Pl	185	affectūs	ūs	us	us	us							
115	affectus:Gen.Sg	4	m	Gen.Sg	Gen	Sg	185	affectūs	ūs	is	is	is	is	is	ī	ī	ī	ī	ī
116	affectus:Gen.Pl	4	m	Gen.Pl	Gen	Pl	185	affectuum	uum	ūu	u		i				i	i	i
117	affectus:Abl.Sg	4	m	Abl.Sg	Abl	Sg	185	affectū	ū	ū	ōs	ōs	ō	ō	ō	ō	ō	ō	ō
118	affectus:Nom.Pl	4	m	Nom.Pl	Nom	Pl	185	affectūs	ūs	us	s	s							
119	affectus:Acc.Sg	4	m	Acc.Sg	Acc	Sg	185	affectum	um	u	um	um	um	um	um	um	um	um	um
120	affectus:Dat.Pl	4	m	Dat.Pl	Dat	Pl	185	affectibus	ibus	ūbus	i	ī	i				i	i	i
121	ager:Nom.Sg	2	m	Nom.Sg	Nom	Sg	337	ager		u	u	u	u	u	u	u	u	u	u
122	ager:Abl.Pl	2	m	Abl.Pl	Abl	Pl	337	agrīs	īs	īs	īs	ī	ī	ī	ī	ī	i		
123	ager:Dat.Sg	2	m	Dat.Sg	Dat	Sg	337	agrō	ō	u	u		ī	ī	ī	ī	ī	ī	ī
124	ager:Acc.Pl	2	m	Acc.Pl	Acc	Pl	337	agrōs	ōs	ōs	s								
125	ager:Gen.Sg	2	m	Gen.Sg	Gen	Sg	337	agrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
126	ager:Gen.Pl	2	m	Gen.Pl	Gen	Pl	337	agrōrum	ōrum	urm	u						i	i	i
127	ager:Abl.Sg	2	m	Abl.Sg	Abl	Sg	337	agrō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
128	ager:Nom.Pl	2	m	Nom.Pl	Nom	Pl	337	agrī	ī	s	s								
129	ager:Acc.Sg	2	m	Acc.Sg	Acc	Sg	337	agrum	um	um	um	um	um	um	um	um	um	u	u
130	ager:Dat.Pl	2	m	Dat.Pl	Dat	Pl	337	agrīs	īs	īs	ī	ī					i	i	i
131	agger:Nom.Sg	3	m	Nom.Sg	Nom	Sg	76	agger		is	is	is	is	is	is	is	is	is	is
132	agger:Abl.Pl	3	m	Abl.Pl	Abl	Pl	76	aggeribus	ibus	ibus	ī	ī	ī	ī	ī	īs	i	e	es
133	agger:Dat.Sg	3	m	Dat.Sg	Dat	Sg	76	aggerī	ī	i	ī	ī	ī	i	i	i	i	i	i
134	agger:Acc.Pl	3	m	Acc.Pl	Acc	Pl	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
135	agger:Gen.Sg	3	m	Gen.Sg	Gen	Sg	76	aggeris	is	is	is	is	is	is	is	is	is	is	is
136	agger:Gen.Pl	3	m	Gen.Pl	Gen	Pl	76	aggerum	um	u	u						i	i	i
137	agger:Abl.Sg	3	m	Abl.Sg	Abl	Sg	76	aggere	e	e	e	e	e	e	e	e	e	e	e
138	agger:Nom.Pl	3	m	Nom.Pl	Nom	Pl	76	aggerēs	ēs	ēs	ēs	ēs	ēs	ēs	es	s	s	is	is
139	agger:Acc.Sg	3	m	Acc.Sg	Acc	Sg	76	aggerem	em	em	em	em	em	em	em	em	em	em	em
140	agger:Dat.Pl	3	m	Dat.Pl	Dat	Pl	76	aggeribus	ibus	ibus	i						i	i	i
141	agmen:Nom.Sg	3	n	Nom.Sg	Nom	Sg	360	agmen											
142	agmen:Abl.Pl	3	n	Abl.Pl	Abl	Pl	360	agminibus	ibus	ibus	ī	ī	ī	ī	ī	ī	i		
143	agmen:Dat.Sg	3	n	Dat.Sg	Dat	Sg	360	agminī	ī	ī	ī	ī	i	ī	i	i	i	i	i
144	agmen:Acc.Pl	3	n	Acc.Pl	Acc	Pl	360	agmina	a	as	a	a	a	a					
145	agmen:Gen.Sg	3	n	Gen.Sg	Gen	Sg	360	agminis	is	is	is	is	is	i	i	i	i	i	i
146	agmen:Gen.Pl	3	n	Gen.Pl	Gen	Pl	360	agminum	um	mu	u	a	a						i
147	agmen:Abl.Sg	3	n	Abl.Sg	Abl	Sg	360	agmine	e	e	e	e	e	e	e	e	e		
148	agmen:Nom.Pl	3	n	Nom.Pl	Nom	Pl	360	agmina	a	a	a	a	a	a	a				
149	agmen:Acc.Sg	3	n	Acc.Sg	Acc	Sg	360	agmen		m	m	m	m	m	m	m	m	m	m
150	agmen:Dat.Pl	3	n	Dat.Pl	Dat	Pl	360	agminibus	ibus	ibus									i
151	ala:Nom.Sg	1	f	Nom.Sg	Nom	Sg	73	āla	a	a	a	a	a	a	a	a	a	a	a
152	ala:Abl.Pl	1	f	Abl.Pl	Abl	Pl	73	ālīs	īs	īs	is	i	ai	ai	a	a	a	a	a
153	ala:Dat.Sg	1	f	Dat.Sg	Dat	Sg	73	ālae	ae	ae	ae	ae	a	a	a	a	a	a	a
154	ala:Acc.Pl	1	f	Acc.Pl	Acc	Pl	73	ālās	ās	as	as	as	as	a	a	a	a	a	a
155	ala:Gen.Sg	1	f	Gen.Sg	Gen	Sg	73	ālae	ae	ae	ae	a	a	a	a	a	a	a	a
156	ala:Gen.Pl	1	f	Gen.Pl	Gen	Pl	73	ālārum	ārum	arum	a	a	a	a	a	a	a	a	a
157	ala:Abl.Sg	1	f	Abl.Sg	Abl	Sg	73	ālā	ā	a	a	a	a	a	a	a	a	a	a
158	ala:Nom.Pl	1	f	Nom.Pl	Nom	Pl	73	ālae	ae	aes	aes	as	as	as	a	a	a	a	a
159	ala:Acc.Sg	1	f	Acc.Sg	Acc	Sg	73	ālam	am	am	am	am	am	am	am	am	am	am	am
160	ala:Dat.Pl	1	f	Dat.Pl	Dat	Pl	73	ālīs	īs	s	a	a	a	a	a	a	a	a	a
161	altum:Nom.Sg	2	n	Nom.Sg	Nom	Sg	96	altum	um	u	u	u	u	u	u	u	u	u	u
162	altum:Abl.Pl	2	n	Abl.Pl	Abl	Pl	96	altīs	īs	īs	ī	ī	ī	ī	ī	ī	i		
163	altum:Dat.Sg	2	n	Dat.Sg	Dat	Sg	96	altō	ō	u		i	ī	ī	ī	ī	ī	ī	ī
164	altum:Acc.Pl	2	n	Acc.Pl	Acc	Pl	96	alta	a	a	a								
165	altum:Gen.Sg	2	n	Gen.Sg	Gen	Sg	96	altī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
166	altum:Gen.Pl	2	n	Gen.Pl	Gen	Pl	96	altōrum	ōrum	rum	u							i	i
167	altum:Abl.Sg	2	n	Abl.Sg	Abl	Sg	96	altō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
168	altum:Nom.Pl	2	n	Nom.Pl	Nom	Pl	96	alta	a	a		a							
169	altum:Acc.Sg	2	n	Acc.Sg	Acc	Sg	96	altum	um	um	um	um	um	um	um	um	u	u	u
170	altum:Dat.Pl	2	n	Dat.Pl	Dat	Pl	96	altīs	īs	īs	ī						i	i	i
171	amica:Nom.Sg	1	f	Nom.Sg	Nom	Sg	564	amīca	a	a	a	a	a	a	a	a	a	a	a
172	amica:Abl.Pl	1	f	Abl.Pl	Abl	Pl	564	amīcīs	īs	īs	īs	ī	ai	ai	a	a	a	a	a
173	amica:Dat.Sg	1	f	Dat.Sg	Dat	Sg	564	amīcae	ae	ae	ae	ae	a	a	a	a	a	a	a
174	amica:Acc.Pl	1	f	Acc.Pl	Acc	Pl	564	amīcās	ās	as	as	as	as	a	a	a	a	a	a
175	amica:Gen.Sg	1	f	Gen.Sg	Gen	Sg	564	amīcae	ae	ae	ae	a	a	a	a	a	a	a	a
176	amica:Gen.Pl	1	f	Gen.Pl	Gen	Pl	564	amīcārum	ārum	arum	a	a	a	a	a	a	a	a	a
177	amica:Abl.Sg	1	f	Abl.Sg	Abl	Sg	564	amīcā	ā	a	a	a	a	a	a	a	a	a	a
178	amica:Nom.Pl	1	f	Nom.Pl	Nom	Pl	564	amīcae	ae	aes	aes	as	as	as	a	a	a	a	a
179	amica:Acc.Sg	1	f	Acc.Sg	Acc	Sg	564	amīcam	am	am	am	am	am	am	am	am	am	am	am
180	amica:Dat.Pl	1	f	Dat.Pl	Dat	Pl	564	amīcīs	īs	s	a	a	a	a	a	a	a	a	a
181	amicus:Nom.Sg	2	m	Nom.Sg	Nom	Sg	564	amīcus	us	u	u	u	u	u	u	u	u	u	u
182	amicus:Abl.Pl	2	m	Abl.Pl	Abl	Pl	564	amīcīs	īs	īs	īs	ī	ī	ī	ī	ī	i		
183	amicus:Dat.Sg	2	m	Dat.Sg	Dat	Sg	564	amīcō	ō	u	u		ī	ī	ī	ī	ī	ī	ī
184	amicus:Acc.Pl	2	m	Acc.Pl	Acc	Pl	564	amīcōs	ōs	ōs	s								
185	amicus:Gen.Sg	2	m	Gen.Sg	Gen	Sg	564	amīcī	ī	ī	ie	ī	ī	ī	ī	ī	ī	ī	ī
186	amicus:Gen.Pl	2	m	Gen.Pl	Gen	Pl	564	amīcōrum	ōrum	urm	u							i	i
187	amicus:Abl.Sg	2	m	Abl.Sg	Abl	Sg	564	amīcō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō
188	amicus:Nom.Pl	2	m	Nom.Pl	Nom	Pl	564	amīcī	ī	s	s								
189	amicus:Acc.Sg	2	m	Acc.Sg	Acc	Sg	564	amīcum	um	um	um	um	um	um	um	um	um	u	u
190	amicus:Dat.Pl	2	m	Dat.Pl	Dat	Pl	564	amīcīs	īs	īs	ī	i					i	i	i
191	amnis:Nom.Sg	3	m	Nom.Sg	Nom	Sg	244	amnis	is	is	is	is	is	is	is	is	is	is	is
192	amnis:Abl.Pl	3	m	Abl.Pl	Abl	Pl	244	amnibus	ibus	ibus	ī	ī	ī	ī	ī	ī	i	e	es
193	amnis:Dat.Sg	3	m	Dat.Sg	Dat	Sg	244	amnī	ī	ī	ī	ī	ī	i	i	i	i	i	i
194	amnis:Acc.Pl	3	m	Acc.Pl	Acc	Pl	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
195	amnis:Gen.Sg	3	m	Gen.Sg	Gen	Sg	244	amnis	is	is	is	is	is	is	is	is	is	is	is
196	amnis:Gen.Pl	3	m	Gen.Pl	Gen	Pl	244	amnium	ium	u	u							i	i
197	amnis:Abl.Sg	3	m	Abl.Sg	Abl	Sg	244	amne	e	e	e	e	e	e	e	e	e	e	e
198	amnis:Nom.Pl	3	m	Nom.Pl	Nom	Pl	244	amnēs	ēs	ēs	ēs	ēs	ēs	ēs	es	s	s	is	is
199	amnis:Acc.Sg	3	m	Acc.Sg	Acc	Sg	244	amnem	em	em	em	em	em	em	em	em	em	em	em
200	amnis:Dat.Pl	3	m	Dat.Pl	Dat	Pl	244	amnibus	ibus	ibus	i						i	i	i
201	amor:Nom.Sg	3	m	Nom.Sg	Nom	Sg	539	amor		is	is	is	is	is	is	is	is	is	is
202	amor:Abl.Pl	3	m	Abl.Pl	Abl	Pl	539	amōribus	ibus	ibus	ī	ī	ī	ī	ī	īs	i	e	es
203	amor:Dat.Sg	3	m	Dat.Sg	Dat	Sg	539	amōrī	ī	ī	ī	ī	ī	ī	i	i	i	i	i
204	amor:Acc.Pl	3	m	Acc.Pl	Acc	Pl	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
205	amor:Gen.Sg	3	m	Gen.Sg	Gen	Sg	539	amōris	is	is	is	is	is	is	is	is	is	is	is
206	amor:Gen.Pl	3	m	Gen.Pl	Gen	Pl	539	amōrum	um	u	u							i	i
207	amor:Abl.Sg	3	m	Abl.Sg	Abl	Sg	539	amōre	e	e	e	e	e	e	e	e	e	e	e
208	amor:Nom.Pl	3	m	Nom.Pl	Nom	Pl	539	amōrēs	ēs	ēs	ēs	ēs	ēs	ēs	es	s	s	is	is
209	amor:Acc.Sg	3	m	Acc.Sg	Acc	Sg	539	amōrem	em	em	em	em	em	em	em	em	em	em	em
210	amor:Dat.Pl	3	m	Dat.Pl	Dat	Pl	539	amōribus	ibus	ibus	i						i	i	i
211	anima:Nom.Sg	1	f	Nom.Sg	Nom	Sg	182	anima	a	a	a	a	a	a	a	a	a	a	a
212	anima:Abl.Pl	1	f	Abl.Pl	Abl	Pl	182	animīs	īs	īs	is	i	ai	ai	a	a	a	a	a
213	anima:Dat.Sg	1	f	Dat.Sg	Dat	Sg	182	animae	ae	ae	ae	ae	a	a	a	a	a	a	a
214	anima:Acc.Pl	1	f	Acc.Pl	Acc	Pl	182	animās	ās	as	as	as	as	a	a	a	a	a	a
215	anima:Gen.Sg	1	f	Gen.Sg	Gen	Sg	182	animae	ae	ae	ae	a	a	a	a	a	a	a	a
216	anima:Gen.Pl	1	f	Gen.Pl	Gen	Pl	182	animārum	ārum	arum	a	a	a	a	a	a	a	a	a
217	anima:Abl.Sg	1	f	Abl.Sg	Abl	Sg	182	animā	ā	a	a	a	a	a	a	a	a	a	a
218	anima:Nom.Pl	1	f	Nom.Pl	Nom	Pl	182	animae	ae	aes	aes	as	as	as	a	a	a	a	a
219	anima:Acc.Sg	1	f	Acc.Sg	Acc	Sg	182	animam	am	am	am	am	am	am	am	am	am	am	am
220	anima:Dat.Pl	1	f	Dat.Pl	Dat	Pl	182	animīs	īs	s	a	a	a	a	a	a	a	a	a
