Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	ē	er	r	r	r	r	r	r	r	r
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	iru	eu	er	er	e	e	e	e	e	e
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ē	er	em	em	e	e	e	e	e	e
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	ē	er	er	e	e	e	e	e	e	e
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	ē	er	r	r	rs	rs	rs	rs	rs	rs
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	ēu	e	r	rrs	rs	rs	rs	rs	rs	rrs
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	ē	er	er	e	e	e	em	e	e	e
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ē	ēs	rs	rs	rs	rs	rs	rs	rs	rrs
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	em	em	em	em	em	em	em	em	em	em
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	ieu	e	er	er	e	e	e	e	e	e
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	u	u	u	u	u	u	u	u	u
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	urs	rs	rs	rs	rs	rs	rs	rs	rrs	rs
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	ūs	us	r	r	rs	rs	rs	rs	rs	rs
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	rs	rs	rs	rs	rs	rs	rs	rs	rrs	rs
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	ūs	us	rs	rs	rs	rs	rs	rs	rs	rs
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	us	rs	rs	rs	rs	rs	rs	rs	rs	rs
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	ū	ur	ur	u	u	u	u	u	u	u
aditus:Nom.Pl	4	m	Nom.Pl	107	aditūs	ūs	us	rs	rs	rs	rs	rs	rs	rs	rs	rs
aditus:Acc.Sg	4	m	Acc.Sg	107	aditum	um	u	u	u	um	u	u	um	um	um	um
aditus:Dat.Pl	4	m	Dat.Pl	107	aditibus	ibus	urs	rs	rs	rs	rs	rs	rrs	rs	rrs	rs
adulter:Nom.Sg	2	mh	Nom.Sg	55	adulter		u	u	um	u	u	u	u	u	u	u
adulter:Abl.Pl	2	mh	Abl.Pl	55	adulterīs	īs	ros	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs
adulter:Dat.Sg	2	mh	Dat.Sg	55	adulterō	ō	ro	rr	r	rr	rrs	rrs	rrs	rrs	rrs	rs
adulter:Acc.Pl	2	mh	Acc.Pl	55	adulterōs	ōs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs
adulter:Gen.Sg	2	mh	Gen.Sg	55	adulterī	ī	ro	rr	r	rrs	rrs	rrs	rrs	rs	rrs	rrs
adulter:Gen.Pl	2	mh	Gen.Pl	55	adulterōrum	ōrum	re	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs
adulter:Abl.Sg	2	mh	Abl.Sg	55	adulterō	ō	ō	ō	ur	ur	ur	ur	ur	u	u	u
adulter:Nom.Pl	2	mh	Nom.Pl	55	adulterī	ī	res	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs
adulter:Acc.Sg	2	mh	Acc.Sg	55	adulterum	um	um	um	um	um	um	um	um	um	um	um
adulter:Dat.Pl	2	mh	Dat.Pl	55	adulterīs	īs	er	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs	rrs
adventus:Nom.Sg	4	m	Nom.Sg	112	adventus	us	us	u	u	u	u	u	u	u	u	u
adventus:Abl.Pl	4	m	Abl.Pl	112	adventibus	ibus	urs	rs	rs	rs	rrs	rs	rs	rs	rrs	rs
adventus:Dat.Sg	4	m	Dat.Sg	112	adventuī	uī	ū	rs	r	r	rs	rs	rs	rs	rs	rs
adventus:Acc.Pl	4	m	Acc.Pl	112	adventūs	ūs	rs	rs	rs	rs	rs	rs	rs	rs	rs	rs
adventus:Gen.Sg	4	m	Gen.Sg	112	adventūs	ūs	us	us	rs	rs	rs	rs	rs	rs	rs	rs
adventus:Gen.Pl	4	m	Gen.Pl	112	adventuum	uum	us	rs	rs	rs	rs	rs	rs	rs	rs	rs
adventus:Abl.Sg	4	m	Abl.Sg	112	adventū	ū	ū	ur	us	u	u	u	u	u	u	u
adventus:Nom.Pl	4	m	Nom.Pl	112	adventūs	ūs	us	rs	rs	rs	rs	rs	rs	rs	rs	rs
adventus:Acc.Sg	4	m	Acc.Sg	112	adventum	um	u	u	u	um	u	u	um	um	um	um
adventus:Dat.Pl	4	m	Dat.Pl	112	adventibus	ibus	urs	rs	rs	rs	rs	rs	rs	rs	rrs	rs
aedes:Nom.Sg	3	f	Nom.Sg	68	aedēs	ēs	r	r	r	r	r	r	r	r	r	r
aedes:Abl.Pl	3	f	Abl.Pl	68	aedibus	ibus	iru	e	e	e	e	e	e	e	e	e
aedes:Dat.Sg	3	f	Dat.Sg	68	aedī	ī	e	e	e	e	e	e	e	e	e	e
aedes:Acc.Pl	3	f	Acc.Pl	68	aedēs	ēs	er	er	e	e	e	e	e	e	e	e
aedes:Gen.Sg	3	f	Gen.Sg	68	aedis	is	i	r	r	r	r	rs	rs	rs	rs	rs
aedes:Gen.Pl	3	f	Gen.Pl	68	aedium	ium	ir	i	r	rs	rs	rs	rs	rs	rs	rs
aedes:Abl.Sg	3	f	Abl.Sg	68	aede	e	e	e	e	e	e	e	e	e	e	e
aedes:Nom.Pl	3	f	Nom.Pl	68	aedēs	ēs	es	r	r	rs	rs	rs	rs	rs	rs	rs
aedes:Acc.Sg	3	f	Acc.Sg	68	aedem	em	em	em	em	em	em	em	em	em	em	em
aedes:Dat.Pl	3	f	Dat.Pl	68	aedibus	ibus	iru	e	e	e	e	e	e	e	e	e
aer:Nom.Sg	3	m	Nom.Sg	78	āēr		r	r	r	r	r	r	r	r	r	r
aer:Abl.Pl	3	m	Abl.Pl	78	āeribus	ibus	iru	e	e	e	e	e	e	e	e	e
aer:Dat.Sg	3	m	Dat.Sg	78	āerī	ī	e	e	e	em	e	e	e	e	e	e
aer:Acc.Pl	3	m	Acc.Pl	78	āerēs	ēs	es	e	e	e	e	e	e	e	e	e
aer:Gen.Sg	3	m	Gen.Sg	78	āeris	is	is	r	r	r	r	rs	rs	rs	rs	rs
aer:Gen.Pl	3	m	Gen.Pl	78	āerum	um	ir	i	r	rs	rs	rs	rs	rs	rs	rs
aer:Abl.Sg	3	m	Abl.Sg	78	āere	e	e	e	e	e	e	e	e	e	e	e
aer:Nom.Pl	3	m	Nom.Pl	78	āerēs	ēs	es	rs	rs	rs	rs	rs	rs	rs	rs	rs
aer:Acc.Sg	3	m	Acc.Sg	78	āera	a	em	e	em	em	em	em	em	em	em	em
aer:Dat.Pl	3	m	Dat.Pl	78	āeribus	ibus	iru	i	e	e	e	e	e	e	e	e
aes:Nom.Sg	3	n	Nom.Sg	141	aes		r	r	r	r	r	r	r	r	r	r
aes:Abl.Pl	3	n	Abl.Pl	141	aeribus	ibus	iru	e	e	e	e	e	e	e	e	e
aes:Dat.Sg	3	n	Dat.Sg	141	aerī	ī	e	e	em	em	e	e	e	e	e	e
aes:Acc.Pl	3	n	Acc.Pl	141	aera	a	e	er	e	e	e	e	e	e	e	e
aes:Gen.Sg	3	n	Gen.Sg	141	aeris	is	r	r	r	r	r	rs	rs	rs	rs	rs
aes:Gen.Pl	3	n	Gen.Pl	141	aerum	um	ir	i	r	rs	rs	rs	rs	rs	rs	rs
aes:Abl.Sg	3	n	Abl.Sg	141	aere	e	e	e	e	e	e	e	e	e	e	e
aes:Nom.Pl	3	n	Nom.Pl	141	aera	a	r	rs	r	rs	rs	rs	rs	rs	rs	rs
aes:Acc.Sg	3	n	Acc.Sg	141	aes		r	em	em	em	em	em	em	em	em	em
aes:Dat.Pl	3	n	Dat.Pl	141	aeribus	ibus	irr	e	e	e	e	e	e	e	e	e
aestas:Nom.Sg	3	f	Nom.Sg	89	aestās		r	r	r	r	r	r	r	r	r	r
aestas:Abl.Pl	3	f	Abl.Pl	89	aestātibus	ibus	iru	e	e	e	e	e	e	e	e	e
aestas:Dat.Sg	3	f	Dat.Sg	89	aestātī	ī	e	e	e	e	e	e	e	e	e	e
aestas:Acc.Pl	3	f	Acc.Pl	89	aestātēs	ēs	er	er	e	e	e	e	e	e	e	e
aestas:Gen.Sg	3	f	Gen.Sg	89	aestātis	is	r	r	r	r	r	rs	rs	rs	rs	rs
aestas:Gen.Pl	3	f	Gen.Pl	89	aestātum	um	i	i	r	rs	rs	rs	rs	rs	rs	rs
