Declined Noun	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
abellana:accpl	f,1,acc,pl,abellanaas	n,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
abellana:nompl	f,1,nom,pl,abellanai	n,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
abellana:accsg	f,1,acc,sg,abellanam	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
abellana:genpl	f,1,gen,pl,abellanaarum	f,2,gen,pl,abellanaarum	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
abellana:gensg	f,1,gen,sg,abellanai	n,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
abellana:nomsg	f,1,nom,sg,abellana	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas	f,2,acc,pl,abellanaas
absinthium:accpl	n,2,acc,pl,absintia	f,1,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	m,2,acc,pl,absintia	m,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium
absinthium:nompl	n,2,nom,pl,absintia	f,1,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	m,2,acc,pl,absintia	m,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium
absinthium:accsg	n,2,acc,sg,absintium	n,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	m,2,acc,pl,absintia	m,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium
absinthium:genpl	n,2,gen,pl,absintioorum	f,3,gen,pl,absintioorum	m,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,pl,absintia	m,2,acc,pl,absintia	m,2,acc,pl,absintia	f,2,acc,pl,absintia	f,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium	n,2,acc,sg,absintium
