Word	Declension	Gender	Case	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10
acies:Nom.Sg	5	f	Nom.Sg	328	aciēs	ēs	ē	em	e	e	e	e	e	e	e	e
acies:Abl.Pl	5	f	Abl.Pl	328	aciēbus	ēbus	īs	is	is	es	es	es	es	es	es	es
acies:Dat.Sg	5	f	Dat.Sg	328	aciēī	ēī	ē	es	es	es	is	is	is	es	es	es
acies:Acc.Pl	5	f	Acc.Pl	328	aciēs	ēs	ēs	es	es	e	e	es	es	es	es	es
acies:Gen.Sg	5	f	Gen.Sg	328	aciēī	ēī	ē	ēs	ēs	ēs	ē	ēs	ēs	ē	ē	ē
acies:Gen.Pl	5	f	Gen.Pl	328	aciērum	ērum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
acies:Abl.Sg	5	f	Abl.Sg	328	aciē	ē	ē	e	e	e	e	e	e	e	e	e
acies:Nom.Pl	5	f	Nom.Pl	328	aciēs	ēs	ēs	es	es	es	es	es	es	es	es	es
acies:Acc.Sg	5	f	Acc.Sg	328	aciem	em	em	em	em	em	em	em	em	em	em	em
acies:Dat.Pl	5	f	Dat.Pl	328	aciēbus	ēbus	īs	is	is	es	is	es	es	es	es	es
aditus:Nom.Sg	4	m	Nom.Sg	107	aditus	us	us	us	us	um	um	um	um	um	um	um
aditus:Abl.Pl	4	m	Abl.Pl	107	aditibus	ibus	is	is	is	is	is	is	es	es	es	es
aditus:Dat.Sg	4	m	Dat.Sg	107	adituī	uī	us	us	us	es	is	es	is	es	es	es
aditus:Acc.Pl	4	m	Acc.Pl	107	aditūs	ūs	us	is	is	is	is	is	is	is	es	es
aditus:Gen.Sg	4	m	Gen.Sg	107	aditūs	ūs	is	is	is	is	is	es	es	es	es	es
aditus:Gen.Pl	4	m	Gen.Pl	107	adituum	uum	uum	ōrum	is	is	is	is	es	es	es	es
aditus:Abl.Sg	4	m	Abl.Sg	107	aditū	ū	ōs	ōs	ōs	ōs	ōs	ōs	ō	ō	ō	ō
aditus:Nom.Pl	4	m	Nom.Pl	107	aditūs	ūs	is	is	is	is	is	is	is	is	es	es
aditus:Acc.Sg	4	m	Acc.Sg	107	aditum	um	um	um	um	um	um	um	um	um	um	um
aditus:Dat.Pl	4	m	Dat.Pl	107	aditibus	ibus	is	is	is	is	is	is	es	es	es	es
adulter:Nom.Sg	2	mh	Nom.Sg	55	adulter		um	um	um	um	um	um	um	um	um	um
