Form	Root	Suffix	Case	Gender	Declension	Parent	English	Total	Prose	Poetry
animālia	animāl	ia	Nom.Pl	n	3	animal	animal	307	293	14
animālis	animāl	is	Gen.Sg	n	3	animal	animal	307	293	14
animālium	animāl	ium	Gen.Pl	n	3	animal	animal	307	293	14
animālī	animāl	ī	Dat.Sg	n	3	animal	animal	307	293	14
animālibus	animāl	ibus	Dat.Pl	n	3	animal	animal	307	293	14
animal	animal	NULL	Acc.Sg	n	3	animal	animal	307	293	14
animālia	animāl	ia	Acc.Pl	n	3	animal	animal	307	293	14
animālī	animāl	ī	Abl.Sg	n	3	animal	animal	307	293	14
animālibus	animāl	ibus	Abl.Pl	n	3	animal	animal	307	293	14
animal	animal	NULL	Voc.Sg	n	3	animal	animal	307	293	14
animālia	animāl	ia	Voc.Pl	n	3	animal	animal	307	293	14
lītus	lītus	NULL	Nom.Sg	n	3	litus	beach, shore	303	89	214
lītora	lītor	a	Nom.Pl	n	3	litus	beach, shore	303	89	214
lītoris	lītor	is	Gen.Sg	n	3	litus	beach, shore	303	89	214
lītorum	lītor	um	Gen.Pl	n	3	litus	beach, shore	303	89	214
lītorī	lītor	ī	Dat.Sg	n	3	litus	beach, shore	303	89	214
lītoribus	lītor	ibus	Dat.Pl	n	3	litus	beach, shore	303	89	214
lītus	lītus	NULL	Acc.Sg	n	3	litus	beach, shore	303	89	214
lītora	lītor	a	Acc.Pl	n	3	litus	beach, shore	303	89	214
lītore	lītor	e	Abl.Sg	n	3	litus	beach, shore	303	89	214
lītoribus	lītor	ibus	Abl.Pl	n	3	litus	beach, shore	303	89	214
lītus	lītus	NULL	Voc.Sg	n	3	litus	beach, shore	303	89	214
lītora	lītor	a	Voc.Pl	n	3	litus	beach, shore	303	89	214
patria	patri	a	Nom.Sg	f	1	patria	country, homeland	301	189	112
patriae	patri	ae	Nom.Pl	f	1	patria	country, homeland	301	189	112
patriae	patri	ae	Gen.Sg	f	1	patria	country, homeland	301	189	112
patriārum	patri	ārum	Gen.Pl	f	1	patria	country, homeland	301	189	112
patriae	patri	ae	Dat.Sg	f	1	patria	country, homeland	301	189	112
patriīs	patri	īs	Dat.Pl	f	1	patria	country, homeland	301	189	112
patriam	patri	am	Acc.Sg	f	1	patria	country, homeland	301	189	112
patriās	patri	ās	Acc.Pl	f	1	patria	country, homeland	301	189	112
patriā	patri	ā	Abl.Sg	f	1	patria	country, homeland	301	189	112
patriīs	patri	īs	Abl.Pl	f	1	patria	country, homeland	301	189	112
patria	patri	a	Voc.Sg	f	1	patria	country, homeland	301	189	112
patriae	patri	ae	Voc.Pl	f	1	patria	country, homeland	301	189	112
servus	serv	us	Nom.Sg	m	2	servus	servant, slave	300	264	36
servī	serv	ī	Nom.Pl	m	2	servus	servant, slave	300	264	36
servī	serv	ī	Gen.Sg	m	2	servus	servant, slave	300	264	36
servōrum	serv	ōrum	Gen.Pl	m	2	servus	servant, slave	300	264	36
servō	serv	ō	Dat.Sg	m	2	servus	servant, slave	300	264	36
servīs	serv	īs	Dat.Pl	m	2	servus	servant, slave	300	264	36
servum	serv	um	Acc.Sg	m	2	servus	servant, slave	300	264	36
servōs	serv	ōs	Acc.Pl	m	2	servus	servant, slave	300	264	36
servō	serv	ō	Abl.Sg	m	2	servus	servant, slave	300	264	36
servīs	serv	īs	Abl.Pl	m	2	servus	servant, slave	300	264	36
serve	serv	e	Voc.Sg	m	2	servus	servant, slave	300	264	36
servī	serv	ī	Voc.Pl	m	2	servus	servant, slave	300	264	36
aurum	aur	um	Nom.Sg	n	2	aurum	gold	300	155	145
aura	aur	a	Nom.Pl	n	2	aurum	gold	300	155	145
aurī	aur	ī	Gen.Sg	n	2	aurum	gold	300	155	145
aurōrum	aur	ōrum	Gen.Pl	n	2	aurum	gold	300	155	145
aurō	aur	ō	Dat.Sg	n	2	aurum	gold	300	155	145
aurīs	aur	īs	Dat.Pl	n	2	aurum	gold	300	155	145
aurum	aur	um	Acc.Sg	n	2	aurum	gold	300	155	145
aura	aur	a	Acc.Pl	n	2	aurum	gold	300	155	145
aurō	aur	ō	Abl.Sg	n	2	aurum	gold	300	155	145
aurīs	aur	īs	Abl.Pl	n	2	aurum	gold	300	155	145
aurum	aur	um	Voc.Sg	n	2	aurum	gold	300	155	145
aura	aur	a	Voc.Pl	n	2	aurum	gold	300	155	145
turba	turb	a	Nom.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbae	turb	ae	Nom.Pl	f	1	turba	stir, disturbance, mob	296	163	133
turbae	turb	ae	Gen.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbārum	turb	ārum	Gen.Pl	f	1	turba	stir, disturbance, mob	296	163	133
turbae	turb	ae	Dat.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbīs	turb	īs	Dat.Pl	f	1	turba	stir, disturbance, mob	296	163	133
turbam	turb	am	Acc.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbās	turb	ās	Acc.Pl	f	1	turba	stir, disturbance, mob	296	163	133
turbā	turb	ā	Abl.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbīs	turb	īs	Abl.Pl	f	1	turba	stir, disturbance, mob	296	163	133
turba	turb	a	Voc.Sg	f	1	turba	stir, disturbance, mob	296	163	133
turbae	turb	ae	Voc.Pl	f	1	turba	stir, disturbance, mob	296	163	133
carmen	carmen	NULL	Nom.Sg	n	3	carmen	song	296	90	206
carmina	carmin	a	Nom.Pl	n	3	carmen	song	296	90	206
carminis	carmin	is	Gen.Sg	n	3	carmen	song	296	90	206
carminum	carmin	um	Gen.Pl	n	3	carmen	song	296	90	206
carminī	carmin	ī	Dat.Sg	n	3	carmen	song	296	90	206
carminibus	carmin	ibus	Dat.Pl	n	3	carmen	song	296	90	206
carmen	carmen	NULL	Acc.Sg	n	3	carmen	song	296	90	206
carmina	carmin	a	Acc.Pl	n	3	carmen	song	296	90	206
carmine	carmin	e	Abl.Sg	n	3	carmen	song	296	90	206
carminibus	carmin	ibus	Abl.Pl	n	3	carmen	song	296	90	206
carmen	carmen	NULL	Voc.Sg	n	3	carmen	song	296	90	206
carmina	carmin	a	Voc.Pl	n	3	carmen	song	296	90	206
victor	victor	NULL	Nom.Sg	mh	3	victor	conqueror, victor	295	178	117
victōrēs	victōr	ēs	Nom.Pl	mh	3	victor	conqueror, victor	295	178	117
victōris	victōr	is	Gen.Sg	mh	3	victor	conqueror, victor	295	178	117
victōrum	victōr	um	Gen.Pl	mh	3	victor	conqueror, victor	295	178	117
victōrī	victōr	ī	Dat.Sg	mh	3	victor	conqueror, victor	295	178	117
victōribus	victōr	ibus	Dat.Pl	mh	3	victor	conqueror, victor	295	178	117
victōrem	victōr	em	Acc.Sg	mh	3	victor	conqueror, victor	295	178	117
victōrēs	victōr	ēs	Acc.Pl	mh	3	victor	conqueror, victor	295	178	117
victōre	victōr	e	Abl.Sg	mh	3	victor	conqueror, victor	295	178	117
vicōribus	victor	ibus	Abl.Pl	mh	3	victor	conqueror, victor	295	178	117
victor	victor	NULL	Voc.Sg	mh	3	victor	conqueror, victor	295	178	117
victōrēs	victōr	ēs	Voc.Pl	mh	3	victor	conqueror, victor	295	178	117
cursus	curs	us	Nom.Sg	m	4	cursus	race, course, journey	293	181	112
cursūs	curs	ūs	Nom.Pl	m	4	cursus	race, course, journey	293	181	112
cursūs	curs	ūs	Gen.Sg	m	4	cursus	race, course, journey	293	181	112
cursuum	curs	uum	Gen.Pl	m	4	cursus	race, course, journey	293	181	112
cursuī	curs	uī	Dat.Sg	m	4	cursus	race, course, journey	293	181	112
cursibus	curs	ibus	Dat.Pl	m	4	cursus	race, course, journey	293	181	112
cursum	curs	um	Acc.Sg	m	4	cursus	race, course, journey	293	181	112
cursūs	curs	ūs	Acc.Pl	m	4	cursus	race, course, journey	293	181	112
cursū	curs	ū	Abl.Sg	m	4	cursus	race, course, journey	293	181	112
cursibus	curs	ibus	Abl.Pl	m	4	cursus	race, course, journey	293	181	112
cursus	curs	us	Voc.Sg	m	4	cursus	race, course, journey	293	181	112
cursūs	curs	ūs	Voc.Pl	m	4	cursus	race, course, journey	293	181	112
exemplum	exempl	um	Nom.Sg	n	2	exemplum	sample, example	286	251	35
exempla	exempl	a	Nom.Pl	n	2	exemplum	sample, example	286	251	35
exemplī	exempl	ī	Gen.Sg	n	2	exemplum	sample, example	286	251	35
exemplōrum	exempl	ōrum	Gen.Pl	n	2	exemplum	sample, example	286	251	35
exemplō	exempl	ō	Dat.Sg	n	2	exemplum	sample, example	286	251	35
exemplīs	exempl	īs	Dat.Pl	n	2	exemplum	sample, example	286	251	35
exemplum	exempl	um	Acc.Sg	n	2	exemplum	sample, example	286	251	35
exempla	exempl	a	Acc.Pl	n	2	exemplum	sample, example	286	251	35
exemplō	exempl	ō	Abl.Sg	n	2	exemplum	sample, example	286	251	35
exemplīs	exempl	īs	Abl.Pl	n	2	exemplum	sample, example	286	251	35
exemplum	exempl	um	Voc.Sg	n	2	exemplum	sample, example	286	251	35
exempla	exempl	a	Voc.Pl	n	2	exemplum	sample, example	286	251	35
sententia	sententi	a	Nom.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiae	sententi	ae	Nom.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
sententiae	sententi	ae	Gen.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiārum	sententi	ārum	Gen.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
sententiae	sententi	ae	Dat.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiīs	sententi	īs	Dat.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
sententiam	sententi	am	Acc.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiās	sententi	ās	Acc.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
sententiā	sententi	ā	Abl.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiīs	sententi	īs	Abl.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
sententia	sententi	a	Voc.Sg	f	1	sententia	opinion, thought, purpose	285	270	15
sententiae	sententi	ae	Voc.Pl	f	1	sententia	opinion, thought, purpose	285	270	15
praesidium	praesidi	um	Nom.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidia	praesidi	a	Nom.Pl	n	2	praesidium	defence, protection, guard	284	268	16
praesidiī	praesidi	ī	Gen.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidiōrum	praesidi	ōrum	Gen.Pl	n	2	praesidium	defence, protection, guard	284	268	16
praesidiō	praesidi	ō	Dat.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidiīs	praesidi	īs	Dat.Pl	n	2	praesidium	defence, protection, guard	284	268	16
praesidium	praesidi	um	Acc.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidia	praesidi	a	Acc.Pl	n	2	praesidium	defence, protection, guard	284	268	16
praesidiō	praesidi	ō	Abl.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidiīs	praesidi	īs	Abl.Pl	n	2	praesidium	defence, protection, guard	284	268	16
praesidium	praesidi	um	Voc.Sg	n	2	praesidium	defence, protection, guard	284	268	16
praesidia	praesidi	a	Voc.Pl	n	2	praesidium	defence, protection, guard	284	268	16
saxum	sax	um	Nom.Sg	n	2	saxum	stone	281	127	154
saxa	sax	a	Nom.Pl	n	2	saxum	stone	281	127	154
saxī	sax	ī	Gen.Sg	n	2	saxum	stone	281	127	154
saxōrum	sax	ōrum	Gen.Pl	n	2	saxum	stone	281	127	154
saxō	sax	ō	Dat.Sg	n	2	saxum	stone	281	127	154
saxīs	sax	īs	Dat.Pl	n	2	saxum	stone	281	127	154
saxum	sax	um	Acc.Sg	n	2	saxum	stone	281	127	154
saxa	sax	a	Acc.Pl	n	2	saxum	stone	281	127	154
saxō	sax	ō	Abl.Sg	n	2	saxum	stone	281	127	154
saxīs	sax	īs	Abl.Pl	n	2	saxum	stone	281	127	154
saxum	sax	um	Voc.Sg	n	2	saxum	stone	281	127	154
saxa	sax	a	Voc.Pl	n	2	saxum	stone	281	127	154
salūs	salūs	NULL	Nom.Sg	f	3	salus	safety, security	280	251	29
salūtēs	salūt	ēs	Nom.Pl	f	3	salus	safety, security	280	251	29
salūtis	salūt	is	Gen.Sg	f	3	salus	safety, security	280	251	29
salūtum	salūt	um	Gen.Pl	f	3	salus	safety, security	280	251	29
salūtī	salūt	ī	Dat.Sg	f	3	salus	safety, security	280	251	29
salūtibus	salūt	ibus	Dat.Pl	f	3	salus	safety, security	280	251	29
salūtem	salūt	em	Acc.Sg	f	3	salus	safety, security	280	251	29
salūtēs	salūt	ēs	Acc.Pl	f	3	salus	safety, security	280	251	29
salūte	salūt	e	Abl.Sg	f	3	salus	safety, security	280	251	29
salūtibus	salūt	ibus	Abl.Pl	f	3	salus	safety, security	280	251	29
salūs	salūs	NULL	Voc.Sg	f	3	salus	safety, security	280	251	29
salūtēs	salūt	ēs	Voc.Pl	f	3	salus	safety, security	280	251	29
mundus	mund	us	Nom.Sg	m	2	mundus	world, universe	280	160	120
mundī	mund	ī	Nom.Pl	m	2	mundus	world, universe	280	160	120
mundī	mund	ī	Gen.Sg	m	2	mundus	world, universe	280	160	120
mundōrum	mund	ōrum	Gen.Pl	m	2	mundus	world, universe	280	160	120
mundō	mund	ō	Dat.Sg	m	2	mundus	world, universe	280	160	120
mundīs	mund	īs	Dat.Pl	m	2	mundus	world, universe	280	160	120
mundum	mund	um	Acc.Sg	m	2	mundus	world, universe	280	160	120
mundōs	mund	ōs	Acc.Pl	m	2	mundus	world, universe	280	160	120
mundō	mund	ō	Abl.Sg	m	2	mundus	world, universe	280	160	120
mundīs	mund	īs	Abl.Pl	m	2	mundus	world, universe	280	160	120
munde	mund	e	Voc.Sg	m	2	mundus	world, universe	280	160	120
mundī	mund	ī	Voc.Pl	m	2	mundus	world, universe	280	160	120
auxilium	auxili	um	Nom.Sg	n	2	auxilium	help, aid	278	245	33
auxilia	auxili	a	Nom.Pl	n	2	auxilium	help, aid	278	245	33
auxiliī	auxili	ī	Gen.Sg	n	2	auxilium	help, aid	278	245	33
auxiliōrum	auxili	ōrum	Gen.Pl	n	2	auxilium	help, aid	278	245	33
auxiliō	auxili	ō	Dat.Sg	n	2	auxilium	help, aid	278	245	33
auxiliīs	auxili	īs	Dat.Pl	n	2	auxilium	help, aid	278	245	33
auxilium	auxili	um	Acc.Sg	n	2	auxilium	help, aid	278	245	33
auxilia	auxili	a	Acc.Pl	n	2	auxilium	help, aid	278	245	33
auxiliō	auxili	ō	Abl.Sg	n	2	auxilium	help, aid	278	245	33
auxiliīs	auxili	īs	Abl.Pl	n	2	auxilium	help, aid	278	245	33
auxilium	auxili	um	Voc.Sg	n	2	auxilium	help, aid	278	245	33
auxilia	auxili	a	Voc.Pl	n	2	auxilium	help, aid	278	245	33
ventus	vent	us	Nom.Sg	m	2	ventus	wind	278	77	201
ventī	vent	ī	Nom.Pl	m	2	ventus	wind	278	77	201
ventī	vent	ī	Gen.Sg	m	2	ventus	wind	278	77	201
ventōrum	vent	ōrum	Gen.Pl	m	2	ventus	wind	278	77	201
ventō	vent	ō	Dat.Sg	m	2	ventus	wind	278	77	201
ventīs	vent	īs	Dat.Pl	m	2	ventus	wind	278	77	201
ventum	vent	um	Acc.Sg	m	2	ventus	wind	278	77	201
ventōs	vent	ōs	Acc.Pl	m	2	ventus	wind	278	77	201
ventō	vent	ō	Abl.Sg	m	2	ventus	wind	278	77	201
ventīs	vent	īs	Abl.Pl	m	2	ventus	wind	278	77	201
vente	vent	e	Voc.Sg	m	2	ventus	wind	278	77	201
ventī	vent	ī	Voc.Pl	m	2	ventus	wind	278	77	201
speciēs	speci	ēs	Nom.Sg	f	5	species	spectacle, sight	276	259	17
speciēs	speci	ēs	Nom.Pl	f	5	species	spectacle, sight	276	259	17
speciēī	speci	ēī	Gen.Sg	f	5	species	spectacle, sight	276	259	17
speciērum	speci	ērum	Gen.Pl	f	5	species	spectacle, sight	276	259	17
speciēī	speci	ēī	Dat.Sg	f	5	species	spectacle, sight	276	259	17
speciēbus	speci	ēbus	Dat.Pl	f	5	species	spectacle, sight	276	259	17
speciem	speci	em	Acc.Sg	f	5	species	spectacle, sight	276	259	17
speciēs	speci	ēs	Acc.Pl	f	5	species	spectacle, sight	276	259	17
speciē	speci	ē	Abl.Sg	f	5	species	spectacle, sight	276	259	17
speciēbus	speci	ēbus	Abl.Pl	f	5	species	spectacle, sight	276	259	17
speciēs	speci	ēs	Voc.Sg	f	5	species	spectacle, sight	276	259	17
speciēs	speci	ēs	Voc.Pl	f	5	species	spectacle, sight	276	259	17
auris	aur	is	Nom.Sg	f	3	auris	ear	275	165	110
aurēs	aur	ēs	Nom.Pl	f	3	auris	ear	275	165	110
auris	aur	is	Gen.Sg	f	3	auris	ear	275	165	110
aurium	aur	ium	Gen.Pl	f	3	auris	ear	275	165	110
aurī	aur	ī	Dat.Sg	f	3	auris	ear	275	165	110
auribus	aur	ibus	Dat.Pl	f	3	auris	ear	275	165	110
aurem	aur	em	Acc.Sg	f	3	auris	ear	275	165	110
aurēs	aur	ēs	Acc.Pl	f	3	auris	ear	275	165	110
aure	aur	e	Abl.Sg	f	3	auris	ear	275	165	110
auribus	aur	ibus	Abl.Pl	f	3	auris	ear	275	165	110
auris	aur	is	Voc.Sg	f	3	auris	ear	275	165	110
aurēs	aur	ēs	Voc.Pl	f	3	auris	ear	275	165	110
umbra	umbr	a	Nom.Sg	f	1	umbra	shadow	275	62	213
umbrae	umbr	ae	Nom.Pl	f	1	umbra	shadow	275	62	213
umbrae	umbr	ae	Gen.Sg	f	1	umbra	shadow	275	62	213
umbrārum	umbr	ārum	Gen.Pl	f	1	umbra	shadow	275	62	213
umbrae	umbr	ae	Dat.Sg	f	1	umbra	shadow	275	62	213
umbrīs	umbr	īs	Dat.Pl	f	1	umbra	shadow	275	62	213
umbram	umbr	am	Acc.Sg	f	1	umbra	shadow	275	62	213
umbrās	umbr	ās	Acc.Pl	f	1	umbra	shadow	275	62	213
umbrā	umbr	ā	Abl.Sg	f	1	umbra	shadow	275	62	213
umbrīs	umbr	īs	Abl.Pl	f	1	umbra	shadow	275	62	213
umbra	umbr	a	Voc.Sg	f	1	umbra	shadow	275	62	213
umbrae	umbr	ae	Voc.Pl	f	1	umbra	shadow	275	62	213
caedēs	caed	ēs	Nom.Sg	f	3	caedes	cutting, striking	274	191	83
caedēs	caed	ēs	Nom.Pl	f	3	caedes	cutting, striking	274	191	83
caedis	caed	is	Gen.Sg	f	3	caedes	cutting, striking	274	191	83
caedium	caed	ium	Gen.Pl	f	3	caedes	cutting, striking	274	191	83
caedī	caed	ī	Dat.Sg	f	3	caedes	cutting, striking	274	191	83
caedibus	caed	ibus	Dat.Pl	f	3	caedes	cutting, striking	274	191	83
caedem	caed	em	Acc.Sg	f	3	caedes	cutting, striking	274	191	83
caedēs	caed	ēs	Acc.Pl	f	3	caedes	cutting, striking	274	191	83
caede	caed	e	Abl.Sg	f	3	caedes	cutting, striking	274	191	83
caedibus	caed	ibus	Abl.Pl	f	3	caedes	cutting, striking	274	191	83
caedēs	caed	ēs	Voc.Sg	f	3	caedes	cutting, striking	274	191	83
caedēs	caed	ēs	Voc.Pl	f	3	caedes	cutting, striking	274	191	83
dominus	domin	us	Nom.Sg	mh	2	dominus	owner, lord	269	164	105
dominī	domin	ī	Nom.Pl	mh	2	dominus	owner, lord	269	164	105
dominī	domin	ī	Gen.Sg	mh	2	dominus	owner, lord	269	164	105
dominōrum	domin	ōrum	Gen.Pl	mh	2	dominus	owner, lord	269	164	105
dominō	domin	ō	Dat.Sg	mh	2	dominus	owner, lord	269	164	105
dominīs	domin	īs	Dat.Pl	mh	2	dominus	owner, lord	269	164	105
dominum	domin	um	Acc.Sg	mh	2	dominus	owner, lord	269	164	105
dominōs	domin	ōs	Acc.Pl	mh	2	dominus	owner, lord	269	164	105
dominō	domin	ō	Abl.Sg	mh	2	dominus	owner, lord	269	164	105
dominīs	domin	īs	Abl.Pl	mh	2	dominus	owner, lord	269	164	105
domine	domin	e	Voc.Sg	mh	2	dominus	owner, lord	269	164	105
dominī	domin	ī	Voc.Pl	mh	2	dominus	owner, lord	269	164	105
regiō	regiō	NULL	Nom.Sg	f	3	regio	direction, line	266	240	26
regiōnēs	regiōn	ēs	Nom.Pl	f	3	regio	direction, line	266	240	26
regiōnis	regiōn	is	Gen.Sg	f	3	regio	direction, line	266	240	26
regiōnum	regiōn	um	Gen.Pl	f	3	regio	direction, line	266	240	26
regiōnī	regiōn	ī	Dat.Sg	f	3	regio	direction, line	266	240	26
regiōnibus	regiōn	ibus	Dat.Pl	f	3	regio	direction, line	266	240	26
regiōnem	regiōn	em	Acc.Sg	f	3	regio	direction, line	266	240	26
regiōnēs	regiōn	ēs	Acc.Pl	f	3	regio	direction, line	266	240	26
regiōne	regiōn	e	Abl.Sg	f	3	regio	direction, line	266	240	26
regiōnibus	regiōn	ibus	Abl.Pl	f	3	regio	direction, line	266	240	26
regiō	regiō	NULL	Voc.Sg	f	3	regio	direction, line	266	240	26
regiōnēs	regiōn	ēs	Voc.Pl	f	3	regio	direction, line	266	240	26
vōtum	vōt	um	Nom.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōta	vōt	a	Nom.Pl	n	2	votum	promise, vow, prayer	265	124	141
vōtī	vōt	ī	Gen.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōtōrum	vōt	ōrum	Gen.Pl	n	2	votum	promise, vow, prayer	265	124	141
vōtō	vōt	ō	Dat.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōtīs	vōt	īs	Dat.Pl	n	2	votum	promise, vow, prayer	265	124	141
vōtum	vōt	um	Acc.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōta	vōt	a	Acc.Pl	n	2	votum	promise, vow, prayer	265	124	141
vōtō	vōt	ō	Abl.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōtīs	vōt	īs	Abl.Pl	n	2	votum	promise, vow, prayer	265	124	141
vōtum	vōt	um	Voc.Sg	n	2	votum	promise, vow, prayer	265	124	141
vōta	vōt	a	Voc.Pl	n	2	votum	promise, vow, prayer	265	124	141
orbis	orb	is	Nom.Sg	m	3	orbis	circle, ring	262	109	153
orbēs	orb	ēs	Nom.Pl	m	3	orbis	circle, ring	262	109	153
orbis	orb	is	Gen.Sg	m	3	orbis	circle, ring	262	109	153
orbium	orb	ium	Gen.Pl	m	3	orbis	circle, ring	262	109	153
orbī	orb	ī	Dat.Sg	m	3	orbis	circle, ring	262	109	153
orbibus	orb	ibus	Dat.Pl	m	3	orbis	circle, ring	262	109	153
orbem	orb	em	Acc.Sg	m	3	orbis	circle, ring	262	109	153
orbēs	orb	ēs	Acc.Pl	m	3	orbis	circle, ring	262	109	153
orbe	orb	e	Abl.Sg	m	3	orbis	circle, ring	262	109	153
orbibus	orb	ibus	Abl.Pl	m	3	orbis	circle, ring	262	109	153
orbis	orb	is	Voc.Sg	m	3	orbis	circle, ring	262	109	153
orbēs	orb	ēs	Voc.Pl	m	3	orbis	circle, ring	262	109	153
puella	puell	a	Nom.Sg	f	1	puella	girl	262	12	250
puellae	puell	ae	Nom.Pl	f	1	puella	girl	262	12	250
puellae	puell	ae	Gen.Sg	f	1	puella	girl	262	12	250
puellārum	puell	ārum	Gen.Pl	f	1	puella	girl	262	12	250
puellae	puell	ae	Dat.Sg	f	1	puella	girl	262	12	250
puellīs	puell	īs	Dat.Pl	f	1	puella	girl	262	12	250
puellam	puell	am	Acc.Sg	f	1	puella	girl	262	12	250
puellās	puell	ās	Acc.Pl	f	1	puella	girl	262	12	250
puellā	puell	ā	Abl.Sg	f	1	puella	girl	262	12	250
puellīs	puell	īs	Abl.Pl	f	1	puella	girl	262	12	250
puella	puell	a	Voc.Sg	f	1	puella	girl	262	12	250
puellae	puell	ae	Voc.Pl	f	1	puella	girl	262	12	250
oppidum	oppid	um	Nom.Sg	n	2	oppidum	town	257	239	18
oppida	oppid	a	Nom.Pl	n	2	oppidum	town	257	239	18
oppidī	oppid	ī	Gen.Sg	n	2	oppidum	town	257	239	18
oppidōrum	oppid	ōrum	Gen.Pl	n	2	oppidum	town	257	239	18
oppidō	oppid	ō	Dat.Sg	n	2	oppidum	town	257	239	18
oppidīs	oppid	īs	Dat.Pl	n	2	oppidum	town	257	239	18
oppidum	oppid	um	Acc.Sg	n	2	oppidum	town	257	239	18
oppida	oppid	a	Acc.Pl	n	2	oppidum	town	257	239	18
oppidō	oppid	ō	Abl.Sg	n	2	oppidum	town	257	239	18
oppidīs	oppid	īs	Abl.Pl	n	2	oppidum	town	257	239	18
oppidum	oppid	um	Voc.Sg	n	2	oppidum	town	257	239	18
oppida	oppid	a	Voc.Pl	n	2	oppidum	town	257	239	18
sermō	sermō	NULL	Nom.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnēs	sermōn	ēs	Nom.Pl	m	3	sermo	conversation, discussion	256	223	33
sermōnis	sermōn	is	Gen.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnum	sermōn	um	Gen.Pl	m	3	sermo	conversation, discussion	256	223	33
sermōnī	sermōn	ī	Dat.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnibus	sermōn	ibus	Dat.Pl	m	3	sermo	conversation, discussion	256	223	33
sermōnem	sermōn	em	Acc.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnēs	sermōn	ēs	Acc.Pl	m	3	sermo	conversation, discussion	256	223	33
sermōne	sermōn	e	Abl.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnibus	sermōn	ibus	Abl.Pl	m	3	sermo	conversation, discussion	256	223	33
sermō	sermō	NULL	Voc.Sg	m	3	sermo	conversation, discussion	256	223	33
sermōnēs	sermōn	ēs	Voc.Pl	m	3	sermo	conversation, discussion	256	223	33
latus	latus	NULL	Nom.Sg	n	3	latus	side, flank	254	142	112
latera	later	a	Nom.Pl	n	3	latus	side, flank	254	142	112
lateris	later	is	Gen.Sg	n	3	latus	side, flank	254	142	112
laterum	later	um	Gen.Pl	n	3	latus	side, flank	254	142	112
laterī	later	ī	Dat.Sg	n	3	latus	side, flank	254	142	112
lateribus	later	ibus	Dat.Pl	n	3	latus	side, flank	254	142	112
latus	latus	NULL	Acc.Sg	n	3	latus	side, flank	254	142	112
latera	later	a	Acc.Pl	n	3	latus	side, flank	254	142	112
latere	later	e	Abl.Sg	n	3	latus	side, flank	254	142	112
lateribus	later	ibus	Abl.Pl	n	3	latus	side, flank	254	142	112
latus	latus	NULL	Voc.Sg	n	3	latus	side, flank	254	142	112
latera	later	a	Voc.Pl	n	3	latus	side, flank	254	142	112
lacrima	lacrim	a	Nom.Sg	f	1	lacrima	tear	254	121	133
lacrimae	lacrim	ae	Nom.Pl	f	1	lacrima	tear	254	121	133
lacrimae	lacrim	ae	Gen.Sg	f	1	lacrima	tear	254	121	133
lacrimārum	lacrim	ārum	Gen.Pl	f	1	lacrima	tear	254	121	133
lacrimae	lacrim	ae	Dat.Sg	f	1	lacrima	tear	254	121	133
lacrimīs	lacrim	īs	Dat.Pl	f	1	lacrima	tear	254	121	133
lacrimam	lacrim	am	Acc.Sg	f	1	lacrima	tear	254	121	133
lacrimās	lacrim	ās	Acc.Pl	f	1	lacrima	tear	254	121	133
lacrimā	lacrim	ā	Abl.Sg	f	1	lacrima	tear	254	121	133
lacrimīs	lacrim	īs	Abl.Pl	f	1	lacrima	tear	254	121	133
lacrima	lacrim	a	Voc.Sg	f	1	lacrima	tear	254	121	133
lacrimae	lacrim	ae	Voc.Pl	f	1	lacrima	tear	254	121	133
iugum	iug	um	Nom.Sg	n	2	iugum	yoke	254	110	144
iuga	iug	a	Nom.Pl	n	2	iugum	yoke	254	110	144
