Word	Declension	Gender	TotFreq	Declined	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
comes:Acc.Pl	3	m	185	comitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
comes:Gen.Sg	3	m	185	comitis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
comes:Gen.Pl	3	m	185	comitum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
comes:Abl.Sg	3	m	185	comite	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
comes:Nom.Pl	3	m	185	comitēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
comes:Acc.Sg	3	m	185	comitem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
comes:Dat.Pl	3	m	185	comitibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	um	um	um	um
concilium:Nom.Sg	2	n	657	concilium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
concilium:Abl.Pl	2	n	657	conciliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
concilium:Dat.Sg	2	n	657	conciliō	ō	ō	ō	ō	ō	ō	ō	ō	ō	e	e	e	e	e	e	e
concilium:Acc.Pl	2	n	657	concilia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
concilium:Gen.Sg	2	n	657	conciliī	ī	ī	ī	ī	ī	ī	ī	ī	ī	us	īs	īs	ōrum	ōrum	ōrum	ōrum
concilium:Gen.Pl	2	n	657	conciliōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
concilium:Abl.Sg	2	n	657	conciliō	ō	ō	ō	ō	ō	ō	ō	ō	ō	e	e	e	e	e	e	e
concilium:Nom.Pl	2	n	657	concilia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
concilium:Acc.Sg	2	n	657	concilium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
concilium:Dat.Pl	2	n	657	conciliīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	ōrum	ōrum	ōrum
coniux:Nom.Sg	3	m	351	coniūx																
coniux:Abl.Pl	3	m	351	coniugibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
coniux:Dat.Sg	3	m	351	coniugī	ī	ī	ī	ī	ū											
coniux:Acc.Pl	3	m	351	coniugēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
coniux:Gen.Sg	3	m	351	coniugis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
coniux:Gen.Pl	3	m	351	coniugum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
coniux:Abl.Sg	3	m	351	coniuge	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
coniux:Nom.Pl	3	m	351	coniugēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
coniux:Acc.Sg	3	m	351	coniugem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
coniux:Dat.Pl	3	m	351	coniugibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ēs	ēs	ēs
consul:Nom.Sg	3	m	480	cōnsul																
consul:Abl.Pl	3	m	480	cōnsulibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
consul:Dat.Sg	3	m	480	cōnsulī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
consul:Acc.Pl	3	m	480	cōnsulēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
consul:Gen.Sg	3	m	480	cōnsulis	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
consul:Gen.Pl	3	m	480	cōnsulum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
consul:Abl.Sg	3	m	480	cōnsule	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
consul:Nom.Pl	3	m	480	cōnsulēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
consul:Acc.Sg	3	m	480	cōnsulem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
consul:Dat.Pl	3	m	480	cōnsulibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ā	a	a	a	a	a
convivium:Nom.Sg	2	n	116	convīvium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
convivium:Abl.Pl	2	n	116	convīviīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
convivium:Dat.Sg	2	n	116	convīviō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
convivium:Acc.Pl	2	n	116	convīvia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
convivium:Gen.Sg	2	n	116	convīviī	ī	ī	ī	ī	ī	ī	ī	ī	ī	a	a	a	a	a	a	a
convivium:Gen.Pl	2	n	116	convīviōrum	ōrum	ōrum	ō	ō	ō	ō	ō	ō	ō	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
convivium:Abl.Sg	2	n	116	convīviō	ō	ōrum	ō	ō	ō	ō	ō	ō	ō	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
convivium:Nom.Pl	2	n	116	convīvia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
convivium:Acc.Sg	2	n	116	convīvium	um	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
convivium:Dat.Pl	2	n	116	convīviīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
copia:Nom.Sg	1	f	469	cōpia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
copia:Abl.Pl	1	f	469	cōpiīs	īs	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
copia:Dat.Sg	1	f	469	cōpiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
copia:Acc.Pl	1	f	469	cōpiās	ās	ās	ō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e
copia:Gen.Sg	1	f	469	cōpiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
copia:Gen.Pl	1	f	469	cōpiārum	ārum	ārum	ārum	ārum	īs	īs	a	a	a	a	a	a	a	a	a	a
copia:Abl.Sg	1	f	469	cōpiā	ā	ārum	ārum	ārum	īs	īs	a	a	a	a	a	a	a	a	a	a
copia:Nom.Pl	1	f	469	cōpiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
copia:Acc.Sg	1	f	469	cōpiam	am	ōrum	ōrum	ōrum	ōrum	ō	e	e	e	e	e	e	e	e	e	e
copia:Dat.Pl	1	f	469	cōpiīs	īs	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
cor:Nom.Sg	3	n	94	cor																
cor:Abl.Pl	3	n	94	cordibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uum	uum	em	ōrum	ōrum	ōrum	ōrum	ōrum
cor:Dat.Sg	3	n	94	cordī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ōs	ēs	ēs	īs
cor:Acc.Pl	3	n	94	corda	a	a	ae	a	a	a	a	a	a	a	a	a	a	a	a	a
cor:Gen.Sg	3	n	94	cordis	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cor:Gen.Pl	3	n	94	cordium	ium	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cor:Abl.Sg	3	n	94	corde	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
cor:Nom.Pl	3	n	94	corda	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cor:Acc.Sg	3	n	94	cor																
cor:Dat.Pl	3	n	94	cordibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cornu:Nom.Sg	4	n	168	cornū	ū	ū	ū	ōs	uum	um	um	um	um	um	um	um	um	um	uum	uum
cornu:Abl.Pl	4	n	168	cornibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cornu:Dat.Sg	4	n	168	cornū	ū	ū	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
cornu:Acc.Pl	4	n	168	cornua	ua															
cornu:Gen.Sg	4	n	168	cornūs	ūs	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cornu:Gen.Pl	4	n	168	cornuum	uum	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
cornu:Abl.Sg	4	n	168	cornū	ū	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
cornu:Nom.Pl	4	n	168	cornua	ua															
cornu:Acc.Sg	4	n	168	cornū	ū	ū														
cornu:Dat.Pl	4	n	168	cornibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
corona:Nom.Sg	1	f	96	corōna	a	a	es	ō	ō	ō	e	e	e	e	e	e	e	e	e	e
corona:Abl.Pl	1	f	96	corōnīs	īs	īs	īs	īs	īs	īs	īs	īs	ēī	ibus	ibus	ibus	ibus	ibus	uī	uī
corona:Dat.Sg	1	f	96	corōnae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
corona:Acc.Pl	1	f	96	corōnās	ās	ās	ō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e
corona:Gen.Sg	1	f	96	corōnae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
corona:Gen.Pl	1	f	96	corōnārum	ārum	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	ōrum	ōrum	ōrum
corona:Abl.Sg	1	f	96	corōnā	ā	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	ōrum	ōrum	ōrum
corona:Nom.Pl	1	f	96	corōnae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
corona:Acc.Sg	1	f	96	corōnam	am	am	am	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
corona:Dat.Pl	1	f	96	corōnīs	īs	īs	īs	īs	īs	īs	īs	īs	ēī	ibus	ibus	ibus	ibus	ibus	uī	uī
corpus:Nom.Sg	3	n	1174	corpus																
corpus:Abl.Pl	3	n	1174	corporibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
corpus:Dat.Sg	3	n	1174	corporī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
corpus:Acc.Pl	3	n	1174	corpora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
corpus:Gen.Sg	3	n	1174	corporis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
corpus:Gen.Pl	3	n	1174	corporum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
corpus:Abl.Sg	3	n	1174	corpore	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
corpus:Nom.Pl	3	n	1174	corpora	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
corpus:Acc.Sg	3	n	1174	corpus																
corpus:Dat.Pl	3	n	1174	corporibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
crimen:Nom.Sg	3	n	229	crīmen																
crimen:Abl.Pl	3	n	229	crīminibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
crimen:Dat.Sg	3	n	229	crīminī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
crimen:Acc.Pl	3	n	229	crīmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
crimen:Gen.Sg	3	n	229	crīminis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
crimen:Gen.Pl	3	n	229	crīminum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
crimen:Abl.Sg	3	n	229	crīmine	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
crimen:Nom.Pl	3	n	229	crīmina	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
crimen:Acc.Sg	3	n	229	crīmen																
crimen:Dat.Pl	3	n	229	crīminibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
crinis:Nom.Sg	3	m	93	crīnis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
crinis:Abl.Pl	3	m	93	crīnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
crinis:Dat.Sg	3	m	93	crīnī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
crinis:Acc.Pl	3	m	93	crīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
crinis:Gen.Sg	3	m	93	crīnis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
crinis:Gen.Pl	3	m	93	crīnium	ium	us	ūs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
crinis:Abl.Sg	3	m	93	crīne	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
crinis:Nom.Pl	3	m	93	crīnēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
crinis:Acc.Sg	3	m	93	crīnem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
crinis:Dat.Pl	3	m	93	crīnibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cruor:Nom.Sg	3	m	103	cruor																
cruor:Abl.Pl	3	m	103	cruōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cruor:Dat.Sg	3	m	103	cruōrī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
cruor:Acc.Pl	3	m	103	cruōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cruor:Gen.Sg	3	m	103	cruōris	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cruor:Gen.Pl	3	m	103	cruōrum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
cruor:Abl.Sg	3	m	103	cruōre	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
cruor:Nom.Pl	3	m	103	cruōrēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cruor:Acc.Sg	3	m	103	cruōrem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cruor:Dat.Pl	3	m	103	cruōribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cubile:Nom.Sg	3	n	56	cubīle	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
cubile:Abl.Pl	3	n	56	cubīlibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cubile:Dat.Sg	3	n	56	cubīlī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
cubile:Acc.Pl	3	n	56	cubīlia	ia	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ōs			
cubile:Gen.Sg	3	n	56	cubīlis	is	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cubile:Gen.Pl	3	n	56	cubīlium	ium	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cubile:Abl.Sg	3	n	56	cubīlī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ōs	ōs	īs	īs
cubile:Nom.Pl	3	n	56	cubīlia	ia	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ōs	uum	um	um
cubile:Acc.Sg	3	n	56	cubīle	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
cubile:Dat.Pl	3	n	56	cubīlibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ōs	ōs	īs	īs
culpa:Nom.Sg	1	f	121	culpa	a	a	es	e	e	e	e	e	e	e	e	e	e	e	e	e
culpa:Abl.Pl	1	f	121	culpīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
culpa:Dat.Sg	1	f	121	culpae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
culpa:Acc.Pl	1	f	121	culpās	ās	ās	ō	ō	ō	ō	e	e	e	e	e	e	e	e	e	e
culpa:Gen.Sg	1	f	121	culpae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
culpa:Gen.Pl	1	f	121	culpārum	ārum	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
culpa:Abl.Sg	1	f	121	culpā	ā	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
culpa:Nom.Pl	1	f	121	culpae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
culpa:Acc.Sg	1	f	121	culpam	am	am	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
culpa:Dat.Pl	1	f	121	culpīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cultus:Nom.Sg	4	m	145	cultus	us	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cultus:Abl.Pl	4	m	145	cultibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cultus:Dat.Sg	4	m	145	cultuī	uī															
cultus:Acc.Pl	4	m	145	cultūs	ūs	us	ē	ē	e	e	e	e	e	e	e	e	e	e	e	e
cultus:Gen.Sg	4	m	145	cultūs	ūs	ēbus	ēs	ēs	ēs	ēs	ēs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cultus:Gen.Pl	4	m	145	cultuum	uum	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
cultus:Abl.Sg	4	m	145	cultū	ū	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
cultus:Nom.Pl	4	m	145	cultūs	ūs	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cultus:Acc.Sg	4	m	145	cultum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
cultus:Dat.Pl	4	m	145	cultibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cupido:Nom.Sg	3	f	116	cupīdō																
cupido:Abl.Pl	3	f	116	cupīdinibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cupido:Dat.Sg	3	f	116	cupīdinī	ī	ī	ī	ī	ū											
cupido:Acc.Pl	3	f	116	cupīdinēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cupido:Gen.Sg	3	f	116	cupīdinis	is	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
cupido:Gen.Pl	3	f	116	cupīdinum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
cupido:Abl.Sg	3	f	116	cupīdine	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e	e
cupido:Nom.Pl	3	f	116	cupīdinēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cupido:Acc.Sg	3	f	116	cupīdinem	em	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
cupido:Dat.Pl	3	f	116	cupīdinibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cura:Nom.Sg	1	f	492	cūra	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cura:Abl.Pl	1	f	492	cūrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cura:Dat.Sg	1	f	492	cūrae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cura:Acc.Pl	1	f	492	cūrās	ās	ās	ō	ō	ō	ō	ō	ō	ō	ō	ō	ō	ōrum	ōrum	ōrum	ōrum
cura:Gen.Sg	1	f	492	cūrae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cura:Gen.Pl	1	f	492	cūrārum	ārum	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cura:Abl.Sg	1	f	492	cūrā	ā	ārum	ārum	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
cura:Nom.Pl	1	f	492	cūrae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cura:Acc.Sg	1	f	492	cūram	am	am	am	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
cura:Dat.Pl	1	f	492	cūrīs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs	īs
currus:Nom.Sg	4	m	177	currus	us	us	ēbus	ēbus	ē	ē	ō	ō	ō	e	e	e	e	e	e	e
currus:Abl.Pl	4	m	177	curribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
currus:Dat.Sg	4	m	177	curruī	uī															
currus:Acc.Pl	4	m	177	currūs	ūs	uī	uī	uī	uī	um	um	um	um	um	um	um	um	um	um	um
currus:Gen.Sg	4	m	177	currūs	ūs	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
currus:Gen.Pl	4	m	177	curruum	uum	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	uī
currus:Abl.Sg	4	m	177	currū	ū	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
currus:Nom.Pl	4	m	177	currūs	ūs	ēī	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
currus:Acc.Sg	4	m	177	currum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um	um
currus:Dat.Pl	4	m	177	curribus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cursus:Nom.Sg	4	m	293	cursus	us	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cursus:Abl.Pl	4	m	293	cursibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
cursus:Dat.Sg	4	m	293	cursuī	uī															
cursus:Acc.Pl	4	m	293	cursūs	ūs	us	ē	ē	e	e	e	e	e	e	e	e	e	e	e	e
cursus:Gen.Sg	4	m	293	cursūs	ūs	ēbus	ēs	ēs	ēs	ēs	ēs	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
cursus:Gen.Pl	4	m	293	cursuum	uum	ū	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī
cursus:Abl.Sg	4	m	293	cursū	ū	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
cursus:Nom.Pl	4	m	293	cursūs	ūs	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
cursus:Acc.Sg	4	m	293	cursum	um	um	um	um	um	um	um	um	um	um	um	um	um	um	uum	uum
cursus:Dat.Pl	4	m	293	cursibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
custodia:Nom.Sg	1	f	104	custōdia	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
custodia:Abl.Pl	1	f	104	custōdiīs	īs	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
custodia:Dat.Sg	1	f	104	custōdiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
custodia:Acc.Pl	1	f	104	custōdiās	ās	ās	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
custodia:Gen.Sg	1	f	104	custōdiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
custodia:Gen.Pl	1	f	104	custōdiārum	ārum	ārum	ārum	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
custodia:Abl.Sg	1	f	104	custōdiā	ā	ārum	ārum	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
custodia:Nom.Pl	1	f	104	custōdiae	ae	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a
custodia:Acc.Sg	1	f	104	custōdiam	am	am	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum	ōrum
custodia:Dat.Pl	1	f	104	custōdiīs	īs	īs	īs	īs	īs	īs	a	a	a	a	a	a	a	a	a	a
custos:Nom.Sg	3	m	165	custōs																
custos:Abl.Pl	3	m	165	custōdibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	ibus	uī	uī
custos:Dat.Sg	3	m	165	custōdī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ī	ōs	ēs	ēs	ēs
custos:Acc.Pl	3	m	165	custōdēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs	ēs
